stu_id,site_id,incident_id,incident_date,schoolyr,incident_time,suspension_days,minor_incident,major_incident
67013342,67_67399_5136972,147634,3/13/27,2026-2027,5:48 PM,0,0,1
67013342,67_67399_5136972,148091,4/10/27,2026-2027,4:14 PM,0,0,1
67013353,67_67399_5136972,146569,12/18/26,2026-2027,1:28 PM,0,1,0
67013353,67_67399_5136972,146664,1/13/27,2026-2027,1:37 PM,0,1,0
67013353,67_67399_5136972,148092,4/10/27,2026-2027,4:16 PM,0,0,1
67013353,67_67399_5136972,148335,5/6/27,2026-2027,9:55 AM,1,0,0
67013414,67_67399_5136972,148689,6/2/27,2026-2027,11:15 AM,0,0,1
67013448,67_67399_5136972,145502,9/19/26,2026-2027,5:08 PM,0,1,0
67013476,67_67399_5136972,146400,12/3/26,2026-2027,9:30 AM,0,0,0
67013516,67_67399_5136972,145786,10/11/26,2026-2027,10:30 AM,0,0,1
67013577,67_67399_5136972,145476,9/18/26,2026-2027,10:24 AM,0,1,0
67013577,67_67399_5136972,145667,10/4/26,2026-2027,10:02 AM,0,1,0
67013577,67_67399_5136972,146417,12/4/26,2026-2027,1:41 PM,0,1,0
67013599,67_67399_5136972,145505,9/20/26,2026-2027,11:21 AM,0,0,1
67013606,67_67399_5136972,145726,10/8/26,2026-2027,2:19 PM,0,1,1
67013606,67_67399_5136972,146727,1/16/27,2026-2027,10:19 AM,0,0,1
67013606,67_67399_5136972,147015,2/4/27,2026-2027,9:40 AM,0,0,1
67013606,67_67399_5136972,147277,2/20/27,2026-2027,10:16 AM,1,0,2
67013609,67_67399_5136972,147188,2/13/27,2026-2027,9:45 AM,0,0,1
67013619,67_67399_5136972,145725,10/8/26,2026-2027,2:15 PM,0,1,1
67013639,67_67399_5136972,146475,12/10/26,2026-2027,11:03 AM,0,0,1
67013656,67_67399_5136972,147167,2/12/27,2026-2027,12:34 PM,0,0,1
67013656,67_67399_5136972,148131,4/14/27,2026-2027,1:17 PM,0,0,1
67013693,67_67399_5136972,145769,10/10/26,2026-2027,1:47 PM,0,1,0
67013693,67_67399_5136972,147970,3/21/27,2026-2027,1:53 PM,0,0,1
67013693,67_67399_5136972,147971,3/21/27,2026-2027,1:53 PM,0,0,1
67013701,67_67399_5136972,147161,2/12/27,2026-2027,10:50 AM,0,1,1
67013701,67_67399_5136972,147294,2/21/27,2026-2027,10:32 AM,0,0,1
67013701,67_67399_5136972,148433,5/13/27,2026-2027,9:15 AM,0,0,1
67013818,67_67399_5136978,147670,3/14/27,2026-2027,2:50 PM,0,0,0
67013822,67_67399_5136978,146804,1/23/27,2026-2027,9:40 AM,0,1,0
67013822,67_67399_5136978,146998,2/3/27,2026-2027,11:36 AM,0,3,0
67013822,67_67399_5136978,147558,3/10/27,2026-2027,2:01 PM,0,3,0
67013822,67_67399_5136978,148521,5/16/27,2026-2027,2:24 PM,0,0,1
67013826,67_67399_5136978,147613,3/12/27,2026-2027,10:00 AM,1,0,1
67013830,67_67399_5136978,147669,3/14/27,2026-2027,2:50 PM,1,0,0
67013838,67_67399_5136978,146170,11/12/26,2026-2027,10:49 AM,0,2,0
67013838,67_67399_5136978,146452,12/6/26,2026-2027,12:15 PM,1,0,0
67013838,67_67399_5136978,146803,1/23/27,2026-2027,9:37 AM,0,1,0
67013838,67_67399_5136978,147560,3/10/27,2026-2027,2:06 PM,0,2,0
67013866,67_67399_5136978,145627,10/2/26,2026-2027,9:30 AM,0,1,0
67013872,67_67399_5136978,146756,1/16/27,2026-2027,11:30 AM,2,0,0
67013877,67_67399_5136978,147966,4/3/27,2026-2027,1:34 PM,0,2,0
67013885,67_67399_5136978,146754,1/16/27,2026-2027,11:30 AM,1,0,0
67013885,67_67399_5136978,147965,4/3/27,2026-2027,1:30 PM,0,1,0
67013886,67_67399_5136978,146997,2/3/27,2026-2027,11:32 AM,0,3,0
67013886,67_67399_5136978,147559,3/10/27,2026-2027,2:04 PM,0,3,0
67012774,67_67399_5136971,147420,2/27/27,2026-2027,11:45 AM,3,0,0
67014089,67_67399_5136973,148536,5/19/27,2026-2027,1:33 PM,0,1,0
67014105,67_67399_5136973,146670,1/13/27,2026-2027,2:55 PM,0,1,0
67014112,67_67399_5136973,146669,1/13/27,2026-2027,2:43 PM,0,1,0
67014112,67_67399_5136973,148363,5/7/27,2026-2027,1:59 PM,0,1,0
67014477,67_67399_5136978,147612,3/12/27,2026-2027,4:37 PM,0,0,1
67014488,67_67399_5136978,146545,12/4/26,2026-2027,1:45 PM,0,0,1
67014161,67_67399_5136973,145590,9/27/26,2026-2027,3:10 PM,0,0,0
67014161,67_67399_5136973,148143,4/15/27,2026-2027,8:30 AM,0,0,0
67014161,67_67399_5136973,148228,4/29/27,2026-2027,9:46 AM,0,0,0
67014549,67_67399_5136974,147969,4/3/27,2026-2027,1:09 PM,0,0,0
67014581,67_67399_5136974,148313,5/2/27,2026-2027,2:02 PM,0,0,0
67014583,67_67399_5136974,147581,3/11/27,2026-2027,1:15 PM,0,1,0
67014663,67_67399_5136974,147810,3/21/27,2026-2027,11:20 AM,0,1,0
67014672,67_67399_5136974,147724,3/19/27,2026-2027,11:55 AM,0,1,0
67014676,67_67399_5136974,148254,4/30/27,2026-2027,1:19 PM,0,0,1
67014700,67_67399_5136974,147749,3/19/27,2026-2027,11:55 AM,0,1,0
67014723,67_67399_5136974,147576,3/11/27,2026-2027,12:12 PM,0,1,0
67014726,67_67399_5136974,147102,2/6/27,2026-2027,3:36 PM,0,1,0
67014735,67_67399_5136974,148081,4/10/27,2026-2027,11:18 AM,0,1,1
67014735,67_67399_5136974,148116,4/14/27,2026-2027,8:31 AM,0,1,0
67014735,67_67399_5136974,148316,5/6/27,2026-2027,8:10 AM,0,1,0
67014735,67_67399_5136974,148355,5/7/27,2026-2027,12:23 PM,0,0,1
67014772,67_67399_5136974,146150,11/8/26,2026-2027,1:48 PM,0,1,0
67014772,67_67399_5136974,146921,1/29/27,2026-2027,1:07 PM,0,2,0
67014772,67_67399_5136974,147126,2/7/27,2026-2027,3:12 PM,0,2,0
67014772,67_67399_5136974,147300,2/21/27,2026-2027,12:47 PM,0,0,1
67014772,67_67399_5136974,148496,5/15/27,2026-2027,2:25 PM,0,0,1
67014772,67_67399_5136974,148597,5/22/27,2026-2027,12:14 PM,0,2,0
67014783,67_67399_5136974,146577,12/19/26,2026-2027,12:05 PM,0,0,1
67014783,67_67399_5136974,146615,1/8/27,2026-2027,8:56 AM,0,1,0
67014783,67_67399_5136974,147806,3/24/27,2026-2027,2:34 PM,1,0,0
67014783,67_67399_5136974,147854,3/26/27,2026-2027,11:12 AM,0,1,0
67014783,67_67399_5136974,148068,4/10/27,2026-2027,8:25 AM,0,0,1
67014783,67_67399_5136974,148438,5/13/27,2026-2027,10:47 AM,0,1,0
67014783,67_67399_5136974,148495,5/15/27,2026-2027,2:21 PM,0,0,1
67014783,67_67399_5136974,148626,5/27/27,2026-2027,8:18 AM,0,0,1
67014800,67_67399_5136974,145183,8/23/26,2026-2027,10:53 AM,5,0,0
67014804,67_67399_5136974,146603,1/7/27,2026-2027,12:10 PM,0,0,1
67014805,67_67399_5136974,146336,11/21/26,2026-2027,2:19 PM,0,1,0
67014807,67_67399_5136974,146746,1/16/27,2026-2027,2:51 PM,0,1,0
67014813,67_67399_5136974,146675,1/14/27,2026-2027,10:03 AM,0,1,0
67014815,67_67399_5136974,145495,9/19/26,2026-2027,1:37 PM,0,1,0
67014816,67_67399_5136974,146558,12/17/26,2026-2027,12:01 PM,0,0,1
67014818,67_67399_5136974,148140,4/14/27,2026-2027,4:06 PM,0,2,0
67014818,67_67399_5136974,148206,4/28/27,2026-2027,8:38 AM,0,1,0
67014819,67_67399_5136974,148094,4/11/27,2026-2027,8:20 AM,0,0,1
67014838,67_67399_5136974,146697,1/15/27,2026-2027,7:48 AM,0,1,0
67014838,67_67399_5136974,147526,3/6/27,2026-2027,2:45 PM,0,0,1
67014846,67_67399_5136974,145499,9/19/26,2026-2027,3:09 PM,0,1,0
67014846,67_67399_5136974,147752,3/20/27,2026-2027,2:01 PM,0,1,0
67014854,67_67399_5136974,146696,1/15/27,2026-2027,7:42 AM,0,1,0
67014858,67_67399_5136974,147319,2/24/27,2026-2027,10:04 AM,0,1,0
67014861,67_67399_5136974,147823,3/24/27,2026-2027,2:30 PM,0,0,0
67014871,67_67399_5136974,146709,1/15/27,2026-2027,12:35 PM,0,0,0
67014878,67_67399_5136974,145947,10/25/26,2026-2027,10:15 AM,0,1,1
67014878,67_67399_5136974,147958,4/3/27,2026-2027,11:39 AM,0,1,1
67014878,67_67399_5136974,148084,4/10/27,2026-2027,12:02 PM,0,2,1
67014878,67_67399_5136974,148263,5/1/27,2026-2027,10:00 AM,0,2,0
67014878,67_67399_5136974,148308,5/5/27,2026-2027,12:35 PM,0,1,0
67014878,67_67399_5136974,148309,5/5/27,2026-2027,12:35 PM,0,1,0
67014878,67_67399_5136974,148513,5/15/27,2026-2027,12:25 PM,0,0,0
67014888,67_67399_5136974,148441,5/13/27,2026-2027,12:37 PM,0,0,0
67014891,67_67399_5136974,146938,1/29/27,2026-2027,10:23 PM,0,0,0
67014897,67_67399_5136974,147390,2/27/27,2026-2027,9:10 AM,0,1,1
67014897,67_67399_5136974,148484,5/15/27,2026-2027,12:36 PM,0,1,0
67014902,67_67399_5136974,147156,2/11/27,2026-2027,2:00 PM,0,0,0
67014904,67_67399_5136974,146800,1/23/27,2026-2027,8:58 AM,0,0,0
67014904,67_67399_5136974,147025,2/4/27,2026-2027,11:23 AM,0,1,0
67014909,67_67399_5136974,147014,2/3/27,2026-2027,9:32 AM,0,1,0
67014919,67_67399_5136974,148293,5/2/27,2026-2027,10:29 AM,0,2,0
67014920,67_67399_5136974,145452,9/13/26,2026-2027,11:59 AM,0,1,0
67014920,67_67399_5136974,146650,1/10/27,2026-2027,2:40 PM,0,1,0
67014932,67_67399_5136974,145290,8/29/26,2026-2027,12:25 PM,0,0,1
67014932,67_67399_5136974,146914,1/29/27,2026-2027,12:06 PM,0,0,0
67014937,67_67399_5136974,148331,5/6/27,2026-2027,1:41 PM,0,0,0
67014941,67_67399_5136974,147478,3/5/27,2026-2027,11:50 AM,0,2,0
67014941,67_67399_5136974,147758,3/20/27,2026-2027,4:27 PM,0,2,0
67014943,67_67399_5136974,145292,8/29/26,2026-2027,12:25 PM,0,0,1
67014944,67_67399_5136974,145660,10/3/26,2026-2027,2:03 PM,0,1,0
67014948,67_67399_5136974,146982,1/31/27,2026-2027,12:46 PM,0,0,0
67014957,67_67399_5136974,148609,5/23/27,2026-2027,10:39 AM,0,1,0
67014964,67_67399_5136974,145654,10/2/26,2026-2027,12:00 PM,0,1,0
67014964,67_67399_5136974,145670,10/4/26,2026-2027,8:10 AM,2,0,0
67014964,67_67399_5136974,146119,11/7/26,2026-2027,12:27 PM,0,0,1
67014964,67_67399_5136974,147376,2/26/27,2026-2027,10:21 AM,0,1,0
67014964,67_67399_5136974,147536,3/7/27,2026-2027,10:16 AM,0,1,0
67014976,67_67399_5136978,145900,10/21/26,2026-2027,2:50 PM,0,0,1
67014983,67_67399_5136978,147606,3/12/27,2026-2027,1:50 PM,0,1,0
67014987,67_67399_5136978,147601,3/12/27,2026-2027,12:01 PM,0,1,1
67014992,67_67399_5136978,145468,9/17/26,2026-2027,9:33 AM,0,0,1
67014992,67_67399_5136978,145509,9/20/26,2026-2027,12:02 PM,0,0,1
67014992,67_67399_5136978,145552,9/25/26,2026-2027,10:02 AM,0,0,1
67014992,67_67399_5136978,145934,10/24/26,2026-2027,10:32 AM,0,1,0
67014992,67_67399_5136978,146148,11/8/26,2026-2027,12:07 PM,0,1,0
67014992,67_67399_5136978,146264,11/19/26,2026-2027,9:45 AM,0,0,1
67014992,67_67399_5136978,146805,1/23/27,2026-2027,10:03 AM,0,1,0
67014992,67_67399_5136978,146944,1/30/27,2026-2027,9:57 AM,0,0,1
67014992,67_67399_5136978,147148,2/11/27,2026-2027,12:18 PM,0,1,0
67014992,67_67399_5136978,147963,4/3/27,2026-2027,12:37 PM,0,1,0
67014992,67_67399_5136978,148024,4/8/27,2026-2027,10:29 AM,0,0,1
67014992,67_67399_5136978,148055,4/9/27,2026-2027,1:58 PM,0,0,2
67014992,67_67399_5136978,148227,4/29/27,2026-2027,9:46 AM,0,1,0
67014992,67_67399_5136978,148275,5/1/27,2026-2027,1:51 PM,0,0,1
67014992,67_67399_5136978,148356,5/7/27,2026-2027,12:36 PM,0,0,1
67014992,67_67399_5136978,148380,5/8/27,2026-2027,12:34 PM,0,1,0
67014992,67_67399_5136978,148486,5/15/27,2026-2027,1:04 PM,0,0,0
67014997,67_67399_5136978,147748,3/20/27,2026-2027,12:36 PM,0,0,1
67014998,67_67399_5136978,146186,11/8/26,2026-2027,12:00 PM,0,0,1
67014998,67_67399_5136978,148382,5/8/27,2026-2027,1:29 PM,0,1,0
67015027,67_67399_5136978,145477,9/18/26,2026-2027,10:37 AM,0,1,0
67015027,67_67399_5136978,147225,2/14/27,2026-2027,12:30 PM,0,0,1
67015030,67_67399_5136978,146308,11/19/26,2026-2027,12:00 PM,0,0,1
67015041,67_67399_5136978,145238,8/28/26,2026-2027,12:55 PM,0,1,0
67015041,67_67399_5136978,145317,9/5/26,2026-2027,9:45 AM,0,1,0
67015041,67_67399_5136978,145374,9/10/26,2026-2027,9:44 AM,0,1,0
67015041,67_67399_5136978,147699,3/18/27,2026-2027,11:08 AM,0,1,0
67015045,67_67399_5136978,146366,11/21/26,2026-2027,1:00 PM,0,0,0
67015045,67_67399_5136978,146387,12/2/26,2026-2027,5:45 PM,0,2,0
67015045,67_67399_5136978,146394,12/3/26,2026-2027,10:10 AM,0,1,0
67015045,67_67399_5136978,147309,2/21/27,2026-2027,10:25 AM,0,0,0
67015045,67_67399_5136978,148443,5/13/27,2026-2027,12:50 PM,0,0,1
67015059,67_67399_5136978,147142,2/11/27,2026-2027,11:13 AM,0,1,0
67015059,67_67399_5136978,148508,5/16/27,2026-2027,9:47 AM,0,0,1
67015059,67_67399_5136978,148600,5/22/27,2026-2027,2:23 PM,0,0,1
67015092,67_67399_5136978,145681,10/4/26,2026-2027,12:57 PM,0,0,1
67015092,67_67399_5136978,145907,10/22/26,2026-2027,9:30 AM,0,1,0
67015092,67_67399_5136978,146484,12/11/26,2026-2027,8:59 AM,0,0,1
67015092,67_67399_5136978,146541,12/16/26,2026-2027,10:13 AM,0,0,1
67015092,67_67399_5136978,146549,12/16/26,2026-2027,3:02 PM,0,0,1
67015092,67_67399_5136978,146765,1/17/27,2026-2027,2:36 PM,0,0,0
67015092,67_67399_5136978,146810,1/23/27,2026-2027,11:49 AM,0,0,0
67015092,67_67399_5136978,146857,1/24/27,2026-2027,2:48 PM,0,0,1
67015092,67_67399_5136978,147384,2/26/27,2026-2027,1:15 PM,0,0,1
67015092,67_67399_5136978,147451,3/4/27,2026-2027,9:52 AM,0,0,1
67015092,67_67399_5136978,148376,5/6/27,2026-2027,1:00 PM,0,0,0
67015092,67_67399_5136978,148488,5/15/27,2026-2027,1:16 PM,0,0,1
67015092,67_67399_5136978,148623,5/23/27,2026-2027,2:39 PM,0,0,1
67015092,67_67399_5136978,148604,5/23/27,2026-2027,9:23 AM,0,0,1
67015095,67_67399_5136978,146024,10/31/26,2026-2027,10:00 AM,2,0,0
67015095,67_67399_5136978,146172,11/12/26,2026-2027,11:45 AM,0,0,1
67015095,67_67399_5136978,146726,1/16/27,2026-2027,10:13 AM,0,0,0
67015095,67_67399_5136978,147293,2/21/27,2026-2027,9:44 AM,0,1,0
67015095,67_67399_5136978,147698,3/18/27,2026-2027,10:33 AM,0,0,1
67015095,67_67399_5136978,148039,4/9/27,2026-2027,10:36 AM,0,0,1
67015095,67_67399_5136978,148291,5/2/27,2026-2027,9:34 AM,0,0,1
67015095,67_67399_5136978,148605,5/23/27,2026-2027,9:55 AM,0,0,0
67015100,67_67399_5136978,147652,3/14/27,2026-2027,11:41 AM,0,0,0
67015108,67_67399_5136978,146832,1/24/27,2026-2027,10:11 AM,0,0,0
67015111,67_67399_5136978,148164,4/16/27,2026-2027,10:57 AM,0,0,1
67015111,67_67399_5136978,148262,5/1/27,2026-2027,9:01 AM,0,1,0
67015112,67_67399_5136978,148716,6/4/27,2026-2027,1:55 PM,0,1,0
67015115,67_67399_5136978,145583,9/27/26,2026-2027,12:06 PM,0,0,1
67015116,67_67399_5136978,146391,12/3/26,2026-2027,9:07 AM,0,0,1
67015121,67_67399_5136978,148204,4/28/27,2026-2027,7:54 AM,0,0,1
67015125,67_67399_5136978,147991,4/7/27,2026-2027,8:26 AM,0,0,1
67015145,67_67399_5136978,147537,3/7/27,2026-2027,9:50 AM,0,0,1
67015147,67_67399_5136978,145668,10/4/26,2026-2027,8:11 AM,0,0,0
67015150,67_67399_5136978,148205,4/17/27,2026-2027,2:40 PM,0,0,1
67015168,67_67399_5136978,148203,4/28/27,2026-2027,7:45 AM,0,0,1
67015178,67_67399_5136978,148132,4/14/27,2026-2027,1:53 PM,0,1,0
67014800,67_67399_5136974,145556,9/23/26,2026-2027,10:10 AM,0,0,1
67014800,67_67399_5136974,145557,9/25/26,2026-2027,1:15 PM,0,0,1
67014800,67_67399_5136974,145639,10/2/26,2026-2027,1:15 PM,0,0,1
67014800,67_67399_5136974,145650,10/2/26,2026-2027,1:45 PM,2,0,0
67014800,67_67399_5136974,145954,10/25/26,2026-2027,1:45 PM,3,0,0
67014800,67_67399_5136974,145953,10/25/26,2026-2027,12:25 PM,0,0,2
67014800,67_67399_5136974,146192,11/13/26,2026-2027,9:28 PM,0,0,0
67015152,67_67399_5136978,148556,5/20/27,2026-2027,10:15 AM,0,0,0
67015218,67_67399_5136975,146123,11/6/26,2026-2027,9:40 AM,0,1,1
67015218,67_67399_5136975,146136,11/7/26,2026-2027,9:40 AM,0,2,0
67015220,67_67399_5136975,148680,5/27/27,2026-2027,9:38 AM,0,1,0
67015224,67_67399_5136975,148595,5/22/27,2026-2027,11:39 AM,0,1,0
67015243,67_67399_5136975,148699,6/3/27,2026-2027,9:42 AM,1,0,0
67015311,67_67399_5136975,146684,1/14/27,2026-2027,11:50 PM,0,1,0
67015315,67_67399_5136975,146683,1/14/27,2026-2027,11:06 AM,0,1,0
67015317,67_67399_5136975,146682,1/14/27,2026-2027,11:50 AM,0,1,0
67015320,67_67399_5136975,147259,2/19/27,2026-2027,11:03 AM,1,0,1
67015347,67_67399_5136975,146978,1/31/27,2026-2027,12:21 PM,0,0,0
67015373,67_67399_5136975,145507,9/20/26,2026-2027,11:59 AM,0,0,0
67015390,67_67399_5136975,148710,6/4/27,2026-2027,10:37 AM,0,1,0
67015411,67_67399_5136975,148616,5/23/27,2026-2027,1:13 PM,0,0,1
67015411,67_67399_5136975,148614,5/23/27,2026-2027,12:09 PM,0,0,1
67015411,67_67399_5136975,148615,5/23/27,2026-2027,12:50 PM,0,1,0
67015477,67_67399_5136975,146229,11/14/26,2026-2027,2:30 PM,1,0,0
67015510,67_67399_5136975,145859,10/17/26,2026-2027,12:47 PM,0,0,0
67015510,67_67399_5136975,146228,11/14/26,2026-2027,2:30 AM,1,0,0
67015511,67_67399_5136975,145471,9/17/26,2026-2027,10:49 AM,0,0,1
67015511,67_67399_5136975,145858,10/17/26,2026-2027,12:40 PM,0,0,0
67015525,67_67399_5136975,146672,1/11/27,2026-2027,2:15 PM,0,1,0
67015625,67_67399_5136979,145462,9/13/26,2026-2027,2:37 PM,2,0,0
67015651,67_67399_5136979,148101,4/10/27,2026-2027,1:40 PM,0,1,0
67015658,67_67399_5136979,145412,9/11/26,2026-2027,1:00 PM,0,2,0
67015662,67_67399_5136979,145358,9/9/26,2026-2027,12:00 AM,0,0,0
67015679,67_67399_5136979,145879,10/18/26,2026-2027,1:01 PM,1,0,0
67015681,67_67399_5136979,145917,10/18/26,2026-2027,12:30 PM,1,0,0
67015681,67_67399_5136979,146951,1/30/27,2026-2027,12:40 PM,1,0,0
67014070,67_67399_5136973,145615,10/1/26,2026-2027,11:48 AM,0,1,0
67014070,67_67399_5136973,145699,10/7/26,2026-2027,12:15 PM,0,0,0
67014070,67_67399_5136973,146897,1/29/27,2026-2027,9:23 AM,0,0,1
67014070,67_67399_5136973,147112,2/7/27,2026-2027,10:39 AM,0,0,1
67014407,67_67399_5136978,147063,2/4/27,2026-2027,12:30 PM,0,0,1
67014407,67_67399_5136978,147084,2/6/27,2026-2027,12:40 PM,0,0,1
67014800,67_67399_5136974,148734,5/29/27,2026-2027,11:30 AM,0,0,0
67015692,67_67399_5136976,148706,5/29/27,2026-2027,11:25 AM,0,0,0
67015700,67_67399_5136976,146972,1/31/27,2026-2027,9:30 AM,0,0,0
67015713,67_67399_5136976,146725,1/16/27,2026-2027,10:00 AM,0,0,0
67015752,67_67399_5136976,148310,5/5/27,2026-2027,1:05 PM,0,1,1
67015795,67_67399_5136976,145985,10/29/26,2026-2027,12:24 PM,0,1,0
67015803,67_67399_5136976,147668,3/14/27,2026-2027,12:50 PM,0,1,0
67015824,67_67399_5136976,146768,1/17/27,2026-2027,2:55 PM,0,1,0
67015850,67_67399_5136976,146016,10/30/26,2026-2027,11:40 AM,0,0,0
67015858,67_67399_5136976,148011,4/3/27,2026-2027,8:33 AM,0,1,0
67015871,67_67399_5136976,145606,9/30/26,2026-2027,3:57 PM,0,1,0
67015903,67_67399_5136976,145540,9/24/26,2026-2027,11:44 AM,0,0,1
67015903,67_67399_5136976,145613,10/1/26,2026-2027,11:29 AM,0,0,1
67015924,67_67399_5136976,145380,9/10/26,2026-2027,1:00 PM,0,0,1
67015925,67_67399_5136976,147489,3/5/27,2026-2027,2:15 PM,0,0,0
67015927,67_67399_5136976,146504,12/6/26,2026-2027,4:45 PM,0,0,0
67015927,67_67399_5136976,147249,2/18/27,2026-2027,9:50 AM,0,0,1
67015930,67_67399_5136976,147711,3/19/27,2026-2027,11:30 AM,0,0,1
67015939,67_67399_5136976,147307,2/21/27,2026-2027,12:56 PM,0,0,1
67015940,67_67399_5136976,145731,10/9/26,2026-2027,11:01 AM,0,0,1
67015940,67_67399_5136976,145777,10/10/26,2026-2027,3:23 PM,0,0,1
67015940,67_67399_5136976,145904,10/22/26,2026-2027,8:30 AM,0,0,1
67015940,67_67399_5136976,146588,12/19/26,2026-2027,8:30 AM,0,0,0
67015940,67_67399_5136976,146609,1/7/27,2026-2027,10:45 PM,0,0,1
67015940,67_67399_5136976,146747,1/16/27,2026-2027,9:15 PM,0,0,1
67015940,67_67399_5136976,148735,3/19/27,2026-2027,12:25 PM,0,0,0
67015951,67_67399_5136976,145574,9/25/26,2026-2027,1:00 PM,0,0,0
67015951,67_67399_5136976,146743,1/16/27,2026-2027,2:21 PM,0,0,1
67015961,67_67399_5136976,147184,2/12/27,2026-2027,2:04 PM,0,1,0
67015964,67_67399_5136976,147518,3/6/27,2026-2027,1:25 PM,0,0,1
67015964,67_67399_5136976,147882,3/27/27,2026-2027,1:50 PM,0,0,1
67015972,67_67399_5136979,147708,3/17/27,2026-2027,2:47 PM,0,0,1
67015977,67_67399_5136979,146587,12/16/26,2026-2027,8:00 AM,0,0,0
67015981,67_67399_5136979,145981,10/28/26,2026-2027,11:59 AM,0,0,1
67015992,67_67399_5136979,148187,4/17/27,2026-2027,12:04 PM,0,0,2
67015994,67_67399_5136979,147318,2/24/27,2026-2027,9:20 AM,0,0,1
67016001,67_67399_5136979,145592,9/27/26,2026-2027,1:50 PM,0,0,1
67016024,67_67399_5136979,146568,12/18/26,2026-2027,10:35 AM,0,0,1
67016024,67_67399_5136979,146913,1/28/27,2026-2027,10:35 AM,0,2,0
