stu_id,section_id,site_id,start_date,leave_date,schoolyr
67012801,1-3 BC SAI,67_67399_5136971,8/12/24,,2024-2025
67012806,1-3 BC SAI,67_67399_5136971,8/12/24,,2024-2025
67012816,1-3 BC SAI,67_67399_5136971,8/12/24,,2024-2025
67012829,1-3 BC SAI,67_67399_5136971,8/12/24,,2024-2025
67012849,1-3 BC SAI,67_67399_5136971,8/12/24,,2024-2025
67012857,1-3 BC SAI,67_67399_5136971,8/12/24,,2024-2025
67012859,1-3 BC SAI,67_67399_5136971,8/12/24,6/5/25,2024-2025
67012902,1-3 BC SAI,67_67399_5136971,8/12/24,6/5/25,2024-2025
67012805,2 BC-SI-07,67_67399_5136971,8/12/24,,2024-2025
67012807,2 BC-SI-07,67_67399_5136971,8/12/24,,2024-2025
67012813,2 BC-SI-07,67_67399_5136971,8/12/24,,2024-2025
67012815,2 BC-SI-07,67_67399_5136971,8/12/24,,2024-2025
67012817,2 BC-SI-07,67_67399_5136971,8/12/24,,2024-2025
67012821,2 BC-SI-07,67_67399_5136971,8/12/24,,2024-2025
67012823,2 BC-SI-07,67_67399_5136971,8/12/24,,2024-2025
67012824,2 BC-SI-07,67_67399_5136971,8/12/24,,2024-2025
67012826,2 BC-SI-07,67_67399_5136971,8/12/24,,2024-2025
67012827,2 BC-SI-07,67_67399_5136971,8/12/24,,2024-2025
67012831,2 BC-SI-07,67_67399_5136971,8/12/24,,2024-2025
67012834,2 BC-SI-07,67_67399_5136971,8/12/24,,2024-2025
67012836,2 BC-SI-07,67_67399_5136971,8/12/24,,2024-2025
67012837,2 BC-SI-07,67_67399_5136971,8/12/24,,2024-2025
67012838,2 BC-SI-07,67_67399_5136971,8/12/24,,2024-2025
67012841,2 BC-SI-07,67_67399_5136971,8/12/24,,2024-2025
67012842,2 BC-SI-07,67_67399_5136971,8/12/24,,2024-2025
67012847,2 BC-SI-07,67_67399_5136971,8/12/24,,2024-2025
67012848,2 BC-SI-07,67_67399_5136971,8/12/24,12/20/24,2024-2025
67012849,2 BC-SI-07,67_67399_5136971,8/12/24,4/11/25,2024-2025
67012851,2 BC-SI-07,67_67399_5136971,8/12/24,,2024-2025
67012852,2 BC-SI-07,67_67399_5136971,8/12/24,,2024-2025
67012853,2 BC-SI-07,67_67399_5136971,8/12/24,,2024-2025
67012856,2 BC-SI-07,67_67399_5136971,8/12/24,,2024-2025
67012858,2 BC-SI-07,67_67399_5136971,8/12/24,,2024-2025
67012808,2 BC-SI-12,67_67399_5136971,8/12/24,,2024-2025
67012809,2 BC-SI-12,67_67399_5136971,8/12/24,,2024-2025
67012810,2 BC-SI-12,67_67399_5136971,8/12/24,,2024-2025
67012811,2 BC-SI-12,67_67399_5136971,8/12/24,,2024-2025
67012812,2 BC-SI-12,67_67399_5136971,8/12/24,6/5/25,2024-2025
67012814,2 BC-SI-12,67_67399_5136971,8/12/24,,2024-2025
67012818,2 BC-SI-12,67_67399_5136971,8/12/24,,2024-2025
67012819,2 BC-SI-12,67_67399_5136971,8/12/24,,2024-2025
67012820,2 BC-SI-12,67_67399_5136971,8/12/24,12/20/24,2024-2025
67012822,2 BC-SI-12,67_67399_5136971,8/12/24,,2024-2025
67012825,2 BC-SI-12,67_67399_5136971,8/12/24,,2024-2025
67012828,2 BC-SI-12,67_67399_5136971,8/12/24,,2024-2025
67012830,2 BC-SI-12,67_67399_5136971,8/12/24,,2024-2025
67012832,2 BC-SI-12,67_67399_5136971,8/12/24,,2024-2025
67012833,2 BC-SI-12,67_67399_5136971,8/12/24,,2024-2025
67012835,2 BC-SI-12,67_67399_5136971,8/12/24,,2024-2025
67012839,2 BC-SI-12,67_67399_5136971,8/12/24,,2024-2025
67012840,2 BC-SI-12,67_67399_5136971,8/12/24,,2024-2025
67012843,2 BC-SI-12,67_67399_5136971,8/12/24,,2024-2025
67012844,2 BC-SI-12,67_67399_5136971,8/12/24,6/5/25,2024-2025
67012845,2 BC-SI-12,67_67399_5136971,8/12/24,,2024-2025
67012846,2 BC-SI-12,67_67399_5136971,8/12/24,,2024-2025
67012850,2 BC-SI-12,67_67399_5136971,8/12/24,,2024-2025
67012854,2 BC-SI-12,67_67399_5136971,8/12/24,,2024-2025
67012855,2 BC-SI-12,67_67399_5136971,8/12/24,,2024-2025
67012860,3 BC-SI-5,67_67399_5136971,8/12/24,,2024-2025
67012862,3 BC-SI-5,67_67399_5136971,8/12/24,,2024-2025
67012863,3 BC-SI-5,67_67399_5136971,8/12/24,,2024-2025
67012866,3 BC-SI-5,67_67399_5136971,8/12/24,,2024-2025
67012868,3 BC-SI-5,67_67399_5136971,8/12/24,6/5/25,2024-2025
67012869,3 BC-SI-5,67_67399_5136971,8/12/24,,2024-2025
67012871,3 BC-SI-5,67_67399_5136971,8/12/24,,2024-2025
67012872,3 BC-SI-5,67_67399_5136971,8/12/24,,2024-2025
67012875,3 BC-SI-5,67_67399_5136971,8/12/24,,2024-2025
67012879,3 BC-SI-5,67_67399_5136971,8/12/24,,2024-2025
67012880,3 BC-SI-5,67_67399_5136971,8/12/24,,2024-2025
67012881,3 BC-SI-5,67_67399_5136971,8/12/24,,2024-2025
67012884,3 BC-SI-5,67_67399_5136971,8/12/24,,2024-2025
67012885,3 BC-SI-5,67_67399_5136971,8/12/24,,2024-2025
67012886,3 BC-SI-5,67_67399_5136971,8/12/24,,2024-2025
67012888,3 BC-SI-5,67_67399_5136971,8/12/24,,2024-2025
67012890,3 BC-SI-5,67_67399_5136971,8/12/24,,2024-2025
67012891,3 BC-SI-5,67_67399_5136971,8/12/24,,2024-2025
67012894,3 BC-SI-5,67_67399_5136971,8/12/24,,2024-2025
67012899,3 BC-SI-5,67_67399_5136971,8/12/24,,2024-2025
67012900,3 BC-SI-5,67_67399_5136971,8/12/24,,2024-2025
67012901,3 BC-SI-5,67_67399_5136971,8/12/24,,2024-2025
67012903,3 BC-SI-5,67_67399_5136971,8/12/24,,2024-2025
67012904,3 BC-SI-5,67_67399_5136971,8/12/24,,2024-2025
67012814,3 BC-SI-8,67_67399_5136971,8/12/24,8/21/24,2024-2025
67012861,3 BC-SI-8,67_67399_5136971,8/12/24,,2024-2025
67012864,3 BC-SI-8,67_67399_5136971,8/12/24,,2024-2025
67012865,3 BC-SI-8,67_67399_5136971,8/12/24,,2024-2025
67012867,3 BC-SI-8,67_67399_5136971,8/12/24,,2024-2025
67012870,3 BC-SI-8,67_67399_5136971,8/12/24,,2024-2025
67012873,3 BC-SI-8,67_67399_5136971,8/12/24,,2024-2025
67012874,3 BC-SI-8,67_67399_5136971,8/12/24,,2024-2025
67012876,3 BC-SI-8,67_67399_5136971,8/12/24,,2024-2025
67012877,3 BC-SI-8,67_67399_5136971,8/12/24,,2024-2025
67012878,3 BC-SI-8,67_67399_5136971,8/12/24,,2024-2025
67012882,3 BC-SI-8,67_67399_5136971,8/12/24,,2024-2025
67012883,3 BC-SI-8,67_67399_5136971,8/12/24,,2024-2025
67012887,3 BC-SI-8,67_67399_5136971,8/12/24,,2024-2025
67012889,3 BC-SI-8,67_67399_5136971,8/12/24,,2024-2025
67012892,3 BC-SI-8,67_67399_5136971,8/12/24,,2024-2025
67012893,3 BC-SI-8,67_67399_5136971,8/12/24,,2024-2025
67012895,3 BC-SI-8,67_67399_5136971,8/12/24,,2024-2025
67012896,3 BC-SI-8,67_67399_5136971,8/12/24,,2024-2025
67012897,3 BC-SI-8,67_67399_5136971,8/12/24,10/16/24,2024-2025
67012898,3 BC-SI-8,67_67399_5136971,8/12/24,,2024-2025
67012902,3 BC-SI-8,67_67399_5136971,8/12/24,2/7/25,2024-2025
67012905,3 BC-SI-8,67_67399_5136971,8/12/24,,2024-2025
67012906,3 BC-SI-8,67_67399_5136971,8/12/24,,2024-2025
67012907,3 BC-SI-8,67_67399_5136971,8/12/24,3/5/25,2024-2025
67012908,4 BC-SI-16,67_67399_5136971,8/12/24,,2024-2025
67012909,4 BC-SI-16,67_67399_5136971,8/12/24,,2024-2025
67012910,4 BC-SI-16,67_67399_5136971,8/12/24,,2024-2025
67012912,4 BC-SI-16,67_67399_5136971,8/12/24,,2024-2025
67012915,4 BC-SI-16,67_67399_5136971,8/12/24,,2024-2025
67012917,4 BC-SI-16,67_67399_5136971,8/12/24,,2024-2025
67012922,4 BC-SI-16,67_67399_5136971,8/12/24,,2024-2025
67012923,4 BC-SI-16,67_67399_5136971,8/12/24,,2024-2025
67012924,4 BC-SI-16,67_67399_5136971,8/12/24,,2024-2025
67012925,4 BC-SI-16,67_67399_5136971,8/12/24,,2024-2025
67012928,4 BC-SI-16,67_67399_5136971,8/12/24,,2024-2025
67012930,4 BC-SI-16,67_67399_5136971,8/12/24,,2024-2025
67012936,4 BC-SI-16,67_67399_5136971,8/12/24,6/5/25,2024-2025
67012937,4 BC-SI-16,67_67399_5136971,8/12/24,,2024-2025
67012938,4 BC-SI-16,67_67399_5136971,8/12/24,,2024-2025
67012940,4 BC-SI-16,67_67399_5136971,8/12/24,,2024-2025
67012945,4 BC-SI-16,67_67399_5136971,8/12/24,,2024-2025
67012946,4 BC-SI-16,67_67399_5136971,8/12/24,,2024-2025
67012947,4 BC-SI-16,67_67399_5136971,8/12/24,,2024-2025
67012948,4 BC-SI-16,67_67399_5136971,8/12/24,,2024-2025
67012950,4 BC-SI-16,67_67399_5136971,8/12/24,,2024-2025
67012951,4 BC-SI-16,67_67399_5136971,8/12/24,,2024-2025
67012952,4 BC-SI-16,67_67399_5136971,8/12/24,,2024-2025
67012954,4 BC-SI-16,67_67399_5136971,8/12/24,,2024-2025
67012956,4 BC-SI-16,67_67399_5136971,8/12/24,,2024-2025
67012957,4 BC-SI-16,67_67399_5136971,8/12/24,,2024-2025
67012958,4 BC-SI-16,67_67399_5136971,8/12/24,,2024-2025
67012961,4 BC-SI-16,67_67399_5136971,8/12/24,1/31/25,2024-2025
67012963,4 BC-SI-16,67_67399_5136971,8/12/24,,2024-2025
67012965,4 BC-SI-16,67_67399_5136971,8/12/24,,2024-2025
67012970,4 BC-SI-16,67_67399_5136971,8/12/24,,2024-2025
67012972,4 BC-SI-16,67_67399_5136971,8/12/24,,2024-2025
67012978,4 BC-SI-16,67_67399_5136971,8/12/24,,2024-2025
67012982,4 BC-SI-16,67_67399_5136971,8/12/24,,2024-2025
67012913,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012914,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012916,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012918,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012919,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012920,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012926,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012929,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012931,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012932,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012933,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012935,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012939,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012941,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012942,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012943,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012944,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012949,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012955,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012959,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012960,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012962,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012964,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012966,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012967,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012968,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012971,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012973,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012974,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012975,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012977,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012980,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012981,4 BC-SI-22,67_67399_5136971,8/12/24,,2024-2025
67012911,4-6 BC-SAI,67_67399_5136971,8/12/24,,2024-2025
67012921,4-6 BC-SAI,67_67399_5136971,8/12/24,,2024-2025
67012927,4-6 BC-SAI,67_67399_5136971,8/12/24,,2024-2025
67012934,4-6 BC-SAI,67_67399_5136971,8/12/24,,2024-2025
67012953,4-6 BC-SAI,67_67399_5136971,8/12/24,,2024-2025
67012969,4-6 BC-SAI,67_67399_5136971,8/12/24,,2024-2025
67012976,4-6 BC-SAI,67_67399_5136971,8/12/24,,2024-2025
67012979,4-6 BC-SAI,67_67399_5136971,8/12/24,6/5/25,2024-2025
67012995,4-6 BC-SAI,67_67399_5136971,8/12/24,,2024-2025
67013015,4-6 BC-SAI,67_67399_5136971,8/12/24,,2024-2025
67013018,4-6 BC-SAI,67_67399_5136971,8/12/24,,2024-2025
67013032,4-6 BC-SAI,67_67399_5136971,8/12/24,,2024-2025
67013035,4-6 BC-SAI,67_67399_5136971,8/12/24,,2024-2025
67013064,4-6 BC-SAI,67_67399_5136971,8/12/24,,2024-2025
67013074,4-6 BC-SAI,67_67399_5136971,8/12/24,,2024-2025
67013083,4-6 BC-SAI,67_67399_5136971,8/12/24,,2024-2025
67013085,4-6 BC-SAI,67_67399_5136971,1/17/25,,2024-2025
67013093,4-6 BC-SAI,67_67399_5136971,8/12/24,,2024-2025
67012983,5-BC-SI-17,67_67399_5136971,8/12/24,,2024-2025
67012985,5-BC-SI-17,67_67399_5136971,8/12/24,,2024-2025
67012988,5-BC-SI-17,67_67399_5136971,8/12/24,,2024-2025
67012989,5-BC-SI-17,67_67399_5136971,8/12/24,,2024-2025
67012990,5-BC-SI-17,67_67399_5136971,8/12/24,,2024-2025
67012993,5-BC-SI-17,67_67399_5136971,8/12/24,,2024-2025
67012994,5-BC-SI-17,67_67399_5136971,8/12/24,,2024-2025
67012998,5-BC-SI-17,67_67399_5136971,8/12/24,,2024-2025
67013001,5-BC-SI-17,67_67399_5136971,8/12/24,,2024-2025
67013003,5-BC-SI-17,67_67399_5136971,8/12/24,,2024-2025
67013004,5-BC-SI-17,67_67399_5136971,8/12/24,,2024-2025
67013005,5-BC-SI-17,67_67399_5136971,8/12/24,,2024-2025
67013006,5-BC-SI-17,67_67399_5136971,8/12/24,,2024-2025
67013007,5-BC-SI-17,67_67399_5136971,8/12/24,,2024-2025
67013008,5-BC-SI-17,67_67399_5136971,8/12/24,,2024-2025
67013013,5-BC-SI-17,67_67399_5136971,8/12/24,,2024-2025
67013014,5-BC-SI-17,67_67399_5136971,8/12/24,,2024-2025
67013017,5-BC-SI-17,67_67399_5136971,8/12/24,,2024-2025
67013019,5-BC-SI-17,67_67399_5136971,8/12/24,,2024-2025
67013021,5-BC-SI-17,67_67399_5136971,8/12/24,,2024-2025
67013022,5-BC-SI-17,67_67399_5136971,8/12/24,,2024-2025
67013024,5-BC-SI-17,67_67399_5136971,8/12/24,,2024-2025
67013025,5-BC-SI-17,67_67399_5136971,8/12/24,,2024-2025
67013026,5-BC-SI-17,67_67399_5136971,8/12/24,,2024-2025
67013027,5-BC-SI-17,67_67399_5136971,8/12/24,,2024-2025
67013028,5-BC-SI-17,67_67399_5136971,8/12/24,,2024-2025
67013030,5-BC-SI-17,67_67399_5136971,8/12/24,,2024-2025
67013031,5-BC-SI-17,67_67399_5136971,8/12/24,,2024-2025
67013036,5-BC-SI-17,67_67399_5136971,8/12/24,,2024-2025
67013038,5-BC-SI-17,67_67399_5136971,8/12/24,,2024-2025
67013042,5-BC-SI-17,67_67399_5136971,8/12/24,6/5/25,2024-2025
67013044,5-BC-SI-17,67_67399_5136971,8/12/24,12/17/24,2024-2025
67013050,5-BC-SI-17,67_67399_5136971,8/12/24,,2024-2025
67013054,5-BC-SI-17,67_67399_5136971,8/12/24,,2024-2025
67012984,5BC-SI-20,67_67399_5136971,8/12/24,,2024-2025
67012986,5BC-SI-20,67_67399_5136971,8/12/24,,2024-2025
67012987,5BC-SI-20,67_67399_5136971,8/12/24,,2024-2025
67012991,5BC-SI-20,67_67399_5136971,8/12/24,,2024-2025
67012992,5BC-SI-20,67_67399_5136971,8/12/24,,2024-2025
67012996,5BC-SI-20,67_67399_5136971,8/12/24,,2024-2025
67012997,5BC-SI-20,67_67399_5136971,8/12/24,,2024-2025
67012999,5BC-SI-20,67_67399_5136971,8/12/24,,2024-2025
67013000,5BC-SI-20,67_67399_5136971,8/12/24,,2024-2025
67013002,5BC-SI-20,67_67399_5136971,8/12/24,,2024-2025
67013009,5BC-SI-20,67_67399_5136971,8/12/24,,2024-2025
67013010,5BC-SI-20,67_67399_5136971,8/12/24,,2024-2025
67013011,5BC-SI-20,67_67399_5136971,8/12/24,,2024-2025
67013012,5BC-SI-20,67_67399_5136971,8/12/24,6/5/25,2024-2025
67013016,5BC-SI-20,67_67399_5136971,8/12/24,,2024-2025
67013020,5BC-SI-20,67_67399_5136971,8/12/24,,2024-2025
67013023,5BC-SI-20,67_67399_5136971,8/12/24,,2024-2025
67013029,5BC-SI-20,67_67399_5136971,8/12/24,,2024-2025
67013033,5BC-SI-20,67_67399_5136971,8/12/24,,2024-2025
67013034,5BC-SI-20,67_67399_5136971,8/12/24,,2024-2025
67013037,5BC-SI-20,67_67399_5136971,8/12/24,,2024-2025
67013039,5BC-SI-20,67_67399_5136971,8/12/24,,2024-2025
67013040,5BC-SI-20,67_67399_5136971,8/12/24,,2024-2025
67013041,5BC-SI-20,67_67399_5136971,8/12/24,6/5/25,2024-2025
67013043,5BC-SI-20,67_67399_5136971,8/12/24,,2024-2025
67013045,5BC-SI-20,67_67399_5136971,8/12/24,,2024-2025
67013046,5BC-SI-20,67_67399_5136971,8/12/24,,2024-2025
67013047,5BC-SI-20,67_67399_5136971,8/12/24,,2024-2025
67013048,5BC-SI-20,67_67399_5136971,8/12/24,,2024-2025
67013049,5BC-SI-20,67_67399_5136971,8/12/24,,2024-2025
67013051,5BC-SI-20,67_67399_5136971,8/12/24,,2024-2025
67013052,5BC-SI-20,67_67399_5136971,8/12/24,,2024-2025
67013053,5BC-SI-20,67_67399_5136971,8/12/24,,2024-2025
67013055,6 BC-SI-18,67_67399_5136971,8/12/24,,2024-2025
67013056,6 BC-SI-18,67_67399_5136971,8/12/24,,2024-2025
67013059,6 BC-SI-18,67_67399_5136971,8/12/24,,2024-2025
67013062,6 BC-SI-18,67_67399_5136971,8/12/24,6/5/25,2024-2025
67013063,6 BC-SI-18,67_67399_5136971,8/12/24,,2024-2025
67013065,6 BC-SI-18,67_67399_5136971,8/12/24,,2024-2025
67013066,6 BC-SI-18,67_67399_5136971,8/12/24,,2024-2025
67013068,6 BC-SI-18,67_67399_5136971,8/12/24,,2024-2025
67013071,6 BC-SI-18,67_67399_5136971,8/12/24,,2024-2025
67013075,6 BC-SI-18,67_67399_5136971,8/12/24,,2024-2025
67013081,6 BC-SI-18,67_67399_5136971,8/12/24,,2024-2025
67013084,6 BC-SI-18,67_67399_5136971,8/12/24,,2024-2025
67013086,6 BC-SI-18,67_67399_5136971,8/12/24,,2024-2025
67013089,6 BC-SI-18,67_67399_5136971,8/12/24,,2024-2025
67013090,6 BC-SI-18,67_67399_5136971,8/12/24,,2024-2025
67013091,6 BC-SI-18,67_67399_5136971,8/12/24,,2024-2025
67013092,6 BC-SI-18,67_67399_5136971,8/12/24,,2024-2025
67013094,6 BC-SI-18,67_67399_5136971,8/12/24,,2024-2025
67013096,6 BC-SI-18,67_67399_5136971,8/12/24,,2024-2025
67013097,6 BC-SI-18,67_67399_5136971,8/12/24,,2024-2025
67013101,6 BC-SI-18,67_67399_5136971,8/12/24,,2024-2025
67013102,6 BC-SI-18,67_67399_5136971,8/12/24,,2024-2025
67013104,6 BC-SI-18,67_67399_5136971,8/12/24,,2024-2025
67013106,6 BC-SI-18,67_67399_5136971,8/12/24,,2024-2025
67013107,6 BC-SI-18,67_67399_5136971,8/12/24,,2024-2025
67013109,6 BC-SI-18,67_67399_5136971,8/12/24,,2024-2025
67013111,6 BC-SI-18,67_67399_5136971,8/12/24,11/21/24,2024-2025
67013112,6 BC-SI-18,67_67399_5136971,8/12/24,,2024-2025
67013114,6 BC-SI-18,67_67399_5136971,8/12/24,,2024-2025
67013118,6 BC-SI-18,67_67399_5136971,8/12/24,,2024-2025
67013120,6 BC-SI-18,67_67399_5136971,8/12/24,,2024-2025
67013057,6 BC-SI-19,67_67399_5136971,8/12/24,,2024-2025
67013058,6 BC-SI-19,67_67399_5136971,8/12/24,,2024-2025
67013060,6 BC-SI-19,67_67399_5136971,8/12/24,,2024-2025
67013061,6 BC-SI-19,67_67399_5136971,8/12/24,,2024-2025
67013067,6 BC-SI-19,67_67399_5136971,8/12/24,,2024-2025
67013069,6 BC-SI-19,67_67399_5136971,8/12/24,,2024-2025
67013070,6 BC-SI-19,67_67399_5136971,8/12/24,,2024-2025
67013072,6 BC-SI-19,67_67399_5136971,8/12/24,,2024-2025
67013073,6 BC-SI-19,67_67399_5136971,8/12/24,,2024-2025
67013076,6 BC-SI-19,67_67399_5136971,8/12/24,,2024-2025
67013077,6 BC-SI-19,67_67399_5136971,8/12/24,,2024-2025
67013078,6 BC-SI-19,67_67399_5136971,8/12/24,,2024-2025
67013079,6 BC-SI-19,67_67399_5136971,8/12/24,,2024-2025
67013080,6 BC-SI-19,67_67399_5136971,8/12/24,,2024-2025
67013082,6 BC-SI-19,67_67399_5136971,8/12/24,,2024-2025
67013087,6 BC-SI-19,67_67399_5136971,8/12/24,,2024-2025
67013088,6 BC-SI-19,67_67399_5136971,8/12/24,,2024-2025
67013095,6 BC-SI-19,67_67399_5136971,8/12/24,,2024-2025
67013098,6 BC-SI-19,67_67399_5136971,8/12/24,,2024-2025
67013099,6 BC-SI-19,67_67399_5136971,8/12/24,,2024-2025
67013100,6 BC-SI-19,67_67399_5136971,8/12/24,,2024-2025
67013103,6 BC-SI-19,67_67399_5136971,8/12/24,,2024-2025
67013105,6 BC-SI-19,67_67399_5136971,8/12/24,,2024-2025
67013108,6 BC-SI-19,67_67399_5136971,8/12/24,,2024-2025
