stu_id,site_id,incident_id,incident_date,schoolyr,incident_time,suspension_days,minor_incident,major_incident
67013342,67_67399_5136972,126680,1/14/25,2024-2025,11:43 AM,0,1,0
67013342,67_67399_5136972,127634,3/13/25,2024-2025,5:48 PM,0,0,1
67013342,67_67399_5136972,128091,4/10/25,2024-2025,4:14 PM,0,0,1
67013353,67_67399_5136972,126569,12/18/24,2024-2025,1:28 PM,0,1,0
67013353,67_67399_5136972,126664,1/13/25,2024-2025,1:37 PM,0,1,0
67013353,67_67399_5136972,128092,4/10/25,2024-2025,4:16 PM,0,0,1
67013353,67_67399_5136972,128335,5/6/25,2024-2025,9:55 AM,1,0,0
67013414,67_67399_5136972,128689,6/2/25,2024-2025,11:15 AM,0,0,1
67013448,67_67399_5136972,125502,9/19/24,2024-2025,5:08 PM,0,1,0
67013476,67_67399_5136972,126400,12/3/24,2024-2025,9:30 AM,0,0,0
67013516,67_67399_5136972,125786,10/11/24,2024-2025,10:30 AM,0,0,1
67013577,67_67399_5136972,125476,9/18/24,2024-2025,10:24 AM,0,1,0
67013577,67_67399_5136972,125667,10/4/24,2024-2025,10:02 AM,0,1,0
67013577,67_67399_5136972,126417,12/4/24,2024-2025,1:41 PM,0,1,0
67013599,67_67399_5136972,125505,9/20/24,2024-2025,11:21 AM,0,0,1
67013606,67_67399_5136972,125726,10/8/24,2024-2025,2:19 PM,0,1,1
67013606,67_67399_5136972,126727,1/16/25,2024-2025,10:19 AM,0,0,1
67013606,67_67399_5136972,127015,2/4/25,2024-2025,9:40 AM,0,0,1
67013606,67_67399_5136972,127277,2/20/25,2024-2025,10:16 AM,1,0,2
67013609,67_67399_5136972,127188,2/13/25,2024-2025,9:45 AM,0,0,1
67013619,67_67399_5136972,125725,10/8/24,2024-2025,2:15 PM,0,1,1
67013639,67_67399_5136972,126475,12/10/24,2024-2025,11:03 AM,0,0,1
67013656,67_67399_5136972,127167,2/12/25,2024-2025,12:34 PM,0,0,1
67013656,67_67399_5136972,128131,4/14/25,2024-2025,1:17 PM,0,0,1
67013693,67_67399_5136972,125769,10/10/24,2024-2025,1:47 PM,0,1,0
67013693,67_67399_5136972,127970,3/21/25,2024-2025,1:53 PM,0,0,1
67013693,67_67399_5136972,127971,3/21/25,2024-2025,1:53 PM,0,0,1
67013701,67_67399_5136972,127161,2/12/25,2024-2025,10:50 AM,0,1,1
67013701,67_67399_5136972,127294,2/21/25,2024-2025,10:32 AM,0,0,1
67013701,67_67399_5136972,128433,5/13/25,2024-2025,9:15 AM,0,0,1
67013818,67_67399_5136972,127670,3/14/25,2024-2025,2:50 PM,0,0,0
67013822,67_67399_5136972,126804,1/23/25,2024-2025,9:40 AM,0,1,0
67013822,67_67399_5136972,126998,2/3/25,2024-2025,11:36 AM,0,3,0
67013822,67_67399_5136972,127558,3/10/25,2024-2025,2:01 PM,0,3,0
67013822,67_67399_5136972,128521,5/16/25,2024-2025,2:24 PM,0,0,1
67013826,67_67399_5136972,127613,3/12/25,2024-2025,10:00 AM,1,0,1
67013830,67_67399_5136972,127669,3/14/25,2024-2025,2:50 PM,1,0,0
67013838,67_67399_5136972,126170,11/12/24,2024-2025,10:49 AM,0,2,0
67013838,67_67399_5136972,126452,12/6/24,2024-2025,12:15 PM,1,0,0
67013838,67_67399_5136972,126803,1/23/25,2024-2025,9:37 AM,0,1,0
67013838,67_67399_5136972,127560,3/10/25,2024-2025,2:06 PM,0,2,0
67013866,67_67399_5136972,125627,10/2/24,2024-2025,9:30 AM,0,1,0
67013871,67_67399_5136972,127873,3/27/25,2024-2025,11:20 AM,0,0,1
67013872,67_67399_5136972,126756,1/16/25,2024-2025,11:30 AM,2,0,0
67013877,67_67399_5136972,127966,4/3/25,2024-2025,1:34 PM,0,2,0
67013885,67_67399_5136972,126754,1/16/25,2024-2025,11:30 AM,1,0,0
67013885,67_67399_5136972,127965,4/3/25,2024-2025,1:30 PM,0,1,0
67013886,67_67399_5136972,126997,2/3/25,2024-2025,11:32 AM,0,3,0
67013886,67_67399_5136972,127559,3/10/25,2024-2025,2:04 PM,0,3,0
67012774,67_67399_5136973,127420,2/27/25,2024-2025,11:45 AM,3,0,0
67014089,67_67399_5136973,128536,5/19/25,2024-2025,1:33 PM,0,1,0
67014105,67_67399_5136973,126670,1/13/25,2024-2025,2:55 PM,0,1,0
67014112,67_67399_5136973,126669,1/13/25,2024-2025,2:43 PM,0,1,0
67014112,67_67399_5136973,128363,5/7/25,2024-2025,1:59 PM,0,1,0
67014477,67_67399_5136973,127612,3/12/25,2024-2025,4:37 PM,0,0,1
67014488,67_67399_5136973,126545,12/4/24,2024-2025,1:45 PM,0,0,1
67014161,67_67399_5136974,125590,9/27/24,2024-2025,3:10 PM,0,0,0
67014161,67_67399_5136974,128143,4/15/25,2024-2025,8:30 AM,0,0,0
67014161,67_67399_5136974,128228,4/29/25,2024-2025,9:46 AM,0,0,0
67014549,67_67399_5136974,127969,4/3/25,2024-2025,1:09 PM,0,0,0
67014581,67_67399_5136974,128313,5/2/25,2024-2025,2:02 PM,0,0,0
67014583,67_67399_5136974,127581,3/11/25,2024-2025,1:15 PM,0,1,0
67014663,67_67399_5136974,127810,3/21/25,2024-2025,11:20 AM,0,1,0
67014672,67_67399_5136974,127724,3/19/25,2024-2025,11:55 AM,0,1,0
67014676,67_67399_5136974,128254,4/30/25,2024-2025,1:19 PM,0,0,1
67014700,67_67399_5136974,127749,3/19/25,2024-2025,11:55 AM,0,1,0
67014723,67_67399_5136974,127576,3/11/25,2024-2025,12:12 PM,0,1,0
67014726,67_67399_5136974,127102,2/6/25,2024-2025,3:36 PM,0,1,0
67014735,67_67399_5136974,128081,4/10/25,2024-2025,11:18 AM,0,1,1
67014735,67_67399_5136974,128116,4/14/25,2024-2025,8:31 AM,0,1,0
67014735,67_67399_5136974,128316,5/6/25,2024-2025,8:10 AM,0,1,0
67014735,67_67399_5136974,128355,5/7/25,2024-2025,12:23 PM,0,0,1
67014772,67_67399_5136974,126150,11/8/24,2024-2025,1:48 PM,0,1,0
67014772,67_67399_5136974,126921,1/29/25,2024-2025,1:07 PM,0,2,0
67014772,67_67399_5136974,127126,2/7/25,2024-2025,3:12 PM,0,2,0
67014772,67_67399_5136974,127300,2/21/25,2024-2025,12:47 PM,0,0,1
67014772,67_67399_5136974,128496,5/15/25,2024-2025,2:25 PM,0,0,1
67014772,67_67399_5136974,128597,5/22/25,2024-2025,12:14 PM,0,2,0
67014783,67_67399_5136974,126577,12/19/24,2024-2025,12:05 PM,0,0,1
67014783,67_67399_5136974,126615,1/8/25,2024-2025,8:56 AM,0,1,0
67014783,67_67399_5136974,127806,3/24/25,2024-2025,2:34 PM,1,0,0
67014783,67_67399_5136974,127854,3/26/25,2024-2025,11:12 AM,0,1,0
67014783,67_67399_5136974,128068,4/10/25,2024-2025,8:25 AM,0,0,1
67014783,67_67399_5136974,128438,5/13/25,2024-2025,10:47 AM,0,1,0
67014783,67_67399_5136974,128495,5/15/25,2024-2025,2:21 PM,0,0,1
67014783,67_67399_5136974,128626,5/27/25,2024-2025,8:18 AM,0,0,1
67014800,67_67399_5136974,125183,8/23/24,2024-2025,10:53 AM,5,0,0
67014804,67_67399_5136974,126603,1/7/25,2024-2025,12:10 PM,0,0,1
67014805,67_67399_5136974,126336,11/21/24,2024-2025,2:19 PM,0,1,0
67014807,67_67399_5136974,126746,1/16/25,2024-2025,2:51 PM,0,1,0
67014813,67_67399_5136974,126675,1/14/25,2024-2025,10:03 AM,0,1,0
67014815,67_67399_5136974,125495,9/19/24,2024-2025,1:37 PM,0,1,0
67014816,67_67399_5136974,126558,12/17/24,2024-2025,12:01 PM,0,0,1
67014818,67_67399_5136974,128140,4/14/25,2024-2025,4:06 PM,0,2,0
67014818,67_67399_5136974,128206,4/28/25,2024-2025,8:38 AM,0,1,0
67014819,67_67399_5136974,128094,4/11/25,2024-2025,8:20 AM,0,0,1
67014838,67_67399_5136974,126697,1/15/25,2024-2025,7:48 AM,0,1,0
67014838,67_67399_5136974,127526,3/6/25,2024-2025,2:45 PM,0,0,1
67014846,67_67399_5136974,125499,9/19/24,2024-2025,3:09 PM,0,1,0
67014846,67_67399_5136974,127752,3/20/25,2024-2025,2:01 PM,0,1,0
67014854,67_67399_5136974,126696,1/15/25,2024-2025,7:42 AM,0,1,0
67014858,67_67399_5136974,127319,2/24/25,2024-2025,10:04 AM,0,1,0
67014861,67_67399_5136974,127823,3/24/25,2024-2025,2:30 PM,0,0,0
67014871,67_67399_5136974,126709,1/15/25,2024-2025,12:35 PM,0,0,0
67014878,67_67399_5136974,125947,10/25/24,2024-2025,10:15 AM,0,1,1
67014878,67_67399_5136974,127958,4/3/25,2024-2025,11:39 AM,0,1,1
67014878,67_67399_5136974,128084,4/10/25,2024-2025,12:02 PM,0,2,1
67014878,67_67399_5136974,128263,5/1/25,2024-2025,10:00 AM,0,2,0
67014878,67_67399_5136974,128308,5/5/25,2024-2025,12:35 PM,0,1,0
67014878,67_67399_5136974,128309,5/5/25,2024-2025,12:35 PM,0,1,0
67014878,67_67399_5136974,128513,5/15/25,2024-2025,12:25 PM,0,0,0
67014888,67_67399_5136974,128441,5/13/25,2024-2025,12:37 PM,0,0,0
67014891,67_67399_5136974,126938,1/29/25,2024-2025,10:23 PM,0,0,0
67014897,67_67399_5136974,127390,2/27/25,2024-2025,9:10 AM,0,1,1
67014897,67_67399_5136974,128484,5/15/25,2024-2025,12:36 PM,0,1,0
67014902,67_67399_5136974,127156,2/11/25,2024-2025,2:00 PM,0,0,0
67014904,67_67399_5136974,126800,1/23/25,2024-2025,8:58 AM,0,0,0
67014904,67_67399_5136974,127025,2/4/25,2024-2025,11:23 AM,0,1,0
67014909,67_67399_5136974,127014,2/3/25,2024-2025,9:32 AM,0,1,0
67014919,67_67399_5136974,128293,5/2/25,2024-2025,10:29 AM,0,2,0
67014920,67_67399_5136974,125452,9/13/24,2024-2025,11:59 AM,0,1,0
67014920,67_67399_5136974,126650,1/10/25,2024-2025,2:40 PM,0,1,0
67014932,67_67399_5136974,125290,8/29/24,2024-2025,12:25 PM,0,0,1
67014932,67_67399_5136974,126914,1/29/25,2024-2025,12:06 PM,0,0,0
67014937,67_67399_5136974,128331,5/6/25,2024-2025,1:41 PM,0,0,0
67014941,67_67399_5136974,127478,3/5/25,2024-2025,11:50 AM,0,2,0
67014941,67_67399_5136974,127758,3/20/25,2024-2025,4:27 PM,0,2,0
67014943,67_67399_5136974,125292,8/29/24,2024-2025,12:25 PM,0,0,1
67014944,67_67399_5136974,125660,10/3/24,2024-2025,2:03 PM,0,1,0
67014948,67_67399_5136974,126982,1/31/25,2024-2025,12:46 PM,0,0,0
67014957,67_67399_5136974,128609,5/23/25,2024-2025,10:39 AM,0,1,0
67014964,67_67399_5136974,125654,10/2/24,2024-2025,12:00 PM,0,1,0
67014964,67_67399_5136974,125670,10/4/24,2024-2025,8:10 AM,2,0,0
67014964,67_67399_5136974,126119,11/7/24,2024-2025,12:27 PM,0,0,1
67014964,67_67399_5136974,127376,2/26/25,2024-2025,10:21 AM,0,1,0
67014964,67_67399_5136974,127536,3/7/25,2024-2025,10:16 AM,0,1,0
67014976,67_67399_5136974,125900,10/21/24,2024-2025,2:50 PM,0,0,1
67014983,67_67399_5136974,127606,3/12/25,2024-2025,1:50 PM,0,1,0
67014987,67_67399_5136974,127601,3/12/25,2024-2025,12:01 PM,0,1,1
67014992,67_67399_5136974,125468,9/17/24,2024-2025,9:33 AM,0,0,1
67014992,67_67399_5136974,125509,9/20/24,2024-2025,12:02 PM,0,0,1
67014992,67_67399_5136974,125552,9/25/24,2024-2025,10:02 AM,0,0,1
67014992,67_67399_5136974,125934,10/24/24,2024-2025,10:32 AM,0,1,0
67014992,67_67399_5136974,126148,11/8/24,2024-2025,12:07 PM,0,1,0
67014992,67_67399_5136974,126264,11/19/24,2024-2025,9:45 AM,0,0,1
67014992,67_67399_5136974,126805,1/23/25,2024-2025,10:03 AM,0,1,0
67014992,67_67399_5136974,126944,1/30/25,2024-2025,9:57 AM,0,0,1
67014992,67_67399_5136974,127148,2/11/25,2024-2025,12:18 PM,0,1,0
67014992,67_67399_5136974,127963,4/3/25,2024-2025,12:37 PM,0,1,0
67014992,67_67399_5136974,128024,4/8/25,2024-2025,10:29 AM,0,0,1
67014992,67_67399_5136974,128055,4/9/25,2024-2025,1:58 PM,0,0,2
67014992,67_67399_5136974,128227,4/29/25,2024-2025,9:46 AM,0,1,0
67014992,67_67399_5136974,128275,5/1/25,2024-2025,1:51 PM,0,0,1
67014992,67_67399_5136974,128356,5/7/25,2024-2025,12:36 PM,0,0,1
67014992,67_67399_5136974,128380,5/8/25,2024-2025,12:34 PM,0,1,0
67014992,67_67399_5136974,128486,5/15/25,2024-2025,1:04 PM,0,0,0
67014997,67_67399_5136974,127748,3/20/25,2024-2025,12:36 PM,0,0,1
67014998,67_67399_5136974,126186,11/8/24,2024-2025,12:00 PM,0,0,1
67014998,67_67399_5136974,128382,5/8/25,2024-2025,1:29 PM,0,1,0
67015027,67_67399_5136974,125477,9/18/24,2024-2025,10:37 AM,0,1,0
67015027,67_67399_5136974,127225,2/14/25,2024-2025,12:30 PM,0,0,1
67015030,67_67399_5136974,126308,11/19/24,2024-2025,12:00 PM,0,0,1
67015041,67_67399_5136974,125238,8/28/24,2024-2025,12:55 PM,0,1,0
67015041,67_67399_5136974,125317,9/5/24,2024-2025,9:45 AM,0,1,0
67015041,67_67399_5136974,125374,9/10/24,2024-2025,9:44 AM,0,1,0
67015041,67_67399_5136974,127699,3/18/25,2024-2025,11:08 AM,0,1,0
67015045,67_67399_5136974,126366,11/21/24,2024-2025,1:00 PM,0,0,0
67015045,67_67399_5136974,126387,12/2/24,2024-2025,5:45 PM,0,2,0
67015045,67_67399_5136974,126394,12/3/24,2024-2025,10:10 AM,0,1,0
67015045,67_67399_5136974,127309,2/21/25,2024-2025,10:25 AM,0,0,0
67015045,67_67399_5136974,128443,5/13/25,2024-2025,12:50 PM,0,0,1
67015059,67_67399_5136974,127142,2/11/25,2024-2025,11:13 AM,0,1,0
67015059,67_67399_5136974,128508,5/16/25,2024-2025,9:47 AM,0,0,1
67015059,67_67399_5136974,128600,5/22/25,2024-2025,2:23 PM,0,0,1
67015092,67_67399_5136974,125681,10/4/24,2024-2025,12:57 PM,0,0,1
67015092,67_67399_5136974,125907,10/22/24,2024-2025,9:30 AM,0,1,0
67015092,67_67399_5136974,126484,12/11/24,2024-2025,8:59 AM,0,0,1
67015092,67_67399_5136974,126541,12/16/24,2024-2025,10:13 AM,0,0,1
67015092,67_67399_5136974,126549,12/16/24,2024-2025,3:02 PM,0,0,1
67015092,67_67399_5136974,126765,1/17/25,2024-2025,2:36 PM,0,0,0
67015092,67_67399_5136974,126810,1/23/25,2024-2025,11:49 AM,0,0,0
67015092,67_67399_5136974,126857,1/24/25,2024-2025,2:48 PM,0,0,1
67015092,67_67399_5136974,127384,2/26/25,2024-2025,1:15 PM,0,0,1
67015092,67_67399_5136974,127451,3/4/25,2024-2025,9:52 AM,0,0,1
67015092,67_67399_5136974,128376,5/6/25,2024-2025,1:00 PM,0,0,0
67015092,67_67399_5136974,128488,5/15/25,2024-2025,1:16 PM,0,0,1
67015092,67_67399_5136974,128623,5/23/25,2024-2025,2:39 PM,0,0,1
67015092,67_67399_5136974,128604,5/23/25,2024-2025,9:23 AM,0,0,1
67015095,67_67399_5136974,126024,10/31/24,2024-2025,10:00 AM,2,0,0
67015095,67_67399_5136974,126172,11/12/24,2024-2025,11:45 AM,0,0,1
67015095,67_67399_5136974,126726,1/16/25,2024-2025,10:13 AM,0,0,0
67015095,67_67399_5136974,127293,2/21/25,2024-2025,9:44 AM,0,1,0
67015095,67_67399_5136974,127698,3/18/25,2024-2025,10:33 AM,0,0,1
67015095,67_67399_5136974,128039,4/9/25,2024-2025,10:36 AM,0,0,1
67015095,67_67399_5136974,128291,5/2/25,2024-2025,9:34 AM,0,0,1
67015095,67_67399_5136974,128605,5/23/25,2024-2025,9:55 AM,0,0,0
67015100,67_67399_5136974,127652,3/14/25,2024-2025,11:41 AM,0,0,0
67015108,67_67399_5136974,126832,1/24/25,2024-2025,10:11 AM,0,0,0
67015111,67_67399_5136974,128164,4/16/25,2024-2025,10:57 AM,0,0,1
67015111,67_67399_5136974,128262,5/1/25,2024-2025,9:01 AM,0,1,0
67015112,67_67399_5136974,128716,6/4/25,2024-2025,1:55 PM,0,1,0
67015115,67_67399_5136974,125583,9/27/24,2024-2025,12:06 PM,0,0,1
67015116,67_67399_5136974,126391,12/3/24,2024-2025,9:07 AM,0,0,1
67015121,67_67399_5136974,128204,4/28/25,2024-2025,7:54 AM,0,0,1
67015125,67_67399_5136974,127991,4/7/25,2024-2025,8:26 AM,0,0,1
67015145,67_67399_5136974,127537,3/7/25,2024-2025,9:50 AM,0,0,1
67015147,67_67399_5136974,125668,10/4/24,2024-2025,8:11 AM,0,0,0
67015150,67_67399_5136974,128205,4/17/25,2024-2025,2:40 PM,0,0,1
67015168,67_67399_5136974,128203,4/28/25,2024-2025,7:45 AM,0,0,1
67015178,67_67399_5136974,128132,4/14/25,2024-2025,1:53 PM,0,1,0
67014800,67_67399_5136975,125556,9/23/24,2024-2025,10:10 AM,0,0,1
67014800,67_67399_5136975,125557,9/25/24,2024-2025,1:15 PM,0,0,1
67014800,67_67399_5136975,125639,10/2/24,2024-2025,1:15 PM,0,0,1
67014800,67_67399_5136975,125650,10/2/24,2024-2025,1:45 PM,2,0,0
67014800,67_67399_5136975,125954,10/25/24,2024-2025,1:45 PM,3,0,0
67014800,67_67399_5136975,125953,10/25/24,2024-2025,12:25 PM,0,0,2
67014800,67_67399_5136975,126192,11/13/24,2024-2025,9:28 PM,0,0,0
67015152,67_67399_5136975,128556,5/20/25,2024-2025,10:15 AM,0,0,0
67015218,67_67399_5136975,126123,11/6/24,2024-2025,9:40 AM,0,1,1
67015218,67_67399_5136975,126136,11/7/24,2024-2025,9:40 AM,0,2,0
67015220,67_67399_5136975,128680,5/27/25,2024-2025,9:38 AM,0,1,0
67015224,67_67399_5136975,128595,5/22/25,2024-2025,11:39 AM,0,1,0
67015243,67_67399_5136975,128699,6/3/25,2024-2025,9:42 AM,1,0,0
67015311,67_67399_5136975,126684,1/14/25,2024-2025,11:50 PM,0,1,0
67015315,67_67399_5136975,126683,1/14/25,2024-2025,11:06 AM,0,1,0
67015317,67_67399_5136975,126682,1/14/25,2024-2025,11:50 AM,0,1,0
67015320,67_67399_5136975,127259,2/19/25,2024-2025,11:03 AM,1,0,1
67015347,67_67399_5136975,126978,1/31/25,2024-2025,12:21 PM,0,0,0
67015373,67_67399_5136975,125507,9/20/24,2024-2025,11:59 AM,0,0,0
67015390,67_67399_5136975,128710,6/4/25,2024-2025,10:37 AM,0,1,0
67015411,67_67399_5136975,128616,5/23/25,2024-2025,1:13 PM,0,0,1
67015411,67_67399_5136975,128614,5/23/25,2024-2025,12:09 PM,0,0,1
67015411,67_67399_5136975,128615,5/23/25,2024-2025,12:50 PM,0,1,0
67015477,67_67399_5136975,126229,11/14/24,2024-2025,2:30 PM,1,0,0
67015510,67_67399_5136975,125859,10/17/24,2024-2025,12:47 PM,0,0,0
67015510,67_67399_5136975,126228,11/14/24,2024-2025,2:30 AM,1,0,0
67015511,67_67399_5136975,125471,9/17/24,2024-2025,10:49 AM,0,0,1
67015511,67_67399_5136975,125858,10/17/24,2024-2025,12:40 PM,0,0,0
67015525,67_67399_5136975,126672,1/11/25,2024-2025,2:15 PM,0,1,0
67015625,67_67399_5136975,125462,9/13/24,2024-2025,2:37 PM,2,0,0
67015651,67_67399_5136975,128101,4/10/25,2024-2025,1:40 PM,0,1,0
67015658,67_67399_5136975,125412,9/11/24,2024-2025,1:00 PM,0,2,0
67015662,67_67399_5136975,125358,9/9/24,2024-2025,12:00 AM,0,0,0
67015679,67_67399_5136975,125879,10/18/24,2024-2025,1:01 PM,1,0,0
67015681,67_67399_5136975,125917,10/18/24,2024-2025,12:30 PM,1,0,0
67015681,67_67399_5136975,126951,1/30/25,2024-2025,12:40 PM,1,0,0
67014070,67_67399_5136976,125615,10/1/24,2024-2025,11:48 AM,0,1,0
67014070,67_67399_5136976,125699,10/7/24,2024-2025,12:15 PM,0,0,0
67014070,67_67399_5136976,126897,1/29/25,2024-2025,9:23 AM,0,0,1
67014070,67_67399_5136976,127112,2/7/25,2024-2025,10:39 AM,0,0,1
67014407,67_67399_5136976,127063,2/4/25,2024-2025,12:30 PM,0,0,1
67014407,67_67399_5136976,127084,2/6/25,2024-2025,12:40 PM,0,0,1
67014800,67_67399_5136976,128734,5/29/25,2024-2025,11:30 AM,0,0,0
67015692,67_67399_5136976,128706,5/29/25,2024-2025,11:25 AM,0,0,0
67015700,67_67399_5136976,126972,1/31/25,2024-2025,9:30 AM,0,0,0
67015713,67_67399_5136976,126725,1/16/25,2024-2025,10:00 AM,0,0,0
67015752,67_67399_5136976,128310,5/5/25,2024-2025,1:05 PM,0,1,1
67015795,67_67399_5136976,125985,10/29/24,2024-2025,12:24 PM,0,1,0
67015803,67_67399_5136976,127668,3/14/25,2024-2025,12:50 PM,0,1,0
67015824,67_67399_5136976,126768,1/17/25,2024-2025,2:55 PM,0,1,0
67015850,67_67399_5136976,126016,10/30/24,2024-2025,11:40 AM,0,0,0
67015858,67_67399_5136976,128011,4/3/25,2024-2025,8:33 AM,0,1,0
67015871,67_67399_5136976,125606,9/30/24,2024-2025,3:57 PM,0,1,0
67015903,67_67399_5136976,125540,9/24/24,2024-2025,11:44 AM,0,0,1
67015903,67_67399_5136976,125613,10/1/24,2024-2025,11:29 AM,0,0,1
67015924,67_67399_5136976,125380,9/10/24,2024-2025,1:00 PM,0,0,1
67015925,67_67399_5136976,127489,3/5/25,2024-2025,2:15 PM,0,0,0
67015927,67_67399_5136976,126504,12/6/24,2024-2025,4:45 PM,0,0,0
67015927,67_67399_5136976,127249,2/18/25,2024-2025,9:50 AM,0,0,1
67015930,67_67399_5136976,127711,3/19/25,2024-2025,11:30 AM,0,0,1
67015939,67_67399_5136976,127307,2/21/25,2024-2025,12:56 PM,0,0,1
67015940,67_67399_5136976,125731,10/9/24,2024-2025,11:01 AM,0,0,1
67015940,67_67399_5136976,125777,10/10/24,2024-2025,3:23 PM,0,0,1
67015940,67_67399_5136976,125904,10/22/24,2024-2025,8:30 AM,0,0,1
67015940,67_67399_5136976,126588,12/19/24,2024-2025,8:30 AM,0,0,0
67015940,67_67399_5136976,126609,1/7/25,2024-2025,10:45 PM,0,0,1
67015940,67_67399_5136976,126747,1/16/25,2024-2025,9:15 PM,0,0,1
67015940,67_67399_5136976,128735,3/19/25,2024-2025,12:25 PM,0,0,0
67015951,67_67399_5136976,125574,9/25/24,2024-2025,1:00 PM,0,0,0
67015951,67_67399_5136976,126743,1/16/25,2024-2025,2:21 PM,0,0,1
67015961,67_67399_5136976,127184,2/12/25,2024-2025,2:04 PM,0,1,0
67015964,67_67399_5136976,127518,3/6/25,2024-2025,1:25 PM,0,0,1
67015964,67_67399_5136976,127882,3/27/25,2024-2025,1:50 PM,0,0,1
67015972,67_67399_5136976,127708,3/17/25,2024-2025,2:47 PM,0,0,1
67015977,67_67399_5136976,126587,12/16/24,2024-2025,8:00 AM,0,0,0
67015981,67_67399_5136976,125981,10/28/24,2024-2025,11:59 AM,0,0,1
67015992,67_67399_5136976,128187,4/17/25,2024-2025,12:04 PM,0,0,2
67015994,67_67399_5136976,127318,2/24/25,2024-2025,9:20 AM,0,0,1
67016001,67_67399_5136976,125592,9/27/24,2024-2025,1:50 PM,0,0,1
