stu_id,site_id,section_id,term_code,course_grade,mark,credit_attempted,creadit_completed,course_yr
67018077,67_67399_5136980,1746773,1S,9,A,5,5,2025
67018077,67_67399_5136980,C913002-52,1S,9,C,5,5,2025
67018077,67_67399_5136980,2076-65,1S,9,A,5,5,2025
67018077,67_67399_5136980,596563,1S,9,B,5,5,2025
67018077,67_67399_5136980,7651-67,1S,9,A,10,10,2025
67018077,67_67399_5136980,1576082,1S,9,A,5,5,2025
67018077,67_67399_5136980,994251,1S,9,A,5,5,2025
67018077,67_67399_5136980,1710-17,1S,9,B,5,5,2025
67018077,67_67399_5136980,005693-436,1S,9,A,5,5,2025
67018077,67_67399_5136980,C910415-56,1S,9,C,5,5,2025
67018077,67_67399_5136980,101721,1S,9,A,10,10,2025
67018077,67_67399_5136980,8697-14,2S,9,B,5,5,2025
67018077,67_67399_5136980,C917305-20,2S,9,A,5,5,2025
67018077,67_67399_5136980,C920003-02,2S,9,B,10,10,2025
67018078,67_67399_5136980,2273302,1S,9,A,5,5,2025
67018078,67_67399_5136980,1746865,1S,9,C,5,5,2025
67018078,67_67399_5136980,0915-11,1S,9,B,10,10,2025
67018078,67_67399_5136980,64040,1S,9,A,5,5,2025
67018078,67_67399_5136980,2057-16,1S,9,A,5,5,2025
67018078,67_67399_5136980,7651-61,1S,9,B,10,10,2025
67018078,67_67399_5136980,C922003-02,1S,9,B,5,5,2025
67018078,67_67399_5136980,C923204-01,1S,9,A,5,5,2025
67018078,67_67399_5136980,24108,1S,9,B,5,5,2025
67018078,67_67399_5136980,725433,1S,9,A,5,5,2025
67018078,67_67399_5136980,5432-53,1S,9,A,5,5,2025
67018078,67_67399_5136980,1280-51,2S,9,A,5,5,2025
67018078,67_67399_5136980,C922711-02,2S,9,C,10,10,2025
67018078,67_67399_5136980,2151950,2S,9,B,5,5,2025
67018079,67_67399_5136980,1592856,1S,9,B,5,5,2025
67018079,67_67399_5136980,C908001-01,1S,9,A,5,5,2025
67018079,67_67399_5136980,0061-54,1S,9,A,5,5,2025
67018079,67_67399_5136980,C925401-08,1S,9,A,5,5,2025
67018079,67_67399_5136980,C931601-02,1S,9,A,10,10,2025
67018079,67_67399_5136980,3068-54,1S,9,B,5,5,2025
67018079,67_67399_5136980,446966,1S,9,A,5,5,2025
67018079,67_67399_5136980,1710-09,1S,9,A,5,5,2025
67018079,67_67399_5136980,005693--33,1S,9,B,5,5,2025
67018079,67_67399_5136980,1850-01,1S,9,B,5,5,2025
67018079,67_67399_5136980,1693663,1S,9,C,5,5,2025
67018079,67_67399_5136980,6682-13,2S,9,C,5,5,2025
67018079,67_67399_5136980,1710-52,2S,9,A,5,5,2025
67018079,67_67399_5136980,1392672,2S,9,C,5,5,2025
67018080,67_67399_5136980,C717201-02,1S,9,C,5,5,2025
67018080,67_67399_5136980,C910418-09,1S,9,A,5,5,2025
67018080,67_67399_5136980,5693-032,1S,9,C,5,5,2025
67018080,67_67399_5136980,1710-22,1S,9,A,5,5,2025
67018080,67_67399_5136980,C934002-07,1S,9,B,5,5,2025
67018080,67_67399_5136980,1577970,1S,9,A,5,5,2025
67018080,67_67399_5136980,5819-34,1S,9,A,10,10,2025
67018080,67_67399_5136980,1996814,1S,9,A,10,10,2025
67018080,67_67399_5136980,2075-61,1S,9,C,5,5,2025
67018080,67_67399_5136980,1520627,1S,9,A,10,10,2025
67018080,67_67399_5136980,7708-56,1S,9,B,5,5,2025
67018080,67_67399_5136980,0215-04,2S,9,A,10,10,2025
67018080,67_67399_5136980,1850-03,2S,9,B,5,5,2025
67018080,67_67399_5136980,1494909,2S,9,C,5,5,2025
67018080,67_67399_5136980,2101608,2S,9,C,5,5,2025
67018081,67_67399_5136980,980738,1S,9,B,5,5,2025
67018081,67_67399_5136980,730365,1S,9,B,5,5,2025
67018081,67_67399_5136980,2075-57,1S,9,A,5,5,2025
67018081,67_67399_5136980,C924501-01,1S,9,A,5,5,2025
67018081,67_67399_5136980,2097680,1S,9,A,10,10,2025
67018081,67_67399_5136980,3038-52,1S,9,A,5,5,2025
67018081,67_67399_5136980,3121-41,1S,9,C,5,5,2025
67018081,67_67399_5136980,24108,1S,9,A,5,5,2025
67018081,67_67399_5136980,C910415-50,1S,9,C,5,5,2025
67018081,67_67399_5136980,1883-01,1S,9,A,5,5,2025
67018081,67_67399_5136980,C751102-01,1S,9,A,5,5,2025
67018081,67_67399_5136980,C910201-18,2S,9,B,5,5,2025
67018081,67_67399_5136980,1710-02,2S,9,B,5,5,2025
67018081,67_67399_5136980,C922203-50,2S,9,B,5,5,2025
67018082,67_67399_5136980,1254-09,1S,9,B,5,5,2025
67018082,67_67399_5136980,C900001-02,1S,9,B,5,5,2025
67018082,67_67399_5136980,64437,1S,9,C,5,5,2025
67018082,67_67399_5136980,9815-31,1S,9,A,5,5,2025
67018082,67_67399_5136980,5819-24,1S,9,B,10,10,2025
67018082,67_67399_5136980,6215-50,1S,9,C,5,5,2025
67018082,67_67399_5136980,C934002-07,1S,9,B,5,5,2025
67018082,67_67399_5136980,2676103,1S,9,C,5,5,2025
67018082,67_67399_5136980,C923203-01,1S,9,A,5,5,2025
67018082,67_67399_5136980,C910416-53,1S,9,A,5,5,2025
67018082,67_67399_5136980,2348511,1S,9,B,10,10,2025
67018082,67_67399_5136980,C910202-20,2S,9,B,5,5,2025
67018082,67_67399_5136980,2675828,2S,9,C,5,5,2025
67018082,67_67399_5136980,5793-23,2S,9,A,5,5,2025
67018083,67_67399_5136980,104827,1S,9,A,10,10,2025
67018083,67_67399_5136980,C922001-53,1S,9,A,5,5,2025
67018083,67_67399_5136980,C922002-52,1S,9,C,5,5,2025
67018083,67_67399_5136980,1494756,1S,9,A,5,5,2025
67018083,67_67399_5136980,993827,1S,9,A,5,5,2025
67018083,67_67399_5136980,1579401,1S,9,A,5,5,2025
67018083,67_67399_5136980,5819-22,1S,9,A,10,10,2025
67018083,67_67399_5136980,57377,1S,9,B,5,5,2025
67018083,67_67399_5136980,2075-50,1S,9,A,5,5,2025
67018083,67_67399_5136980,206030,1S,9,A,5,5,2025
67018083,67_67399_5136980,1746835,1S,9,B,5,5,2025
67018083,67_67399_5136980,C922204-50,2S,9,B,5,5,2025
67018083,67_67399_5136980,5991-18,2S,9,A,5,5,2025
67018083,67_67399_5136980,2137826,2S,9,A,5,5,2025
67018084,67_67399_5136980,C9104007-10,1S,9,C,5,5,2024
67018084,67_67399_5136980,C713101-01,1S,9,A,5,5,2024
67018084,67_67399_5136980,1290098,1S,9,C,5,5,2024
67018084,67_67399_5136980,5819-31,1S,9,A,10,10,2024
67018084,67_67399_5136980,C925402-09,1S,9,B,5,5,2024
67018084,67_67399_5136980,2076-64,1S,9,A,5,5,2024
67018084,67_67399_5136980,774741,1S,9,C,5,5,2024
67018084,67_67399_5136980,1276-50,1S,9,A,5,5,2024
67018084,67_67399_5136980,C917402-01,1S,9,A,5,5,2024
67018084,67_67399_5136980,C923202-03,1S,9,A,5,5,2024
67018084,67_67399_5136980,2273302,1S,9,A,5,5,2024
67018084,67_67399_5136980,1592884,2S,9,A,5,5,2024
67018084,67_67399_5136980,1790-06,2S,9,C,5,5,2024
67018084,67_67399_5136980,9104016-33,2S,9,B,5,5,2024
67018085,67_67399_5136980,1256-13,1S,9,B,5,5,2025
67018085,67_67399_5136980,0915-11,1S,9,C,10,10,2025
67018085,67_67399_5136980,2075-31,1S,9,A,5,5,2025
67018085,67_67399_5136980,9814-21,1S,9,A,5,5,2025
67018085,67_67399_5136980,C931602-01,1S,9,A,10,10,2025
67018085,67_67399_5136980,623106,1S,9,A,5,5,2025
67018085,67_67399_5136980,C932301-50,1S,9,B,5,5,2025
67018085,67_67399_5136980,1790-19,1S,9,C,5,5,2025
67018085,67_67399_5136980,C9104008-03,1S,9,B,5,5,2025
67018085,67_67399_5136980,1883-10,1S,9,B,5,5,2025
67018085,67_67399_5136980,C751101-01,1S,9,B,5,5,2025
67018085,67_67399_5136980,4579-50,2S,9,A,5,5,2025
67018085,67_67399_5136980,5991-18,2S,9,C,5,5,2025
67018085,67_67399_5136980,C922703-02,2S,9,A,10,10,2025
67018086,67_67399_5136980,C910201-09,1S,9,C,5,5,2024
67018086,67_67399_5136980,3899-50,1S,9,A,5,5,2024
67018086,67_67399_5136980,63920,1S,9,C,5,5,2024
67018086,67_67399_5136980,C924501-01,1S,9,A,5,5,2024
67018086,67_67399_5136980,C931602-04,1S,9,A,10,10,2024
67018086,67_67399_5136980,1579310,1S,9,B,5,5,2024
67018086,67_67399_5136980,C934001-02,1S,9,B,5,5,2024
67018086,67_67399_5136980,1710-21,1S,9,A,5,5,2024
67018086,67_67399_5136980,90948,1S,9,A,5,5,2024
67018086,67_67399_5136980,0218-03,1S,9,C,10,10,2024
67018086,67_67399_5136980,1414860,1S,9,B,10,10,2024
67018086,67_67399_5136980,7702-57,2S,9,B,5,5,2024
67018086,67_67399_5136980,5991-19,2S,9,A,5,5,2024
67018086,67_67399_5136980,1850-07,2S,9,B,5,5,2024
67018087,67_67399_5136980,2482829,1S,9,B,5,5,2025
67018087,67_67399_5136980,1691471,1S,9,C,5,5,2025
67018087,67_67399_5136980,C910418-07,1S,9,A,5,5,2025
67018087,67_67399_5136980,C922005-01,1S,9,A,5,5,2025
67018087,67_67399_5136980,1790-12,1S,9,B,5,5,2025
67018087,67_67399_5136980,726104,1S,9,B,5,5,2025
67018087,67_67399_5136980,6215-61,1S,9,F,5,0,2025
67018087,67_67399_5136980,1431477,1S,9,C,10,10,2025
67018087,67_67399_5136980,9814-19,1S,9,A,5,5,2025
67018087,67_67399_5136980,2075-67,1S,9,B,5,5,2025
67018087,67_67399_5136980,C908001-01,1S,9,C,5,5,2025
67018087,67_67399_5136980,2294272,2S,9,A,5,5,2025
67018087,67_67399_5136980,1790-01,2S,9,B,5,5,2025
67018087,67_67399_5136980,8697-17,2S,9,A,5,5,2025
67018088,67_67399_5136980,2380319,1S,9,D,10,10,2025
67018088,67_67399_5136980,1458567,1S,9,C,5,5,2025
67018088,67_67399_5136980,C917305-25,1S,9,B,5,5,2025
67018088,67_67399_5136980,725374,1S,9,C,5,5,2025
67018088,67_67399_5136980,6215-62,1S,9,C,5,5,2025
67018088,67_67399_5136980,7641-56,1S,9,C,10,10,2025
67018088,67_67399_5136980,57680,1S,9,B,5,5,2025
67018088,67_67399_5136980,2076-55,1S,9,B,5,5,2025
67018088,67_67399_5136980,1022406,1S,9,F,10,0,2025
67018088,67_67399_5136980,C910502-04,1S,9,C,5,5,2025
67018088,67_67399_5136980,C9104006-04,2S,9,D,5,5,2025
67018088,67_67399_5136980,5991-19,2S,9,A,5,5,2025
67018089,67_67399_5136980,994282,1S,9,B,5,5,2024
67018089,67_67399_5136980,2099447,1S,9,A,5,5,2024
67018089,67_67399_5136980,108174,1S,9,A,5,5,2024
67018089,67_67399_5136980,2075-58,1S,9,C,5,5,2024
67018089,67_67399_5136980,1882-02,1S,9,C,5,5,2024
67018089,67_67399_5136980,216623,1S,9,B,10,10,2024
67018089,67_67399_5136980,6215-65,1S,9,A,5,5,2024
67018089,67_67399_5136980,1710-13,1S,9,C,5,5,2024
67018089,67_67399_5136980,C910400605,1S,9,C,5,5,2024
67018089,67_67399_5136980,C910502-02,1S,9,A,5,5,2024
67018089,67_67399_5136980,2274763,1S,9,A,5,5,2024
67018089,67_67399_5136980,C910502-01,2S,9,C,5,5,2024
67018089,67_67399_5136980,24198,2S,9,A,5,5,2024
67018089,67_67399_5136980,0005693-23,2S,9,C,5,5,2024
67018090,67_67399_5136980,C910204-09,1S,9,B,5,5,2025
67018090,67_67399_5136980,1877348,1S,9,B,5,5,2025
67018090,67_67399_5136980,2075-67,1S,9,B,5,5,2025
67018090,67_67399_5136980,9815-42,1S,9,B,5,5,2025
67018090,67_67399_5136980,7651-79,1S,9,B,10,10,2025
67018090,67_67399_5136980,1577909,1S,9,C,5,5,2025
67018090,67_67399_5136980,446053,1S,9,C,5,5,2025
67018090,67_67399_5136980,1887,1S,9,A,5,5,2025
67018090,67_67399_5136980,5693-31,1S,9,F,5,0,2025
67018090,67_67399_5136980,5980-55,1S,9,F,10,0,2025
67018090,67_67399_5136980,C820001-01,1S,9,A,5,5,2025
67018090,67_67399_5136980,C910203-11,2S,9,C,5,5,2025
67018090,67_67399_5136980,2675889,2S,9,B,5,5,2025
67018090,67_67399_5136980,C9104006-05,2S,9,C,5,5,2025
67018091,67_67399_5136980,1593221,1S,9,B,5,5,2025
67018091,67_67399_5136980,729057,1S,9,A,5,5,2025
67018091,67_67399_5136980,2076-64,1S,9,B,5,5,2025
67018091,67_67399_5136980,57466,1S,9,B,5,5,2025
67018091,67_67399_5136980,7641-57,1S,9,A,10,10,2025
67018091,67_67399_5136980,1578215,1S,9,C,5,5,2025
67018091,67_67399_5136980,643285,1S,9,B,5,5,2025
67018091,67_67399_5136980,9226-16,1S,9,B,5,5,2025
67018091,67_67399_5136980,C922203-51,1S,9,B,5,5,2025
67018091,67_67399_5136980,C910415-56,1S,9,C,5,5,2025
67018091,67_67399_5136980,C8410003-31,1S,9,A,15,15,2025
67018091,67_67399_5136980,6683-18,2S,9,B,5,5,2025
67018091,67_67399_5136980,C917305-06,2S,9,C,5,5,2025
67018091,67_67399_5136980,C9104009-05,2S,9,A,5,5,2025
67018091,67_67399_5136980,C906202-01,2S,9,A,5,5,2025
67018092,67_67399_5136980,1414738,1S,9,B,10,10,2025
67018092,67_67399_5136980,C920003-02,1S,9,C,10,10,2025
67018092,67_67399_5136980,C922705-02,1S,9,A,10,10,2025
67018092,67_67399_5136980,C917304-18,1S,9,B,5,5,2025
67018092,67_67399_5136980,993947,1S,9,A,5,5,2025
67018092,67_67399_5136980,C7171001-02,1S,9,A,5,5,2025
67018092,67_67399_5136980,5819-21,1S,9,A,10,10,2025
67018092,67_67399_5136980,2057-13,1S,9,B,5,5,2025
67018092,67_67399_5136980,2075-61,1S,9,B,5,5,2025
67018092,67_67399_5136980,206059,1S,9,C,5,5,2025
67018092,67_67399_5136980,1746835,1S,9,B,5,5,2025
67018092,67_67399_5136980,1624-01,2S,9,C,10,10,2025
67018092,67_67399_5136980,7791-13,2S,9,A,5,5,2025
67018092,67_67399_5136980,1746804,2S,9,C,5,5,2025
67018093,67_67399_5136980,446724,1S,9,C,5,5,2025
67018093,67_67399_5136980,C910202-20,1S,9,A,5,5,2025
67018093,67_67399_5136980,1056680,1S,9,A,5,5,2025
67018093,67_67399_5136980,2075-51,1S,9,A,5,5,2025
67018093,67_67399_5136980,9815-37,1S,9,C,5,5,2025
67018093,67_67399_5136980,7641-50,1S,9,B,10,10,2025
67018093,67_67399_5136980,1576113,1S,9,A,5,5,2025
67018093,67_67399_5136980,1790-01,1S,9,A,5,5,2025
67018093,67_67399_5136980,C910416-51,1S,9,B,5,5,2025
67018093,67_67399_5136980,C906201-03,1S,9,B,5,5,2025
67018093,67_67399_5136980,1691865,1S,9,A,5,5,2025
67018093,67_67399_5136980,2482799,2S,9,A,5,5,2025
67018093,67_67399_5136980,C917304-24,2S,9,B,5,5,2025
67018093,67_67399_5136980,1850-07,2S,9,A,5,5,2025
67018093,67_67399_5136980,1421892,2S,9,B,5,5,2025
67018094,67_67399_5136980,C906201-03,1S,9,A,5,5,2025
67018094,67_67399_5136980,7702-60,1S,9,A,5,5,2025
67018094,67_67399_5136980,108114,1S,9,B,5,5,2025
67018094,67_67399_5136980,2075-41,1S,9,C,5,5,2025
67018094,67_67399_5136980,97188,1S,9,A,5,5,2025
67018094,67_67399_5136980,5819-17,1S,9,A,10,10,2025
67018094,67_67399_5136980,5432-56,1S,9,B,5,5,2025
67018094,67_67399_5136980,5980-51,1S,9,C,10,10,2025
67018094,67_67399_5136980,C713102-02,1S,9,B,5,5,2025
67018094,67_67399_5136980,23743,1S,9,A,5,5,2025
67018094,67_67399_5136980,C700002-51,1S,9,A,5,5,2025
67018094,67_67399_5136980,C922001-50,2S,9,B,5,5,2025
67018094,67_67399_5136980,1494574,2S,9,B,5,5,2025
67018094,67_67399_5136980,05693-4311,2S,9,A,5,5,2025
67018094,67_67399_5136980,1286-03,2S,9,B,5,5,2025
67018095,67_67399_5136980,1280-51,1S,9,C,5,5,2025
67018095,67_67399_5136980,C930301-02,1S,9,C,10,10,2025
67018095,67_67399_5136980,2075-56,1S,9,C,5,5,2025
67018095,67_67399_5136980,2891047,1S,9,A,5,5,2025
67018095,67_67399_5136980,5990-53,1S,9,B,10,10,2025
67018095,67_67399_5136980,3038-51,1S,9,C,5,5,2025
67018095,67_67399_5136980,1765615,1S,9,B,5,5,2025
67018095,67_67399_5136980,C917305-10,1S,9,C,5,5,2025
67018095,67_67399_5136980,C9104010-01,1S,9,C,5,5,2025
67018095,67_67399_5136980,C902001-01,1S,9,B,10,10,2025
67018095,67_67399_5136980,104917,1S,9,B,10,10,2025
67018095,67_67399_5136980,1748691,2S,9,A,5,5,2025
67018095,67_67399_5136980,2151980,2S,9,A,5,5,2025
67018095,67_67399_5136980,0218-01,2S,9,A,10,10,2025
67018096,67_67399_5136980,2076-51,1S,9,B,5,5,2025
67018096,67_67399_5136980,C910203-04,1S,9,B,5,5,2025
67018096,67_67399_5136980,4326-51,1S,9,C,5,5,2025
67018096,67_67399_5136980,9815-30,1S,9,A,5,5,2025
67018096,67_67399_5136980,7651-79,1S,9,C,10,10,2025
67018096,67_67399_5136980,6215-54,1S,9,B,5,5,2025
67018096,67_67399_5136980,C934001-05,1S,9,A,5,5,2025
67018096,67_67399_5136980,27791,1S,9,C,5,5,2025
67018096,67_67399_5136980,C922701-01,1S,9,A,10,10,2025
67018096,67_67399_5136980,298405,1S,9,A,10,10,2025
67018096,67_67399_5136980,1704255,1S,9,C,10,10,2025
67018096,67_67399_5136980,8697-13,2S,9,B,5,5,2025
67018096,67_67399_5136980,C923204-02,2S,9,C,5,5,2025
67018096,67_67399_5136980,C910429-50,2S,9,B,5,5,2025
67018096,67_67399_5136980,1850-01,2S,9,C,5,5,2025
67018097,67_67399_5136980,1746957,1S,9,B,5,5,2025
67018097,67_67399_5136980,657894,1S,9,B,10,10,2025
67018097,67_67399_5136980,2076-42,1S,9,C,5,5,2025
67018097,67_67399_5136980,9814-21,1S,9,B,5,5,2025
67018097,67_67399_5136980,7641-53,1S,9,C,10,10,2025
67018097,67_67399_5136980,1577909,1S,9,F,5,0,2025
67018097,67_67399_5136980,3123-14,1S,9,D,5,5,2025
67018097,67_67399_5136980,C917304-19,1S,9,B,5,5,2025
67018097,67_67399_5136980,005693-534,1S,9,B,5,5,2025
67018097,67_67399_5136980,1385399,1S,9,A,5,5,2025
67018097,67_67399_5136980,2348662,1S,9,A,10,10,2025
67018097,67_67399_5136980,7702-59,2S,9,B,5,5,2025
67018097,67_67399_5136980,C917304-08,2S,9,B,5,5,2025
67018097,67_67399_5136980,5693-22,2S,9,A,5,5,2025
67018098,67_67399_5136980,7651-72,1S,9,A,10,10,2025
67018098,67_67399_5136980,1918286,1S,9,A,10,10,2025
67018098,67_67399_5136980,63979,1S,9,A,5,5,2025
67018098,67_67399_5136980,2890865,1S,9,B,5,5,2025
67018098,67_67399_5136980,5432-57,1S,9,B,5,5,2025
67018098,67_67399_5136980,993827,1S,9,A,5,5,2025
67018098,67_67399_5136980,2676042,1S,9,B,5,5,2025
67018098,67_67399_5136980,C910430-50,1S,9,B,5,5,2025
67018098,67_67399_5136980,C923204-01,1S,9,A,5,5,2025
67018098,67_67399_5136980,C910202-21,1S,9,A,5,5,2025
67018098,67_67399_5136980,2350003,1S,9,A,10,10,2025
67018098,67_67399_5136980,1276-51,2S,9,A,5,5,2025
67018098,67_67399_5136980,1768930,2S,9,B,5,5,2025
67018098,67_67399_5136980,005693-437,2S,9,A,5,5,2025
67018098,67_67399_5136980,1850-02,2S,9,A,5,5,2025
67018099,67_67399_5136980,5819-34,1S,9,B,10,10,2025
67018099,67_67399_5136980,5693-31,1S,9,B,5,5,2025
67018099,67_67399_5136980,298556,1S,9,B,10,10,2025
67018099,67_67399_5136980,7791-15,1S,9,B,5,5,2025
67018099,67_67399_5136980,993947,1S,9,B,5,5,2025
67018099,67_67399_5136980,3038-51,1S,9,B,5,5,2025
67018099,67_67399_5136980,9815-30,1S,9,C,5,5,2025
67018099,67_67399_5136980,2076-61,1S,9,A,5,5,2025
67018099,67_67399_5136980,0915-68,1S,9,B,10,10,2025
67018099,67_67399_5136980,1593310,1S,9,A,5,5,2025
67018099,67_67399_5136980,C740001-04,1S,9,B,5,5,2025
67018099,67_67399_5136980,0215-07,2S,9,A,10,10,2025
67018099,67_67399_5136980,C910418-11,2S,9,C,5,5,2025
67018099,67_67399_5136980,1728-03,2S,9,A,5,5,2025
67018099,67_67399_5136980,C910204-09,2S,9,A,5,5,2025
67018100,67_67399_5136980,980710,1S,9,C,5,5,2025
67018100,67_67399_5136980,729696,1S,9,C,5,5,2025
67018100,67_67399_5136980,2076-53,1S,9,B,5,5,2025
67018100,67_67399_5136980,9815-50,1S,9,A,5,5,2025
67018100,67_67399_5136980,5819-15,1S,9,B,10,10,2025
67018100,67_67399_5136980,6215-64,1S,9,C,5,5,2025
67018100,67_67399_5136980,C934001-11,1S,9,C,5,5,2025
67018100,67_67399_5136980,1494452,1S,9,A,5,5,2025
67018100,67_67399_5136980,C922007-01,1S,9,B,5,5,2025
67018100,67_67399_5136980,5980-50,1S,9,B,10,10,2025
67018100,67_67399_5136980,C8421003-43,1S,9,B,15,15,2025
67018100,67_67399_5136980,C910701-01,2S,9,B,5,5,2025
67018100,67_67399_5136980,1768930,2S,9,B,5,5,2025
67018100,67_67399_5136980,5693-32,2S,9,B,5,5,2025
67018101,67_67399_5136980,1790-11,1S,9,B,5,5,2025
67018101,67_67399_5136980,1748538,1S,9,B,5,5,2025
67018101,67_67399_5136980,C900002-50,1S,9,A,5,5,2025
67018101,67_67399_5136980,2076-63,1S,9,C,5,5,2025
67018101,67_67399_5136980,118371,1S,9,B,5,5,2025
67018101,67_67399_5136980,7651-66,1S,9,B,10,10,2025
67018101,67_67399_5136980,5432-57,1S,9,B,5,5,2025
67018101,67_67399_5136980,1765615,1S,9,C,5,5,2025
67018101,67_67399_5136980,1446728,1S,9,A,10,10,2025
67018101,67_67399_5136980,9104016-12,1S,9,C,5,5,2025
67018101,67_67399_5136980,2380319,1S,9,B,10,10,2025
67018101,67_67399_5136980,1254-31,2S,9,B,5,5,2025
67018101,67_67399_5136980,1710-07,2S,9,B,5,5,2025
67018101,67_67399_5136980,C910415-55,2S,9,A,5,5,2025
67018102,67_67399_5136980,C700001-50,1S,9,A,5,5,2025
67018102,67_67399_5136980,C910418-04,1S,9,B,5,5,2025
67018102,67_67399_5136980,C910429-02,1S,9,A,5,5,2025
