stu_id,site_id,abs_date,grade,schoolyr,absence_days
67012769,67_67399_5136971,5/6/25,1,2024-2025,1
67012769,67_67399_5136971,5/9/25,1,2024-2025,1
67012769,67_67399_5136971,6/5/25,1,2024-2025,1
67012770,67_67399_5136971,3/20/25,1,2024-2025,1
67012770,67_67399_5136971,8/28/24,1,2024-2025,1
67012770,67_67399_5136971,9/26/24,1,2024-2025,1
67012771,67_67399_5136971,1/9/25,1,2024-2025,1
67012771,67_67399_5136971,11/14/24,1,2024-2025,1
67012771,67_67399_5136971,11/15/24,1,2024-2025,1
67012771,67_67399_5136971,11/21/24,1,2024-2025,1
67012771,67_67399_5136971,12/10/24,1,2024-2025,1
67012771,67_67399_5136971,12/17/24,1,2024-2025,1
67012771,67_67399_5136971,12/20/24,1,2024-2025,1
67012771,67_67399_5136971,12/3/24,1,2024-2025,1
67012771,67_67399_5136971,3/24/25,1,2024-2025,1
67012771,67_67399_5136971,5/19/25,1,2024-2025,1
67012771,67_67399_5136971,5/30/25,1,2024-2025,1
67012771,67_67399_5136971,6/5/25,1,2024-2025,1
67012771,67_67399_5136971,9/5/24,1,2024-2025,1
67012771,67_67399_5136971,9/6/24,1,2024-2025,1
67012772,67_67399_5136971,11/12/24,1,2024-2025,1
67012772,67_67399_5136971,11/7/24,1,2024-2025,1
67012772,67_67399_5136971,11/8/24,1,2024-2025,1
67012772,67_67399_5136971,12/16/24,1,2024-2025,1
67012772,67_67399_5136971,3/14/25,1,2024-2025,1
67012772,67_67399_5136971,4/14/25,1,2024-2025,1
67012772,67_67399_5136971,4/28/25,1,2024-2025,1
67012773,67_67399_5136971,12/16/24,1,2024-2025,1
67012773,67_67399_5136971,12/17/24,1,2024-2025,1
67012773,67_67399_5136971,12/18/24,1,2024-2025,1
67012773,67_67399_5136971,12/19/24,1,2024-2025,1
67012773,67_67399_5136971,12/20/24,1,2024-2025,1
67012773,67_67399_5136971,6/5/25,1,2024-2025,1
67012774,67_67399_5136971,1/15/25,1,2024-2025,1
67012774,67_67399_5136971,10/15/24,1,2024-2025,1
67012774,67_67399_5136971,10/25/24,1,2024-2025,1
67012774,67_67399_5136971,11/14/24,1,2024-2025,1
67012774,67_67399_5136971,11/21/24,1,2024-2025,1
67012774,67_67399_5136971,11/22/24,1,2024-2025,1
67012774,67_67399_5136971,12/4/24,1,2024-2025,1
67012774,67_67399_5136971,2/7/25,1,2024-2025,1
67012774,67_67399_5136971,3/21/25,1,2024-2025,1
67012774,67_67399_5136971,3/6/25,1,2024-2025,1
67012774,67_67399_5136971,3/7/25,1,2024-2025,1
67012774,67_67399_5136971,4/17/25,1,2024-2025,1
67012774,67_67399_5136971,4/29/25,1,2024-2025,1
67012774,67_67399_5136971,5/19/25,1,2024-2025,1
67012774,67_67399_5136971,8/22/24,1,2024-2025,1
67012774,67_67399_5136971,9/5/24,1,2024-2025,1
67012775,67_67399_5136971,10/18/24,1,2024-2025,1
67012775,67_67399_5136971,11/1/24,1,2024-2025,1
67012775,67_67399_5136971,11/12/24,1,2024-2025,1
67012775,67_67399_5136971,12/20/24,1,2024-2025,1
67012775,67_67399_5136971,12/9/24,1,2024-2025,1
67012775,67_67399_5136971,2/20/25,1,2024-2025,1
67012775,67_67399_5136971,3/17/25,1,2024-2025,1
67012775,67_67399_5136971,4/15/25,1,2024-2025,1
67012775,67_67399_5136971,5/19/25,1,2024-2025,1
67012775,67_67399_5136971,5/20/25,1,2024-2025,1
67012775,67_67399_5136971,5/22/25,1,2024-2025,1
67012775,67_67399_5136971,5/5/25,1,2024-2025,1
67012775,67_67399_5136971,6/3/25,1,2024-2025,1
67012775,67_67399_5136971,9/27/24,1,2024-2025,1
67012776,67_67399_5136971,1/27/25,1,2024-2025,1
67012776,67_67399_5136971,11/21/24,1,2024-2025,1
67012776,67_67399_5136971,11/22/24,1,2024-2025,1
67012776,67_67399_5136971,3/13/25,1,2024-2025,1
67012776,67_67399_5136971,3/14/25,1,2024-2025,1
67012777,67_67399_5136971,1/28/25,1,2024-2025,1
67012777,67_67399_5136971,12/4/24,1,2024-2025,1
67012777,67_67399_5136971,3/13/25,1,2024-2025,1
67012778,67_67399_5136971,12/10/24,1,2024-2025,1
67012778,67_67399_5136971,12/12/24,1,2024-2025,1
67012778,67_67399_5136971,2/5/25,1,2024-2025,1
67012778,67_67399_5136971,2/6/25,1,2024-2025,1
67012778,67_67399_5136971,3/10/25,1,2024-2025,1
67012778,67_67399_5136971,3/11/25,1,2024-2025,1
67012778,67_67399_5136971,3/13/25,1,2024-2025,1
67012778,67_67399_5136971,3/19/25,1,2024-2025,1
67012778,67_67399_5136971,3/20/25,1,2024-2025,1
67012778,67_67399_5136971,3/21/25,1,2024-2025,1
67012778,67_67399_5136971,3/5/25,1,2024-2025,1
67012778,67_67399_5136971,4/17/25,1,2024-2025,1
67012778,67_67399_5136971,5/1/25,1,2024-2025,1
67012778,67_67399_5136971,5/30/25,1,2024-2025,1
67012778,67_67399_5136971,6/5/25,1,2024-2025,1
67012779,67_67399_5136971,10/2/24,1,2024-2025,1
67012779,67_67399_5136971,10/28/24,1,2024-2025,1
67012779,67_67399_5136971,10/29/24,1,2024-2025,1
67012779,67_67399_5136971,12/6/24,1,2024-2025,1
67012779,67_67399_5136971,2/20/25,1,2024-2025,1
67012779,67_67399_5136971,2/21/25,1,2024-2025,1
67012779,67_67399_5136971,4/15/25,1,2024-2025,1
67012779,67_67399_5136971,9/4/24,1,2024-2025,1
67012780,67_67399_5136971,10/11/24,1,2024-2025,1
67012780,67_67399_5136971,10/8/24,1,2024-2025,1
67012780,67_67399_5136971,10/9/24,1,2024-2025,1
67012780,67_67399_5136971,11/15/24,1,2024-2025,1
67012780,67_67399_5136971,12/16/24,1,2024-2025,1
67012780,67_67399_5136971,12/2/24,1,2024-2025,1
67012780,67_67399_5136971,12/3/24,1,2024-2025,1
67012780,67_67399_5136971,2/3/25,1,2024-2025,1
67012780,67_67399_5136971,3/13/25,1,2024-2025,1
67012780,67_67399_5136971,3/24/25,1,2024-2025,1
67012780,67_67399_5136971,5/2/25,1,2024-2025,1
67012780,67_67399_5136971,5/27/25,1,2024-2025,1
67012780,67_67399_5136971,8/29/24,1,2024-2025,1
67012780,67_67399_5136971,8/30/24,1,2024-2025,1
67012780,67_67399_5136971,9/4/24,1,2024-2025,1
67012781,67_67399_5136971,1/10/25,1,2024-2025,1
67012781,67_67399_5136971,1/13/25,1,2024-2025,1
67012781,67_67399_5136971,1/24/25,1,2024-2025,1
67012781,67_67399_5136971,1/27/25,1,2024-2025,1
67012781,67_67399_5136971,1/6/25,1,2024-2025,1
67012781,67_67399_5136971,1/9/25,1,2024-2025,1
67012781,67_67399_5136971,10/24/24,1,2024-2025,1
67012781,67_67399_5136971,11/12/24,1,2024-2025,1
67012781,67_67399_5136971,11/8/24,1,2024-2025,1
67012781,67_67399_5136971,12/2/24,1,2024-2025,1
67012781,67_67399_5136971,12/4/24,1,2024-2025,1
67012781,67_67399_5136971,12/5/24,1,2024-2025,1
67012781,67_67399_5136971,12/6/24,1,2024-2025,1
67012781,67_67399_5136971,2/24/25,1,2024-2025,1
67012781,67_67399_5136971,2/3/25,1,2024-2025,1
67012781,67_67399_5136971,3/10/25,1,2024-2025,1
67012781,67_67399_5136971,3/17/25,1,2024-2025,1
67012781,67_67399_5136971,3/19/25,1,2024-2025,1
67012781,67_67399_5136971,3/7/25,1,2024-2025,1
67012781,67_67399_5136971,4/15/25,1,2024-2025,1
67012781,67_67399_5136971,4/16/25,1,2024-2025,1
67012781,67_67399_5136971,4/17/25,1,2024-2025,1
67012781,67_67399_5136971,4/28/25,1,2024-2025,1
67012781,67_67399_5136971,4/7/25,1,2024-2025,1
67012781,67_67399_5136971,5/1/25,1,2024-2025,1
67012781,67_67399_5136971,5/12/25,1,2024-2025,1
67012781,67_67399_5136971,5/19/25,1,2024-2025,1
67012781,67_67399_5136971,5/2/25,1,2024-2025,1
67012781,67_67399_5136971,6/2/25,1,2024-2025,1
67012781,67_67399_5136971,6/3/25,1,2024-2025,1
67012781,67_67399_5136971,6/4/25,1,2024-2025,1
67012781,67_67399_5136971,6/5/25,1,2024-2025,1
67012781,67_67399_5136971,9/16/24,1,2024-2025,1
67012781,67_67399_5136971,9/27/24,1,2024-2025,1
67012781,67_67399_5136971,9/30/24,1,2024-2025,1
67012781,67_67399_5136971,9/6/24,1,2024-2025,1
67012782,67_67399_5136971,1/15/25,1,2024-2025,1
67012782,67_67399_5136971,1/8/25,1,2024-2025,1
67012782,67_67399_5136971,11/21/24,1,2024-2025,1
67012782,67_67399_5136971,12/12/24,1,2024-2025,1
67012782,67_67399_5136971,3/6/25,1,2024-2025,1
67012782,67_67399_5136971,4/29/25,1,2024-2025,1
67012782,67_67399_5136971,4/30/25,1,2024-2025,1
67012782,67_67399_5136971,5/5/25,1,2024-2025,1
67012782,67_67399_5136971,5/6/25,1,2024-2025,1
67012782,67_67399_5136971,5/7/25,1,2024-2025,1
67012782,67_67399_5136971,5/8/25,1,2024-2025,1
67012782,67_67399_5136971,5/9/25,1,2024-2025,1
67012782,67_67399_5136971,9/10/24,1,2024-2025,1
67012782,67_67399_5136971,9/4/24,1,2024-2025,1
67012782,67_67399_5136971,9/5/24,1,2024-2025,1
67012782,67_67399_5136971,9/6/24,1,2024-2025,1
67012782,67_67399_5136971,9/9/24,1,2024-2025,1
67012783,67_67399_5136971,1/10/25,1,2024-2025,1
67012783,67_67399_5136971,1/16/25,1,2024-2025,1
67012783,67_67399_5136971,1/17/25,1,2024-2025,1
67012783,67_67399_5136971,1/31/25,1,2024-2025,1
67012783,67_67399_5136971,1/8/25,1,2024-2025,1
67012783,67_67399_5136971,11/15/24,1,2024-2025,1
67012783,67_67399_5136971,12/18/24,1,2024-2025,1
67012783,67_67399_5136971,12/3/24,1,2024-2025,1
67012783,67_67399_5136971,2/11/25,1,2024-2025,1
67012783,67_67399_5136971,2/12/25,1,2024-2025,1
67012783,67_67399_5136971,2/13/25,1,2024-2025,1
67012783,67_67399_5136971,2/14/25,1,2024-2025,1
67012783,67_67399_5136971,2/24/25,1,2024-2025,1
67012783,67_67399_5136971,3/13/25,1,2024-2025,1
67012783,67_67399_5136971,3/26/25,1,2024-2025,1
67012783,67_67399_5136971,3/3/25,1,2024-2025,1
67012783,67_67399_5136971,3/6/25,1,2024-2025,1
67012783,67_67399_5136971,5/13/25,1,2024-2025,1
67012783,67_67399_5136971,9/17/24,1,2024-2025,1
67012783,67_67399_5136971,9/18/24,1,2024-2025,1
67012785,67_67399_5136971,10/23/24,1,2024-2025,1
67012785,67_67399_5136971,10/30/24,1,2024-2025,1
67012785,67_67399_5136971,12/16/24,1,2024-2025,1
67012785,67_67399_5136971,12/5/24,1,2024-2025,1
67012785,67_67399_5136971,12/6/24,1,2024-2025,1
67012785,67_67399_5136971,2/11/25,1,2024-2025,1
67012785,67_67399_5136971,2/12/25,1,2024-2025,1
67012785,67_67399_5136971,5/23/25,1,2024-2025,1
67012786,67_67399_5136971,1/13/25,1,2024-2025,1
67012786,67_67399_5136971,1/22/25,1,2024-2025,1
67012786,67_67399_5136971,1/23/25,1,2024-2025,1
67012786,67_67399_5136971,10/11/24,1,2024-2025,1
67012786,67_67399_5136971,10/2/24,1,2024-2025,1
67012786,67_67399_5136971,12/16/24,1,2024-2025,1
67012786,67_67399_5136971,2/26/25,1,2024-2025,1
67012786,67_67399_5136971,2/6/25,1,2024-2025,1
67012786,67_67399_5136971,4/7/25,1,2024-2025,1
67012786,67_67399_5136971,5/1/25,1,2024-2025,1
67012786,67_67399_5136971,5/12/25,1,2024-2025,1
67012786,67_67399_5136971,6/3/25,1,2024-2025,1
67012786,67_67399_5136971,8/22/24,1,2024-2025,1
67012786,67_67399_5136971,9/12/24,1,2024-2025,1
67012787,67_67399_5136971,1/8/25,1,2024-2025,1
67012787,67_67399_5136971,10/14/24,1,2024-2025,1
67012787,67_67399_5136971,10/21/24,1,2024-2025,1
67012787,67_67399_5136971,12/16/24,1,2024-2025,1
67012787,67_67399_5136971,4/15/25,1,2024-2025,1
67012787,67_67399_5136971,6/2/25,1,2024-2025,1
67012787,67_67399_5136971,9/30/24,1,2024-2025,1
67012788,67_67399_5136971,1/24/25,1,2024-2025,1
67012788,67_67399_5136971,1/27/25,1,2024-2025,1
67012788,67_67399_5136971,1/28/25,1,2024-2025,1
67012788,67_67399_5136971,1/30/25,1,2024-2025,1
67012788,67_67399_5136971,1/31/25,1,2024-2025,1
67012788,67_67399_5136971,10/1/24,1,2024-2025,1
67012788,67_67399_5136971,10/14/24,1,2024-2025,1
67012788,67_67399_5136971,10/15/24,1,2024-2025,1
67012788,67_67399_5136971,10/16/24,1,2024-2025,1
67012788,67_67399_5136971,10/17/24,1,2024-2025,1
67012788,67_67399_5136971,10/18/24,1,2024-2025,1
67012788,67_67399_5136971,10/2/24,1,2024-2025,1
67012788,67_67399_5136971,10/25/24,1,2024-2025,1
67012788,67_67399_5136971,10/28/24,1,2024-2025,1
67012788,67_67399_5136971,10/3/24,1,2024-2025,1
67012788,67_67399_5136971,10/4/24,1,2024-2025,1
67012788,67_67399_5136971,11/1/24,1,2024-2025,1
67012788,67_67399_5136971,11/12/24,1,2024-2025,1
67012788,67_67399_5136971,11/18/24,1,2024-2025,1
67012788,67_67399_5136971,11/19/24,1,2024-2025,1
67012788,67_67399_5136971,11/4/24,1,2024-2025,1
67012788,67_67399_5136971,12/2/24,1,2024-2025,1
67012788,67_67399_5136971,12/9/24,1,2024-2025,1
67012788,67_67399_5136971,2/18/25,1,2024-2025,1
67012788,67_67399_5136971,2/24/25,1,2024-2025,1
67012788,67_67399_5136971,3/13/25,1,2024-2025,1
67012788,67_67399_5136971,3/14/25,1,2024-2025,1
67012788,67_67399_5136971,3/3/25,1,2024-2025,1
67012788,67_67399_5136971,3/4/25,1,2024-2025,1
67012788,67_67399_5136971,4/1/25,1,2024-2025,1
67012788,67_67399_5136971,4/28/25,1,2024-2025,1
67012788,67_67399_5136971,4/7/25,1,2024-2025,1
67012788,67_67399_5136971,5/12/25,1,2024-2025,1
67012788,67_67399_5136971,8/26/24,1,2024-2025,1
67012788,67_67399_5136971,9/16/24,1,2024-2025,1
67012788,67_67399_5136971,9/27/24,1,2024-2025,1
67012788,67_67399_5136971,9/30/24,1,2024-2025,1
67012788,67_67399_5136971,9/6/24,1,2024-2025,1
67012789,67_67399_5136971,1/8/25,1,2024-2025,1
67012789,67_67399_5136971,10/28/24,1,2024-2025,1
67012789,67_67399_5136971,11/1/24,1,2024-2025,1
67012789,67_67399_5136971,11/13/24,1,2024-2025,1
67012789,67_67399_5136971,11/14/24,1,2024-2025,1
67012789,67_67399_5136971,12/11/24,1,2024-2025,1
67012789,67_67399_5136971,12/19/24,1,2024-2025,1
67012789,67_67399_5136971,12/20/24,1,2024-2025,1
67012789,67_67399_5136971,2/12/25,1,2024-2025,1
67012789,67_67399_5136971,2/13/25,1,2024-2025,1
67012789,67_67399_5136971,3/13/25,1,2024-2025,1
67012789,67_67399_5136971,3/14/25,1,2024-2025,1
67012789,67_67399_5136971,3/24/25,1,2024-2025,1
67012789,67_67399_5136971,3/28/25,1,2024-2025,1
67012789,67_67399_5136971,3/3/25,1,2024-2025,1
67012789,67_67399_5136971,3/7/25,1,2024-2025,1
67012789,67_67399_5136971,5/16/25,1,2024-2025,1
67012789,67_67399_5136971,5/23/25,1,2024-2025,1
67012789,67_67399_5136971,5/27/25,1,2024-2025,1
67012789,67_67399_5136971,5/7/25,1,2024-2025,1
67012789,67_67399_5136971,5/8/25,1,2024-2025,1
67012789,67_67399_5136971,8/23/24,1,2024-2025,1
67012789,67_67399_5136971,9/10/24,1,2024-2025,1
67012789,67_67399_5136971,9/13/24,1,2024-2025,1
67012790,67_67399_5136971,1/24/25,1,2024-2025,1
67012790,67_67399_5136971,10/9/24,1,2024-2025,1
67012790,67_67399_5136971,12/18/24,1,2024-2025,1
67012791,67_67399_5136971,8/29/24,1,2024-2025,1
67012792,67_67399_5136971,1/15/25,1,2024-2025,1
67012792,67_67399_5136971,1/22/25,1,2024-2025,1
67012792,67_67399_5136971,1/8/25,1,2024-2025,1
67012792,67_67399_5136971,10/14/24,1,2024-2025,1
67012792,67_67399_5136971,10/21/24,1,2024-2025,1
67012792,67_67399_5136971,10/28/24,1,2024-2025,1
67012792,67_67399_5136971,11/12/24,1,2024-2025,1
67012792,67_67399_5136971,11/20/24,1,2024-2025,1
67012792,67_67399_5136971,12/10/24,1,2024-2025,1
67012792,67_67399_5136971,12/2/24,1,2024-2025,1
