stu_id,section_id,site_id,start_date,leave_date,schoolyr
67012776,2 BC-SI-07,67_67399_5136971,8/11/25,,2025-2026
67012896,4 BC-SI-16,67_67399_5136971,8/11/25,,2025-2026
67012896,4 BC-SI-22,67_67399_5136971,8/11/25,,2025-2026
67012818,3 BC-SI-5,67_67399_5136971,8/11/25,,2025-2026
67012818,3 BC-SI-8,67_67399_5136971,8/11/25,,2025-2026
67012715,1 BC-SI-03,67_67399_5136971,8/11/25,,2025-2026
67012715,1 BC-SI-04,67_67399_5136971,8/11/25,,2025-2026
67013022,6 BC-SI-18,67_67399_5136971,8/11/25,,2025-2026
67013022,6 BC-SI-19,67_67399_5136971,8/11/25,,2025-2026
67012816,3 BC-SI-5,67_67399_5136971,8/11/25,,2025-2026
67012816,3 BC-SI-8,67_67399_5136971,8/11/25,,2025-2026
67012752,2 BC-SI-06,67_67399_5136971,8/11/25,,2025-2026
67012752,2 BC-SI-07,67_67399_5136971,8/11/25,,2025-2026
67012797,2 BC-SI-06,67_67399_5136971,8/11/25,,2025-2026
67012797,2 BC-SI-07,67_67399_5136971,8/11/25,,2025-2026
67012928,5-BC-SI-17,67_67399_5136971,8/11/25,,2025-2026
67012928,5BC-SI-20,67_67399_5136971,8/11/25,,2025-2026
67012759,2 BC-SI-06,67_67399_5136971,8/11/25,,2025-2026
67012759,2 BC-SI-07,67_67399_5136971,8/11/25,,2025-2026
67012979,5-BC-SI-17,67_67399_5136971,8/11/25,,2025-2026
67012979,5BC-SI-20,67_67399_5136971,8/11/25,,2025-2026
67013053,6 BC-SI-18,67_67399_5136971,8/11/25,,2025-2026
67013053,6 BC-SI-19,67_67399_5136971,8/11/25,,2025-2026
67012794,2 BC-SI-06,67_67399_5136971,8/11/25,,2025-2026
67012794,2 BC-SI-07,67_67399_5136971,8/11/25,,2025-2026
67012855,3 BC-SI-5,67_67399_5136971,8/11/25,,2025-2026
67012855,3 BC-SI-8,67_67399_5136971,8/11/25,,2025-2026
67012922,5-BC-SI-17,67_67399_5136971,8/11/25,,2025-2026
67012922,5BC-SI-20,67_67399_5136971,8/11/25,,2025-2026
67012871,4 BC-SI-16,67_67399_5136971,8/11/25,,2025-2026
67012871,4 BC-SI-22,67_67399_5136971,8/11/25,,2025-2026
67012894,4 BC-SI-16,67_67399_5136971,8/11/25,,2025-2026
67012894,4 BC-SI-22,67_67399_5136971,8/11/25,,2025-2026
67012742,1 BC-SI-03,67_67399_5136971,8/11/25,,2025-2026
67012742,1 BC-SI-04,67_67399_5136971,8/11/25,,2025-2026
67012766,2 BC-SI-06,67_67399_5136971,8/11/25,,2025-2026
67012766,2 BC-SI-07,67_67399_5136971,8/11/25,,2025-2026
67013082,0495-01,67_67399_5136978,8/11/25,,2025-2026
67013082,0495-02,67_67399_5136978,8/11/25,,2025-2026
67013117,0495-01,67_67399_5136978,8/11/25,,2025-2026
67013117,0495-02,67_67399_5136978,8/11/25,,2025-2026
67013079,0495-01,67_67399_5136978,8/11/25,,2025-2026
67013079,0495-02,67_67399_5136978,8/11/25,,2025-2026
67012781,2 BC-SI-06,67_67399_5136971,8/11/25,,2025-2026
67012781,2 BC-SI-07,67_67399_5136971,8/11/25,,2025-2026
67013096,0495-01,67_67399_5136978,8/11/25,,2025-2026
67013096,0495-02,67_67399_5136978,8/11/25,,2025-2026
67013078,0495-01,67_67399_5136978,8/11/25,,2025-2026
67013078,0495-02,67_67399_5136978,8/11/25,,2025-2026
67013038,6 BC-SI-18,67_67399_5136971,8/11/25,,2025-2026
67013038,6 BC-SI-19,67_67399_5136971,8/11/25,,2025-2026
67012744,1 BC-SI-03,67_67399_5136971,8/11/25,,2025-2026
67012744,1 BC-SI-04,67_67399_5136971,8/11/25,,2025-2026
67012879,4 BC-SI-16,67_67399_5136971,8/11/25,,2025-2026
67012879,4 BC-SI-22,67_67399_5136971,8/11/25,,2025-2026
67012724,1 BC-SI-03,67_67399_5136971,8/11/25,,2025-2026
67012724,1 BC-SI-04,67_67399_5136971,8/11/25,,2025-2026
67012863,4 BC-SI-16,67_67399_5136971,8/11/25,,2025-2026
67012863,4 BC-SI-22,67_67399_5136971,8/11/25,,2025-2026
67012700,1 BC-SI-03,67_67399_5136971,8/11/25,,2025-2026
67012700,1 BC-SI-04,67_67399_5136971,8/11/25,,2025-2026
67013017,6 BC-SI-18,67_67399_5136971,8/11/25,,2025-2026
67013017,6 BC-SI-19,67_67399_5136971,8/11/25,,2025-2026
67012885,4 BC-SI-16,67_67399_5136971,8/11/25,,2025-2026
67012885,4 BC-SI-22,67_67399_5136971,8/11/25,,2025-2026
67012807,3 BC-SI-5,67_67399_5136971,8/11/25,,2025-2026
67012807,3 BC-SI-8,67_67399_5136971,8/11/25,,2025-2026
67012934,5-BC-SI-17,67_67399_5136971,8/11/25,,2025-2026
67012934,5BC-SI-20,67_67399_5136971,8/11/25,,2025-2026
67012682,K BC-SI-1,67_67399_5136971,8/11/25,,2025-2026
67012682,K BC-SI-2,67_67399_5136971,8/11/25,,2025-2026
67013009,6 BC-SI-18,67_67399_5136971,8/11/25,,2025-2026
67013009,6 BC-SI-19,67_67399_5136971,8/11/25,,2025-2026
67012687,K BC-SI-1,67_67399_5136971,8/11/25,,2025-2026
67012687,K BC-SI-2,67_67399_5136971,8/11/25,,2025-2026
67013002,6 BC-SI-18,67_67399_5136971,8/11/25,,2025-2026
67013002,6 BC-SI-19,67_67399_5136971,8/11/25,,2025-2026
67012775,2 BC-SI-06,67_67399_5136971,8/11/25,,2025-2026
67012775,2 BC-SI-07,67_67399_5136971,8/11/25,,2025-2026
67013052,6 BC-SI-18,67_67399_5136971,8/11/25,,2025-2026
67013052,6 BC-SI-19,67_67399_5136971,8/11/25,,2025-2026
67013027,6 BC-SI-18,67_67399_5136971,8/11/25,,2025-2026
67013027,6 BC-SI-19,67_67399_5136971,8/11/25,,2025-2026
67013107,0495-01,67_67399_5136978,8/11/25,,2025-2026
67013107,0495-02,67_67399_5136978,8/11/25,,2025-2026
67012786,2 BC-SI-06,67_67399_5136971,8/11/25,,2025-2026
67012786,2 BC-SI-07,67_67399_5136971,8/11/25,,2025-2026
67012721,1 BC-SI-03,67_67399_5136971,8/11/25,,2025-2026
67012721,1 BC-SI-04,67_67399_5136971,8/11/25,,2025-2026
67012962,5-BC-SI-17,67_67399_5136971,8/11/25,,2025-2026
67012962,5BC-SI-20,67_67399_5136971,8/11/25,,2025-2026
67012874,4 BC-SI-16,67_67399_5136971,8/11/25,,2025-2026
67012874,4 BC-SI-22,67_67399_5136971,8/11/25,,2025-2026
67012728,1 BC-SI-03,67_67399_5136971,8/11/25,,2025-2026
67012728,1 BC-SI-04,67_67399_5136971,8/11/25,,2025-2026
67013098,0495-01,67_67399_5136978,8/11/25,,2025-2026
67013098,0495-02,67_67399_5136978,8/11/25,,2025-2026
67013103,0495-01,67_67399_5136978,8/11/25,,2025-2026
67013103,0495-02,67_67399_5136978,8/11/25,,2025-2026
67012970,5-BC-SI-17,67_67399_5136971,8/11/25,,2025-2026
67012970,5BC-SI-20,67_67399_5136971,8/11/25,,2025-2026
67012936,5-BC-SI-17,67_67399_5136971,8/11/25,,2025-2026
67012936,5BC-SI-20,67_67399_5136971,8/11/25,,2025-2026
67012963,5-BC-SI-17,67_67399_5136971,8/11/25,,2025-2026
67012963,5BC-SI-20,67_67399_5136971,8/11/25,,2025-2026
67012908,5-BC-SI-17,67_67399_5136971,8/11/25,,2025-2026
67012908,5BC-SI-20,67_67399_5136971,8/11/25,,2025-2026
67012758,2 BC-SI-06,67_67399_5136971,8/11/25,,2025-2026
67012758,2 BC-SI-07,67_67399_5136971,8/11/25,,2025-2026
67012753,2 BC-SI-06,67_67399_5136971,8/11/25,,2025-2026
67012753,2 BC-SI-07,67_67399_5136971,8/11/25,,2025-2026
67012731,1 BC-SI-03,67_67399_5136971,8/11/25,,2025-2026
67012731,1 BC-SI-04,67_67399_5136971,8/11/25,,2025-2026
67012992,6 BC-SI-18,67_67399_5136971,8/11/25,,2025-2026
67012992,6 BC-SI-19,67_67399_5136971,8/11/25,,2025-2026
67013032,6 BC-SI-18,67_67399_5136971,8/11/25,,2025-2026
67013032,6 BC-SI-19,67_67399_5136971,8/11/25,,2025-2026
67013066,0495-01,67_67399_5136978,8/11/25,,2025-2026
67013066,0495-02,67_67399_5136978,8/11/25,,2025-2026
67012785,2 BC-SI-06,67_67399_5136971,8/11/25,,2025-2026
67012785,2 BC-SI-07,67_67399_5136971,8/11/25,,2025-2026
67012726,1 BC-SI-03,67_67399_5136971,8/11/25,,2025-2026
67012726,1 BC-SI-04,67_67399_5136971,8/11/25,,2025-2026
67013018,6 BC-SI-18,67_67399_5136971,8/11/25,,2025-2026
67013018,6 BC-SI-19,67_67399_5136971,8/11/25,,2025-2026
67012765,2 BC-SI-06,67_67399_5136971,8/11/25,,2025-2026
67012765,2 BC-SI-07,67_67399_5136971,8/11/25,,2025-2026
67012686,K BC-SI-1,67_67399_5136971,8/11/25,,2025-2026
67012686,K BC-SI-2,67_67399_5136971,8/11/25,,2025-2026
67012991,6 BC-SI-18,67_67399_5136971,8/11/25,,2025-2026
67012991,6 BC-SI-19,67_67399_5136971,8/11/25,,2025-2026
67012904,4 BC-SI-16,67_67399_5136971,8/11/25,,2025-2026
67012904,4 BC-SI-22,67_67399_5136971,8/11/25,,2025-2026
67012836,3 BC-SI-5,67_67399_5136971,8/11/25,,2025-2026
67012836,3 BC-SI-8,67_67399_5136971,8/11/25,,2025-2026
67013012,6 BC-SI-18,67_67399_5136971,8/11/25,,2025-2026
67013012,6 BC-SI-19,67_67399_5136971,8/11/25,,2025-2026
67013040,6 BC-SI-18,67_67399_5136971,8/11/25,,2025-2026
67013040,6 BC-SI-19,67_67399_5136971,8/11/25,,2025-2026
67012727,1 BC-SI-03,67_67399_5136971,8/11/25,,2025-2026
67012727,1 BC-SI-04,67_67399_5136971,8/11/25,,2025-2026
67012932,5-BC-SI-17,67_67399_5136971,8/11/25,,2025-2026
67012932,5BC-SI-20,67_67399_5136971,8/11/25,,2025-2026
67012946,5-BC-SI-17,67_67399_5136971,8/11/25,,2025-2026
67012946,5BC-SI-20,67_67399_5136971,8/11/25,,2025-2026
67012815,3 BC-SI-5,67_67399_5136971,8/11/25,,2025-2026
67012815,3 BC-SI-8,67_67399_5136971,8/11/25,,2025-2026
67012948,5-BC-SI-17,67_67399_5136971,8/11/25,,2025-2026
67012948,5BC-SI-20,67_67399_5136971,8/11/25,,2025-2026
67012754,2 BC-SI-06,67_67399_5136971,8/11/25,,2025-2026
67012754,2 BC-SI-07,67_67399_5136971,8/11/25,,2025-2026
67012919,5-BC-SI-17,67_67399_5136971,8/11/25,,2025-2026
67012919,5BC-SI-20,67_67399_5136971,8/11/25,,2025-2026
67012911,5-BC-SI-17,67_67399_5136971,8/11/25,,2025-2026
67012911,5BC-SI-20,67_67399_5136971,8/11/25,,2025-2026
67012840,3 BC-SI-5,67_67399_5136971,8/11/25,,2025-2026
67012840,3 BC-SI-8,67_67399_5136971,8/11/25,,2025-2026
67012868,4 BC-SI-16,67_67399_5136971,8/11/25,,2025-2026
67012868,4 BC-SI-22,67_67399_5136971,8/11/25,,2025-2026
67012697,1 BC-SI-03,67_67399_5136971,8/11/25,,2025-2026
67012697,1 BC-SI-04,67_67399_5136971,8/11/25,,2025-2026
67012735,1 BC-SI-03,67_67399_5136971,8/11/25,,2025-2026
67012735,1 BC-SI-04,67_67399_5136971,8/11/25,,2025-2026
67012888,4 BC-SI-16,67_67399_5136971,8/11/25,,2025-2026
67012888,4 BC-SI-22,67_67399_5136971,8/11/25,,2025-2026
67012800,2 BC-SI-06,67_67399_5136971,8/11/25,,2025-2026
67012800,2 BC-SI-07,67_67399_5136971,8/11/25,,2025-2026
67012952,5-BC-SI-17,67_67399_5136971,8/11/25,,2025-2026
67012952,5BC-SI-20,67_67399_5136971,8/11/25,,2025-2026
67012956,5-BC-SI-17,67_67399_5136971,8/11/25,,2025-2026
67012956,5BC-SI-20,67_67399_5136971,8/11/25,,2025-2026
67013057,0495-01,67_67399_5136978,8/11/25,,2025-2026
67013057,0495-02,67_67399_5136978,8/11/25,,2025-2026
67012822,3 BC-SI-5,67_67399_5136971,8/11/25,,2025-2026
67012822,3 BC-SI-8,67_67399_5136971,8/11/25,,2025-2026
67012949,5-BC-SI-17,67_67399_5136971,8/11/25,,2025-2026
67012949,5BC-SI-20,67_67399_5136971,8/11/25,,2025-2026
67012777,2 BC-SI-06,67_67399_5136971,8/11/25,,2025-2026
67012777,2 BC-SI-07,67_67399_5136971,8/11/25,,2025-2026
67012984,6 BC-SI-18,67_67399_5136971,8/11/25,,2025-2026
67012984,6 BC-SI-19,67_67399_5136971,8/11/25,,2025-2026
67012712,1 BC-SI-03,67_67399_5136971,8/11/25,,2025-2026
67012712,1 BC-SI-04,67_67399_5136971,8/11/25,,2025-2026
67012973,5-BC-SI-17,67_67399_5136971,8/11/25,,2025-2026
67012973,5BC-SI-20,67_67399_5136971,8/11/25,,2025-2026
67012787,2 BC-SI-06,67_67399_5136971,8/11/25,,2025-2026
67012787,2 BC-SI-07,67_67399_5136971,8/11/25,,2025-2026
67012966,5-BC-SI-17,67_67399_5136971,8/11/25,,2025-2026
67012966,5BC-SI-20,67_67399_5136971,8/11/25,,2025-2026
67012998,6 BC-SI-18,67_67399_5136971,8/11/25,,2025-2026
67012998,6 BC-SI-19,67_67399_5136971,8/11/25,,2025-2026
67012693,1 BC-SI-03,67_67399_5136971,8/11/25,,2025-2026
67012693,1 BC-SI-04,67_67399_5136971,8/11/25,,2025-2026
67012870,4 BC-SI-16,67_67399_5136971,8/11/25,,2025-2026
67012870,4 BC-SI-22,67_67399_5136971,8/11/25,,2025-2026
67013071,0495-01,67_67399_5136978,8/11/25,,2025-2026
67013071,0495-02,67_67399_5136978,8/11/25,,2025-2026
67012732,1 BC-SI-03,67_67399_5136971,8/11/25,,2025-2026
67012732,1 BC-SI-04,67_67399_5136971,8/11/25,,2025-2026
67012916,5-BC-SI-17,67_67399_5136971,8/11/25,,2025-2026
67012916,5BC-SI-20,67_67399_5136971,8/11/25,,2025-2026
67013114,0495-01,67_67399_5136978,8/11/25,,2025-2026
67013114,0495-02,67_67399_5136978,8/11/25,,2025-2026
67012685,K BC-SI-1,67_67399_5136971,8/11/25,,2025-2026
67012685,K BC-SI-2,67_67399_5136971,8/11/25,,2025-2026
67013037,6 BC-SI-18,67_67399_5136971,8/11/25,,2025-2026
67013037,6 BC-SI-19,67_67399_5136971,8/11/25,,2025-2026
67012750,2 BC-SI-06,67_67399_5136971,8/11/25,,2025-2026
67012750,2 BC-SI-07,67_67399_5136971,8/11/25,,2025-2026
67012935,5-BC-SI-17,67_67399_5136971,8/11/25,,2025-2026
67012935,5BC-SI-20,67_67399_5136971,8/11/25,,2025-2026
67013008,6 BC-SI-18,67_67399_5136971,8/11/25,,2025-2026
67013008,6 BC-SI-19,67_67399_5136971,8/11/25,,2025-2026
67012938,5-BC-SI-17,67_67399_5136971,8/11/25,,2025-2026
67012938,5BC-SI-20,67_67399_5136971,8/11/25,,2025-2026
67012833,3 BC-SI-5,67_67399_5136971,8/11/25,,2025-2026
67012833,3 BC-SI-8,67_67399_5136971,8/11/25,,2025-2026
67012955,5-BC-SI-17,67_67399_5136971,8/11/25,,2025-2026
67012955,5BC-SI-20,67_67399_5136971,8/11/25,,2025-2026
67012931,5-BC-SI-17,67_67399_5136971,8/11/25,,2025-2026
67012931,5BC-SI-20,67_67399_5136971,8/11/25,,2025-2026
67012835,3 BC-SI-5,67_67399_5136971,8/11/25,,2025-2026
67012835,3 BC-SI-8,67_67399_5136971,8/11/25,,2025-2026
67013046,6 BC-SI-18,67_67399_5136971,8/11/25,,2025-2026
67013046,6 BC-SI-19,67_67399_5136971,8/11/25,,2025-2026
67012774,2 BC-SI-06,67_67399_5136971,8/11/25,,2025-2026
67012774,2 BC-SI-07,67_67399_5136971,8/11/25,,2025-2026
67012701,1 BC-SI-03,67_67399_5136971,8/11/25,,2025-2026
67012701,1 BC-SI-04,67_67399_5136971,8/11/25,,2025-2026
67012918,5-BC-SI-17,67_67399_5136971,8/11/25,,2025-2026
67012918,5BC-SI-20,67_67399_5136971,8/11/25,,2025-2026
67013051,6 BC-SI-18,67_67399_5136971,8/11/25,,2025-2026
67013051,6 BC-SI-19,67_67399_5136971,8/11/25,,2025-2026
67012860,4 BC-SI-16,67_67399_5136971,8/11/25,,2025-2026
67012860,4 BC-SI-22,67_67399_5136971,8/11/25,,2025-2026
67012751,2 BC-SI-06,67_67399_5136971,8/11/25,,2025-2026
67012751,2 BC-SI-07,67_67399_5136971,8/11/25,,2025-2026
67012796,2 BC-SI-06,67_67399_5136971,8/11/25,,2025-2026
67012796,2 BC-SI-07,67_67399_5136971,8/11/25,,2025-2026
67013024,6 BC-SI-18,67_67399_5136971,8/11/25,,2025-2026
67013024,6 BC-SI-19,67_67399_5136971,8/11/25,,2025-2026
67012702,1 BC-SI-03,67_67399_5136971,8/11/25,,2025-2026
67012702,1 BC-SI-04,67_67399_5136971,8/11/25,,2025-2026
67012954,5-BC-SI-17,67_67399_5136971,8/11/25,,2025-2026
67012954,5BC-SI-20,67_67399_5136971,8/11/25,,2025-2026
67012714,1 BC-SI-03,67_67399_5136971,8/11/25,,2025-2026
67012714,1 BC-SI-04,67_67399_5136971,8/11/25,,2025-2026
67013048,6 BC-SI-18,67_67399_5136971,8/11/25,,2025-2026
67013048,6 BC-SI-19,67_67399_5136971,8/11/25,,2025-2026
67012688,1 BC-SI-03,67_67399_5136971,8/11/25,,2025-2026
67012688,1 BC-SI-04,67_67399_5136971,8/11/25,,2025-2026
67013075,0495-01,67_67399_5136978,8/11/25,,2025-2026
67013075,0495-02,67_67399_5136978,8/11/25,,2025-2026
67013050,6 BC-SI-18,67_67399_5136971,8/11/25,,2025-2026
67013050,6 BC-SI-19,67_67399_5136971,8/11/25,,2025-2026
67012745,1 BC-SI-03,67_67399_5136971,8/11/25,,2025-2026
67012745,1 BC-SI-04,67_67399_5136971,8/11/25,,2025-2026
67013086,0495-01,67_67399_5136978,8/11/25,,2025-2026
67013086,0495-02,67_67399_5136978,8/11/25,,2025-2026
67012974,5-BC-SI-17,67_67399_5136971,8/11/25,,2025-2026
67012974,5BC-SI-20,67_67399_5136971,8/11/25,,2025-2026
67013033,6 BC-SI-18,67_67399_5136971,8/11/25,,2025-2026
67013033,6 BC-SI-19,67_67399_5136971,8/11/25,,2025-2026
67012923,5-BC-SI-17,67_67399_5136971,8/11/25,,2025-2026
67012923,5BC-SI-20,67_67399_5136971,8/11/25,,2025-2026
67012814,3 BC-SI-5,67_67399_5136971,8/11/25,,2025-2026
67012814,3 BC-SI-8,67_67399_5136971,8/11/25,,2025-2026
67012773,2 BC-SI-06,67_67399_5136971,8/11/25,,2025-2026
67012773,2 BC-SI-07,67_67399_5136971,8/11/25,,2025-2026
67012747,1 BC-SI-03,67_67399_5136971,8/11/25,,2025-2026
67012747,1 BC-SI-04,67_67399_5136971,8/11/25,,2025-2026
67012842,3 BC-SI-5,67_67399_5136971,8/11/25,,2025-2026
67012842,3 BC-SI-8,67_67399_5136971,8/11/25,,2025-2026
67012875,4 BC-SI-16,67_67399_5136971,8/11/25,,2025-2026
67012875,4 BC-SI-22,67_67399_5136971,8/11/25,,2025-2026
67012801,2 BC-SI-06,67_67399_5136971,8/11/25,,2025-2026
67012801,2 BC-SI-07,67_67399_5136971,8/11/25,,2025-2026
67013034,6 BC-SI-18,67_67399_5136971,8/11/25,,2025-2026
67013034,6 BC-SI-19,67_67399_5136971,8/11/25,,2025-2026
67012718,1 BC-SI-03,67_67399_5136971,8/11/25,,2025-2026
67012718,1 BC-SI-04,67_67399_5136971,8/11/25,,2025-2026
67012720,1 BC-SI-03,67_67399_5136971,8/11/25,,2025-2026
67012720,1 BC-SI-04,67_67399_5136971,8/11/25,,2025-2026
67013092,0495-01,67_67399_5136978,8/11/25,,2025-2026
67013092,0495-02,67_67399_5136978,8/11/25,,2025-2026
67012899,4 BC-SI-16,67_67399_5136971,8/11/25,,2025-2026
67012899,4 BC-SI-22,67_67399_5136971,8/11/25,,2025-2026
