stu_id,site_id,incident_id,incident_date,schoolyr,incident_time,suspension_days,minor_incident,major_incident
67013277,67_67399_5136972,138095,4/11/26,2025-2026,9:28 AM,0,0,1
67013277,67_67399_5136972,138141,4/14/26,2025-2026,1:30 PM,0,0,1
67013277,67_67399_5136972,138175,4/16/26,2025-2026,2:39 PM,0,0,1
67013277,67_67399_5136972,138242,4/17/26,2025-2026,1:15 PM,0,1,0
67013277,67_67399_5136972,138243,4/29/26,2025-2026,11:40 AM,0,0,1
67013277,67_67399_5136972,138314,5/5/26,2025-2026,1:27 PM,1,0,0
67013287,67_67399_5136972,138337,5/6/26,2025-2026,9:55 AM,0,0,0
67013310,67_67399_5136972,137033,2/4/26,2025-2026,1:43 PM,0,1,0
67013318,67_67399_5136972,136704,1/15/26,2025-2026,10:52 AM,0,0,1
67013318,67_67399_5136972,137032,2/4/26,2025-2026,1:37 PM,0,1,0
67013318,67_67399_5136972,137235,2/14/26,2025-2026,3:01 PM,0,1,0
67013318,67_67399_5136972,137342,2/24/26,2025-2026,3:20 PM,0,0,1
67013329,67_67399_5136972,137705,3/18/26,2025-2026,2:03 PM,0,1,0
67013329,67_67399_5136972,138336,5/6/26,2025-2026,9:55 AM,0,0,0
67013342,67_67399_5136972,136680,1/14/26,2025-2026,11:43 AM,0,1,0
67013342,67_67399_5136972,137634,3/13/26,2025-2026,5:48 PM,0,0,1
67013342,67_67399_5136972,138091,4/10/26,2025-2026,4:14 PM,0,0,1
67013353,67_67399_5136972,136569,12/18/25,2025-2026,1:28 PM,0,1,0
67013353,67_67399_5136972,136664,1/13/26,2025-2026,1:37 PM,0,1,0
67013353,67_67399_5136972,138092,4/10/26,2025-2026,4:16 PM,0,0,1
67013353,67_67399_5136972,138335,5/6/26,2025-2026,9:55 AM,1,0,0
67013414,67_67399_5136972,138689,6/2/26,2025-2026,11:15 AM,0,0,1
67013448,67_67399_5136972,135502,9/19/25,2025-2026,5:08 PM,0,1,0
67013476,67_67399_5136972,136400,12/3/25,2025-2026,9:30 AM,0,0,0
67013516,67_67399_5136972,135786,10/11/25,2025-2026,10:30 AM,0,0,1
67013577,67_67399_5136972,135476,9/18/25,2025-2026,10:24 AM,0,1,0
67013577,67_67399_5136972,135667,10/4/25,2025-2026,10:02 AM,0,1,0
67013577,67_67399_5136972,136417,12/4/25,2025-2026,1:41 PM,0,1,0
67013599,67_67399_5136972,135505,9/20/25,2025-2026,11:21 AM,0,0,1
67013606,67_67399_5136972,135726,10/8/25,2025-2026,2:19 PM,0,1,1
67013606,67_67399_5136972,136727,1/16/26,2025-2026,10:19 AM,0,0,1
67013606,67_67399_5136972,137015,2/4/26,2025-2026,9:40 AM,0,0,1
67013606,67_67399_5136972,137277,2/20/26,2025-2026,10:16 AM,1,0,2
67013609,67_67399_5136972,137188,2/13/26,2025-2026,9:45 AM,0,0,1
67013619,67_67399_5136972,135725,10/8/25,2025-2026,2:15 PM,0,1,1
67013639,67_67399_5136972,136475,12/10/25,2025-2026,11:03 AM,0,0,1
67013656,67_67399_5136972,137167,2/12/26,2025-2026,12:34 PM,0,0,1
67013656,67_67399_5136972,138131,4/14/26,2025-2026,1:17 PM,0,0,1
67013693,67_67399_5136972,135769,10/10/25,2025-2026,1:47 PM,0,1,0
67013693,67_67399_5136972,137970,3/21/26,2025-2026,1:53 PM,0,0,1
67013693,67_67399_5136972,137971,3/21/26,2025-2026,1:53 PM,0,0,1
67013701,67_67399_5136972,137161,2/12/26,2025-2026,10:50 AM,0,1,1
67013701,67_67399_5136972,137294,2/21/26,2025-2026,10:32 AM,0,0,1
67013701,67_67399_5136972,138433,5/13/26,2025-2026,9:15 AM,0,0,1
67013818,67_67399_5136978,137670,3/14/26,2025-2026,2:50 PM,0,0,0
67013822,67_67399_5136978,136804,1/23/26,2025-2026,9:40 AM,0,1,0
67013822,67_67399_5136978,136998,2/3/26,2025-2026,11:36 AM,0,3,0
67013822,67_67399_5136978,137558,3/10/26,2025-2026,2:01 PM,0,3,0
67013822,67_67399_5136978,138521,5/16/26,2025-2026,2:24 PM,0,0,1
67013826,67_67399_5136978,137613,3/12/26,2025-2026,10:00 AM,1,0,1
67013830,67_67399_5136978,137669,3/14/26,2025-2026,2:50 PM,1,0,0
67013838,67_67399_5136978,136170,11/12/25,2025-2026,10:49 AM,0,2,0
67013838,67_67399_5136978,136452,12/6/25,2025-2026,12:15 PM,1,0,0
67013838,67_67399_5136978,136803,1/23/26,2025-2026,9:37 AM,0,1,0
67013838,67_67399_5136978,137560,3/10/26,2025-2026,2:06 PM,0,2,0
67013866,67_67399_5136978,135627,10/2/25,2025-2026,9:30 AM,0,1,0
67013872,67_67399_5136978,136756,1/16/26,2025-2026,11:30 AM,2,0,0
67013877,67_67399_5136978,137966,4/3/26,2025-2026,1:34 PM,0,2,0
67013885,67_67399_5136978,136754,1/16/26,2025-2026,11:30 AM,1,0,0
67013885,67_67399_5136978,137965,4/3/26,2025-2026,1:30 PM,0,1,0
67013886,67_67399_5136978,136997,2/3/26,2025-2026,11:32 AM,0,3,0
67013886,67_67399_5136978,137559,3/10/26,2025-2026,2:04 PM,0,3,0
67012774,67_67399_5136971,137420,2/27/26,2025-2026,11:45 AM,3,0,0
67014089,67_67399_5136973,138536,5/19/26,2025-2026,1:33 PM,0,1,0
67014105,67_67399_5136973,136670,1/13/26,2025-2026,2:55 PM,0,1,0
67014112,67_67399_5136973,136669,1/13/26,2025-2026,2:43 PM,0,1,0
67014112,67_67399_5136973,138363,5/7/26,2025-2026,1:59 PM,0,1,0
67014477,67_67399_5136978,137612,3/12/26,2025-2026,4:37 PM,0,0,1
67014488,67_67399_5136978,136545,12/4/25,2025-2026,1:45 PM,0,0,1
67014161,67_67399_5136973,135590,9/27/25,2025-2026,3:10 PM,0,0,0
67014161,67_67399_5136973,138143,4/15/26,2025-2026,8:30 AM,0,0,0
67014161,67_67399_5136973,138228,4/29/26,2025-2026,9:46 AM,0,0,0
67014549,67_67399_5136974,137969,4/3/26,2025-2026,1:09 PM,0,0,0
67014581,67_67399_5136974,138313,5/2/26,2025-2026,2:02 PM,0,0,0
67014583,67_67399_5136974,137581,3/11/26,2025-2026,1:15 PM,0,1,0
67014663,67_67399_5136974,137810,3/21/26,2025-2026,11:20 AM,0,1,0
67014672,67_67399_5136974,137724,3/19/26,2025-2026,11:55 AM,0,1,0
67014676,67_67399_5136974,138254,4/30/26,2025-2026,1:19 PM,0,0,1
67014700,67_67399_5136974,137749,3/19/26,2025-2026,11:55 AM,0,1,0
67014723,67_67399_5136974,137576,3/11/26,2025-2026,12:12 PM,0,1,0
67014726,67_67399_5136974,137102,2/6/26,2025-2026,3:36 PM,0,1,0
67014735,67_67399_5136974,138081,4/10/26,2025-2026,11:18 AM,0,1,1
67014735,67_67399_5136974,138116,4/14/26,2025-2026,8:31 AM,0,1,0
67014735,67_67399_5136974,138316,5/6/26,2025-2026,8:10 AM,0,1,0
67014735,67_67399_5136974,138355,5/7/26,2025-2026,12:23 PM,0,0,1
67014772,67_67399_5136974,136150,11/8/25,2025-2026,1:48 PM,0,1,0
67014772,67_67399_5136974,136921,1/29/26,2025-2026,1:07 PM,0,2,0
67014772,67_67399_5136974,137126,2/7/26,2025-2026,3:12 PM,0,2,0
67014772,67_67399_5136974,137300,2/21/26,2025-2026,12:47 PM,0,0,1
67014772,67_67399_5136974,138496,5/15/26,2025-2026,2:25 PM,0,0,1
67014772,67_67399_5136974,138597,5/22/26,2025-2026,12:14 PM,0,2,0
67014783,67_67399_5136974,136577,12/19/25,2025-2026,12:05 PM,0,0,1
67014783,67_67399_5136974,136615,1/8/26,2025-2026,8:56 AM,0,1,0
67014783,67_67399_5136974,137806,3/24/26,2025-2026,2:34 PM,1,0,0
67014783,67_67399_5136974,137854,3/26/26,2025-2026,11:12 AM,0,1,0
67014783,67_67399_5136974,138068,4/10/26,2025-2026,8:25 AM,0,0,1
67014783,67_67399_5136974,138438,5/13/26,2025-2026,10:47 AM,0,1,0
67014783,67_67399_5136974,138495,5/15/26,2025-2026,2:21 PM,0,0,1
67014783,67_67399_5136974,138626,5/27/26,2025-2026,8:18 AM,0,0,1
67014800,67_67399_5136974,135183,8/23/25,2025-2026,10:53 AM,5,0,0
67014804,67_67399_5136974,136603,1/7/26,2025-2026,12:10 PM,0,0,1
67014805,67_67399_5136974,136336,11/21/25,2025-2026,2:19 PM,0,1,0
67014807,67_67399_5136974,136746,1/16/26,2025-2026,2:51 PM,0,1,0
67014813,67_67399_5136974,136675,1/14/26,2025-2026,10:03 AM,0,1,0
67014815,67_67399_5136974,135495,9/19/25,2025-2026,1:37 PM,0,1,0
67014816,67_67399_5136974,136558,12/17/25,2025-2026,12:01 PM,0,0,1
67014818,67_67399_5136974,138140,4/14/26,2025-2026,4:06 PM,0,2,0
67014818,67_67399_5136974,138206,4/28/26,2025-2026,8:38 AM,0,1,0
67014819,67_67399_5136974,138094,4/11/26,2025-2026,8:20 AM,0,0,1
67014838,67_67399_5136974,136697,1/15/26,2025-2026,7:48 AM,0,1,0
67014838,67_67399_5136974,137526,3/6/26,2025-2026,2:45 PM,0,0,1
67014846,67_67399_5136974,135499,9/19/25,2025-2026,3:09 PM,0,1,0
67014846,67_67399_5136974,137752,3/20/26,2025-2026,2:01 PM,0,1,0
67014854,67_67399_5136974,136696,1/15/26,2025-2026,7:42 AM,0,1,0
67014858,67_67399_5136974,137319,2/24/26,2025-2026,10:04 AM,0,1,0
67014861,67_67399_5136974,137823,3/24/26,2025-2026,2:30 PM,0,0,0
67014871,67_67399_5136974,136709,1/15/26,2025-2026,12:35 PM,0,0,0
67014878,67_67399_5136974,135947,10/25/25,2025-2026,10:15 AM,0,1,1
67014878,67_67399_5136974,137958,4/3/26,2025-2026,11:39 AM,0,1,1
67014878,67_67399_5136974,138084,4/10/26,2025-2026,12:02 PM,0,2,1
67014878,67_67399_5136974,138263,5/1/26,2025-2026,10:00 AM,0,2,0
67014878,67_67399_5136974,138308,5/5/26,2025-2026,12:35 PM,0,1,0
67014878,67_67399_5136974,138309,5/5/26,2025-2026,12:35 PM,0,1,0
67014878,67_67399_5136974,138513,5/15/26,2025-2026,12:25 PM,0,0,0
67014888,67_67399_5136974,138441,5/13/26,2025-2026,12:37 PM,0,0,0
67014891,67_67399_5136974,136938,1/29/26,2025-2026,10:23 PM,0,0,0
67014897,67_67399_5136974,137390,2/27/26,2025-2026,9:10 AM,0,1,1
67014897,67_67399_5136974,138484,5/15/26,2025-2026,12:36 PM,0,1,0
67014902,67_67399_5136974,137156,2/11/26,2025-2026,2:00 PM,0,0,0
67014904,67_67399_5136974,136800,1/23/26,2025-2026,8:58 AM,0,0,0
67014904,67_67399_5136974,137025,2/4/26,2025-2026,11:23 AM,0,1,0
67014909,67_67399_5136974,137014,2/3/26,2025-2026,9:32 AM,0,1,0
67014919,67_67399_5136974,138293,5/2/26,2025-2026,10:29 AM,0,2,0
67014920,67_67399_5136974,135452,9/13/25,2025-2026,11:59 AM,0,1,0
67014920,67_67399_5136974,136650,1/10/26,2025-2026,2:40 PM,0,1,0
67014932,67_67399_5136974,135290,8/29/25,2025-2026,12:25 PM,0,0,1
67014932,67_67399_5136974,136914,1/29/26,2025-2026,12:06 PM,0,0,0
67014937,67_67399_5136974,138331,5/6/26,2025-2026,1:41 PM,0,0,0
67014941,67_67399_5136974,137478,3/5/26,2025-2026,11:50 AM,0,2,0
67014941,67_67399_5136974,137758,3/20/26,2025-2026,4:27 PM,0,2,0
67014943,67_67399_5136974,135292,8/29/25,2025-2026,12:25 PM,0,0,1
67014944,67_67399_5136974,135660,10/3/25,2025-2026,2:03 PM,0,1,0
67014948,67_67399_5136974,136982,1/31/26,2025-2026,12:46 PM,0,0,0
67014957,67_67399_5136974,138609,5/23/26,2025-2026,10:39 AM,0,1,0
67014964,67_67399_5136974,135654,10/2/25,2025-2026,12:00 PM,0,1,0
67014964,67_67399_5136974,135670,10/4/25,2025-2026,8:10 AM,2,0,0
67014964,67_67399_5136974,136119,11/7/25,2025-2026,12:27 PM,0,0,1
67014964,67_67399_5136974,137376,2/26/26,2025-2026,10:21 AM,0,1,0
67014964,67_67399_5136974,137536,3/7/26,2025-2026,10:16 AM,0,1,0
67014976,67_67399_5136974,135900,10/21/25,2025-2026,2:50 PM,0,0,1
67014983,67_67399_5136974,137606,3/12/26,2025-2026,1:50 PM,0,1,0
67014987,67_67399_5136974,137601,3/12/26,2025-2026,12:01 PM,0,1,1
67014992,67_67399_5136974,135468,9/17/25,2025-2026,9:33 AM,0,0,1
67014992,67_67399_5136974,135509,9/20/25,2025-2026,12:02 PM,0,0,1
67014992,67_67399_5136974,135552,9/25/25,2025-2026,10:02 AM,0,0,1
67014992,67_67399_5136974,135934,10/24/25,2025-2026,10:32 AM,0,1,0
67014992,67_67399_5136974,136148,11/8/25,2025-2026,12:07 PM,0,1,0
67014992,67_67399_5136974,136264,11/19/25,2025-2026,9:45 AM,0,0,1
67014992,67_67399_5136974,136805,1/23/26,2025-2026,10:03 AM,0,1,0
67014992,67_67399_5136974,136944,1/30/26,2025-2026,9:57 AM,0,0,1
67014992,67_67399_5136974,137148,2/11/26,2025-2026,12:18 PM,0,1,0
67014992,67_67399_5136974,137963,4/3/26,2025-2026,12:37 PM,0,1,0
67014992,67_67399_5136974,138024,4/8/26,2025-2026,10:29 AM,0,0,1
67014992,67_67399_5136974,138055,4/9/26,2025-2026,1:58 PM,0,0,2
67014992,67_67399_5136974,138227,4/29/26,2025-2026,9:46 AM,0,1,0
67014992,67_67399_5136974,138275,5/1/26,2025-2026,1:51 PM,0,0,1
67014992,67_67399_5136974,138356,5/7/26,2025-2026,12:36 PM,0,0,1
67014992,67_67399_5136974,138380,5/8/26,2025-2026,12:34 PM,0,1,0
67014992,67_67399_5136974,138486,5/15/26,2025-2026,1:04 PM,0,0,0
67014997,67_67399_5136974,137748,3/20/26,2025-2026,12:36 PM,0,0,1
67014998,67_67399_5136974,136186,11/8/25,2025-2026,12:00 PM,0,0,1
67014998,67_67399_5136974,138382,5/8/26,2025-2026,1:29 PM,0,1,0
67015027,67_67399_5136974,135477,9/18/25,2025-2026,10:37 AM,0,1,0
67015027,67_67399_5136974,137225,2/14/26,2025-2026,12:30 PM,0,0,1
67015030,67_67399_5136974,136308,11/19/25,2025-2026,12:00 PM,0,0,1
67015041,67_67399_5136974,135238,8/28/25,2025-2026,12:55 PM,0,1,0
67015041,67_67399_5136974,135317,9/5/25,2025-2026,9:45 AM,0,1,0
67015041,67_67399_5136974,135374,9/10/25,2025-2026,9:44 AM,0,1,0
67015041,67_67399_5136974,137699,3/18/26,2025-2026,11:08 AM,0,1,0
67015045,67_67399_5136974,136366,11/21/25,2025-2026,1:00 PM,0,0,0
67015045,67_67399_5136974,136387,12/2/25,2025-2026,5:45 PM,0,2,0
67015045,67_67399_5136974,136394,12/3/25,2025-2026,10:10 AM,0,1,0
67015045,67_67399_5136974,137309,2/21/26,2025-2026,10:25 AM,0,0,0
67015045,67_67399_5136974,138443,5/13/26,2025-2026,12:50 PM,0,0,1
67015059,67_67399_5136974,137142,2/11/26,2025-2026,11:13 AM,0,1,0
67015059,67_67399_5136974,138508,5/16/26,2025-2026,9:47 AM,0,0,1
67015059,67_67399_5136974,138600,5/22/26,2025-2026,2:23 PM,0,0,1
67015092,67_67399_5136978,135681,10/4/25,2025-2026,12:57 PM,0,0,1
67015092,67_67399_5136978,135907,10/22/25,2025-2026,9:30 AM,0,1,0
67015092,67_67399_5136978,136484,12/11/25,2025-2026,8:59 AM,0,0,1
67015092,67_67399_5136978,136541,12/16/25,2025-2026,10:13 AM,0,0,1
67015092,67_67399_5136978,136549,12/16/25,2025-2026,3:02 PM,0,0,1
67015092,67_67399_5136978,136765,1/17/26,2025-2026,2:36 PM,0,0,0
67015092,67_67399_5136978,136810,1/23/26,2025-2026,11:49 AM,0,0,0
67015092,67_67399_5136978,136857,1/24/26,2025-2026,2:48 PM,0,0,1
67015092,67_67399_5136978,137384,2/26/26,2025-2026,1:15 PM,0,0,1
67015092,67_67399_5136978,137451,3/4/26,2025-2026,9:52 AM,0,0,1
67015092,67_67399_5136978,138376,5/6/26,2025-2026,1:00 PM,0,0,0
67015092,67_67399_5136978,138488,5/15/26,2025-2026,1:16 PM,0,0,1
67015092,67_67399_5136978,138623,5/23/26,2025-2026,2:39 PM,0,0,1
67015092,67_67399_5136978,138604,5/23/26,2025-2026,9:23 AM,0,0,1
67015095,67_67399_5136978,136024,10/31/25,2025-2026,10:00 AM,2,0,0
67015095,67_67399_5136978,136172,11/12/25,2025-2026,11:45 AM,0,0,1
67015095,67_67399_5136978,136726,1/16/26,2025-2026,10:13 AM,0,0,0
67015095,67_67399_5136978,137293,2/21/26,2025-2026,9:44 AM,0,1,0
67015095,67_67399_5136978,137698,3/18/26,2025-2026,10:33 AM,0,0,1
67015095,67_67399_5136978,138039,4/9/26,2025-2026,10:36 AM,0,0,1
67015095,67_67399_5136978,138291,5/2/26,2025-2026,9:34 AM,0,0,1
67015095,67_67399_5136978,138605,5/23/26,2025-2026,9:55 AM,0,0,0
67015100,67_67399_5136978,137652,3/14/26,2025-2026,11:41 AM,0,0,0
67015108,67_67399_5136978,136832,1/24/26,2025-2026,10:11 AM,0,0,0
67015111,67_67399_5136978,138164,4/16/26,2025-2026,10:57 AM,0,0,1
67015111,67_67399_5136978,138262,5/1/26,2025-2026,9:01 AM,0,1,0
67015112,67_67399_5136978,138716,6/4/26,2025-2026,1:55 PM,0,1,0
67015115,67_67399_5136978,135583,9/27/25,2025-2026,12:06 PM,0,0,1
67015116,67_67399_5136978,136391,12/3/25,2025-2026,9:07 AM,0,0,1
67015121,67_67399_5136978,138204,4/28/26,2025-2026,7:54 AM,0,0,1
67015125,67_67399_5136978,137991,4/7/26,2025-2026,8:26 AM,0,0,1
67015145,67_67399_5136978,137537,3/7/26,2025-2026,9:50 AM,0,0,1
67015147,67_67399_5136978,135668,10/4/25,2025-2026,8:11 AM,0,0,0
67015150,67_67399_5136978,138205,4/17/26,2025-2026,2:40 PM,0,0,1
67015168,67_67399_5136978,138203,4/28/26,2025-2026,7:45 AM,0,0,1
67015178,67_67399_5136978,138132,4/14/26,2025-2026,1:53 PM,0,1,0
67014800,67_67399_5136974,135556,9/23/25,2025-2026,10:10 AM,0,0,1
67014800,67_67399_5136974,135557,9/25/25,2025-2026,1:15 PM,0,0,1
67014800,67_67399_5136974,135639,10/2/25,2025-2026,1:15 PM,0,0,1
67014800,67_67399_5136974,135650,10/2/25,2025-2026,1:45 PM,2,0,0
67014800,67_67399_5136974,135954,10/25/25,2025-2026,1:45 PM,3,0,0
67014800,67_67399_5136974,135953,10/25/25,2025-2026,12:25 PM,0,0,2
67014800,67_67399_5136974,136192,11/13/25,2025-2026,9:28 PM,0,0,0
67015152,67_67399_5136978,138556,5/20/26,2025-2026,10:15 AM,0,0,0
67015218,67_67399_5136975,136123,11/6/25,2025-2026,9:40 AM,0,1,1
67015218,67_67399_5136975,136136,11/7/25,2025-2026,9:40 AM,0,2,0
67015220,67_67399_5136975,138680,5/27/26,2025-2026,9:38 AM,0,1,0
67015224,67_67399_5136975,138595,5/22/26,2025-2026,11:39 AM,0,1,0
67015243,67_67399_5136975,138699,6/3/26,2025-2026,9:42 AM,1,0,0
67015311,67_67399_5136975,136684,1/14/26,2025-2026,11:50 PM,0,1,0
67015315,67_67399_5136975,136683,1/14/26,2025-2026,11:06 AM,0,1,0
67015317,67_67399_5136975,136682,1/14/26,2025-2026,11:50 AM,0,1,0
67015320,67_67399_5136975,137259,2/19/26,2025-2026,11:03 AM,1,0,1
67015347,67_67399_5136975,136978,1/31/26,2025-2026,12:21 PM,0,0,0
67015373,67_67399_5136975,135507,9/20/25,2025-2026,11:59 AM,0,0,0
67015390,67_67399_5136975,138710,6/4/26,2025-2026,10:37 AM,0,1,0
67015411,67_67399_5136975,138616,5/23/26,2025-2026,1:13 PM,0,0,1
67015411,67_67399_5136975,138614,5/23/26,2025-2026,12:09 PM,0,0,1
67015411,67_67399_5136975,138615,5/23/26,2025-2026,12:50 PM,0,1,0
67015477,67_67399_5136975,136229,11/14/25,2025-2026,2:30 PM,1,0,0
67015510,67_67399_5136975,135859,10/17/25,2025-2026,12:47 PM,0,0,0
67015510,67_67399_5136975,136228,11/14/25,2025-2026,2:30 AM,1,0,0
67015511,67_67399_5136975,135471,9/17/25,2025-2026,10:49 AM,0,0,1
67015511,67_67399_5136975,135858,10/17/25,2025-2026,12:40 PM,0,0,0
67015525,67_67399_5136975,136672,1/11/26,2025-2026,2:15 PM,0,1,0
67015625,67_67399_5136979,135462,9/13/25,2025-2026,2:37 PM,2,0,0
67015651,67_67399_5136979,138101,4/10/26,2025-2026,1:40 PM,0,1,0
67015658,67_67399_5136979,135412,9/11/25,2025-2026,1:00 PM,0,2,0
67015662,67_67399_5136979,135358,9/9/25,2025-2026,12:00 AM,0,0,0
67015679,67_67399_5136979,135879,10/18/25,2025-2026,1:01 PM,1,0,0
67015681,67_67399_5136979,135917,10/18/25,2025-2026,12:30 PM,1,0,0
67015681,67_67399_5136979,136951,1/30/26,2025-2026,12:40 PM,1,0,0
67014070,67_67399_5136973,135615,10/1/25,2025-2026,11:48 AM,0,1,0
67014070,67_67399_5136973,135699,10/7/25,2025-2026,12:15 PM,0,0,0
67014070,67_67399_5136973,136897,1/29/26,2025-2026,9:23 AM,0,0,1
67014070,67_67399_5136973,137112,2/7/26,2025-2026,10:39 AM,0,0,1
67014407,67_67399_5136973,137063,2/4/26,2025-2026,12:30 PM,0,0,1
67014407,67_67399_5136973,137084,2/6/26,2025-2026,12:40 PM,0,0,1
67014800,67_67399_5136974,138734,5/29/26,2025-2026,11:30 AM,0,0,0
67015692,67_67399_5136976,138706,5/29/26,2025-2026,11:25 AM,0,0,0
67015700,67_67399_5136976,136972,1/31/26,2025-2026,9:30 AM,0,0,0
67015713,67_67399_5136976,136725,1/16/26,2025-2026,10:00 AM,0,0,0
67015752,67_67399_5136976,138310,5/5/26,2025-2026,1:05 PM,0,1,1
67015795,67_67399_5136976,135985,10/29/25,2025-2026,12:24 PM,0,1,0
67015803,67_67399_5136976,137668,3/14/26,2025-2026,12:50 PM,0,1,0
67015824,67_67399_5136976,136768,1/17/26,2025-2026,2:55 PM,0,1,0
67015850,67_67399_5136976,136016,10/30/25,2025-2026,11:40 AM,0,0,0
67015858,67_67399_5136976,138011,4/3/26,2025-2026,8:33 AM,0,1,0
67015871,67_67399_5136976,135606,9/30/25,2025-2026,3:57 PM,0,1,0
67015903,67_67399_5136976,135540,9/24/25,2025-2026,11:44 AM,0,0,1
67015903,67_67399_5136976,135613,10/1/25,2025-2026,11:29 AM,0,0,1
67015924,67_67399_5136976,135380,9/10/25,2025-2026,1:00 PM,0,0,1
67015925,67_67399_5136976,137489,3/5/26,2025-2026,2:15 PM,0,0,0
67015927,67_67399_5136976,136504,12/6/25,2025-2026,4:45 PM,0,0,0
67015927,67_67399_5136976,137249,2/18/26,2025-2026,9:50 AM,0,0,1
67015930,67_67399_5136976,137711,3/19/26,2025-2026,11:30 AM,0,0,1
67015939,67_67399_5136976,137307,2/21/26,2025-2026,12:56 PM,0,0,1
67015940,67_67399_5136976,135731,10/9/25,2025-2026,11:01 AM,0,0,1
67015940,67_67399_5136976,135777,10/10/25,2025-2026,3:23 PM,0,0,1
67015940,67_67399_5136976,135904,10/22/25,2025-2026,8:30 AM,0,0,1
67015940,67_67399_5136976,136588,12/19/25,2025-2026,8:30 AM,0,0,0
67015940,67_67399_5136976,136609,1/7/26,2025-2026,10:45 PM,0,0,1
67015940,67_67399_5136976,136747,1/16/26,2025-2026,9:15 PM,0,0,1
67015940,67_67399_5136976,138735,3/19/26,2025-2026,12:25 PM,0,0,0
67015951,67_67399_5136976,135574,9/25/25,2025-2026,1:00 PM,0,0,0
67015951,67_67399_5136976,136743,1/16/26,2025-2026,2:21 PM,0,0,1
67015961,67_67399_5136976,137184,2/12/26,2025-2026,2:04 PM,0,1,0
67015964,67_67399_5136976,137518,3/6/26,2025-2026,1:25 PM,0,0,1
67015964,67_67399_5136976,137882,3/27/26,2025-2026,1:50 PM,0,0,1
67015972,67_67399_5136976,137708,3/17/26,2025-2026,2:47 PM,0,0,1
67015977,67_67399_5136976,136587,12/16/25,2025-2026,8:00 AM,0,0,0
67015981,67_67399_5136976,135981,10/28/25,2025-2026,11:59 AM,0,0,1
67015992,67_67399_5136976,138187,4/17/26,2025-2026,12:04 PM,0,0,2
67015994,67_67399_5136976,137318,2/24/26,2025-2026,9:20 AM,0,0,1
67016001,67_67399_5136976,135592,9/27/25,2025-2026,1:50 PM,0,0,1
67016024,67_67399_5136976,136568,12/18/25,2025-2026,10:35 AM,0,0,1
67016024,67_67399_5136976,136913,1/28/26,2025-2026,10:35 AM,0,2,0
