stu_id,site_id,section_id,term_code,course_grade,mark,credit_attempted,creadit_completed,course_yr
67017180,67_67399_5136980,C910417-06,1S,9,B,5,5,2026
67017180,67_67399_5136980,C910417-06,2S,9,C,5,5,2026
67017180,67_67399_5136980,C906202-03,1S,9,C,5,5,2026
67017180,67_67399_5136980,C906202-03,2S,9,B,5,5,2026
67017180,67_67399_5136980,730365,1S,9,B,5,5,2026
67017180,67_67399_5136980,730365,2S,9,A,5,5,2026
67017180,67_67399_5136980,1790-11,1S,9,B,5,5,2026
67017180,67_67399_5136980,1790-11,2S,9,C,5,5,2026
67017354,67_67399_5136980,C717202-02,1S,9,B,5,5,2026
67017354,67_67399_5136980,C717202-02,2S,9,A,5,5,2026
67017354,67_67399_5136980,9814-17,1S,9,A,5,5,2026
67017354,67_67399_5136980,9814-17,2S,9,C,5,5,2026
67017354,67_67399_5136980,C9104006-04,1S,9,A,5,5,2026
67017354,67_67399_5136980,C9104006-04,2S,9,C,5,5,2026
67017354,67_67399_5136980,C922704-01,1S,9,A,10,10,2026
67017354,67_67399_5136980,C922704-01,2S,9,A,10,10,2026
67017354,67_67399_5136980,2350031,1S,9,A,10,10,2026
67017354,67_67399_5136980,2350031,2S,9,A,10,10,2026
67017103,67_67399_5136980,2097710,1S,9,A,10,10,2026
67017103,67_67399_5136980,2097710,2S,9,A,10,10,2026
67017103,67_67399_5136980,0915-66,1S,9,B,10,10,2026
67017103,67_67399_5136980,0915-66,2S,9,C,10,10,2026
67017103,67_67399_5136980,C931602-03,1S,9,A,10,10,2026
67017103,67_67399_5136980,C931602-03,2S,9,C,10,10,2026
67017103,67_67399_5136980,7651-63,1S,9,A,10,10,2026
67017103,67_67399_5136980,7651-63,2S,9,A,10,10,2026
67017103,67_67399_5136980,645445,1S,9,A,5,5,2026
67017103,67_67399_5136980,645445,2S,9,B,5,5,2026
67017103,67_67399_5136980,3121-14,1S,9,B,5,5,2026
67017103,67_67399_5136980,3121-14,2S,9,D,5,5,2026
67017157,67_67399_5136980,1592856,1S,9,A,5,5,2026
67017157,67_67399_5136980,1592856,2S,9,C,5,5,2026
67017157,67_67399_5136980,8697-13,1S,9,A,5,5,2026
67017157,67_67399_5136980,8697-13,2S,9,A,5,5,2026
67017157,67_67399_5136980,2890712,1S,9,A,5,5,2026
67017157,67_67399_5136980,2890712,2S,9,B,5,5,2026
67017157,67_67399_5136980,5819-15,1S,9,B,10,10,2026
67017157,67_67399_5136980,5819-15,2S,9,D,10,10,2026
67017157,67_67399_5136980,C9104006-07,1S,9,B,5,5,2026
67017157,67_67399_5136980,C9104006-07,2S,9,B,5,5,2026
67017157,67_67399_5136980,2076-42,1S,9,C,5,5,2026
67017157,67_67399_5136980,2076-42,2S,9,C,5,5,2026
67017393,67_67399_5136980,5432-54,1S,9,A,5,5,2026
67017393,67_67399_5136980,5432-54,2S,9,A,5,5,2026
67017393,67_67399_5136980,1790-12,1S,9,A,5,5,2026
67017393,67_67399_5136980,1790-12,2S,9,C,5,5,2026
67017393,67_67399_5136980,1710-10,1S,9,A,5,5,2026
67017393,67_67399_5136980,1710-10,2S,9,A,5,5,2026
67017393,67_67399_5136980,5992-14,1S,9,A,5,5,2026
67017393,67_67399_5136980,5992-14,2S,9,B,5,5,2026
67017393,67_67399_5136980,C922712-01,1S,9,B,10,10,2026
67017393,67_67399_5136980,C922712-01,2S,9,B,10,10,2026
67017393,67_67399_5136980,C924501-50,1S,9,A,5,5,2026
67017393,67_67399_5136980,C924501-50,2S,9,B,5,5,2026
67017321,67_67399_5136980,2101608,1S,9,C,5,5,2026
67017321,67_67399_5136980,2101608,2S,9,B,5,5,2026
67017321,67_67399_5136980,C910429-02,1S,9,B,5,5,2026
67017321,67_67399_5136980,C910429-02,2S,9,C,5,5,2026
67017321,67_67399_5136980,1790-51,1S,9,A,5,5,2026
67017321,67_67399_5136980,1790-51,2S,9,A,5,5,2026
67017321,67_67399_5136980,1747291,1S,9,B,5,5,2026
67017321,67_67399_5136980,1747291,2S,9,B,5,5,2026
67017321,67_67399_5136980,C910430-02,1S,9,A,5,5,2026
67017321,67_67399_5136980,C910430-02,2S,9,B,5,5,2026
67017321,67_67399_5136980,729057,1S,9,C,5,5,2026
67017321,67_67399_5136980,729057,2S,9,A,5,5,2026
67017213,67_67399_5136980,3896-51,1S,9,B,5,5,2026
67017213,67_67399_5136980,3896-51,2S,9,B,5,5,2026
67017213,67_67399_5136980,993947,1S,9,A,5,5,2026
67017213,67_67399_5136980,993947,2S,9,A,5,5,2026
67017213,67_67399_5136980,C751001-03,1S,9,A,5,5,2026
67017213,67_67399_5136980,C751001-03,2S,9,A,5,5,2026
67017213,67_67399_5136980,C922711-01,1S,9,B,10,10,2026
67017213,67_67399_5136980,C922711-01,2S,9,A,10,10,2026
67017213,67_67399_5136980,C906201-01,1S,9,B,5,5,2026
67017213,67_67399_5136980,C906201-01,2S,9,B,5,5,2026
67017213,67_67399_5136980,446297,1S,9,B,5,5,2026
67017213,67_67399_5136980,446297,2S,9,C,5,5,2026
67017377,67_67399_5136980,C9104009-04,1S,9,C,5,5,2026
67017377,67_67399_5136980,C9104009-04,2S,9,B,5,5,2026
67017377,67_67399_5136980,1577940,1S,9,C,5,5,2026
67017377,67_67399_5136980,1577940,2S,9,A,5,5,2026
67017377,67_67399_5136980,1414587,1S,9,B,10,10,2026
67017377,67_67399_5136980,1414587,2S,9,C,10,10,2026
67017377,67_67399_5136980,Jan-88,1S,9,C,5,5,2026
67017377,67_67399_5136980,Jan-88,2S,9,B,5,5,2026
67017377,67_67399_5136980,1850-09,1S,9,C,5,5,2026
67017377,67_67399_5136980,1850-09,2S,9,C,5,5,2026
67017233,67_67399_5136980,C700002-53,1S,9,A,5,5,2026
67017233,67_67399_5136980,C700002-53,2S,9,A,5,5,2026
67017233,67_67399_5136980,1254-04,1S,9,C,5,5,2026
67017233,67_67399_5136980,1254-04,2S,9,C,5,5,2026
67017233,67_67399_5136980,2075-61,1S,9,A,5,5,2026
67017233,67_67399_5136980,2075-61,2S,9,A,5,5,2026
67017233,67_67399_5136980,9226-15,1S,9,C,5,5,2026
67017233,67_67399_5136980,9226-15,2S,9,B,5,5,2026
67017233,67_67399_5136980,3898-56,1S,9,B,5,5,2026
67017233,67_67399_5136980,3898-56,2S,9,A,5,5,2026
67017259,67_67399_5136980,1765584,1S,9,C,5,5,2026
67017259,67_67399_5136980,1765584,2S,9,C,5,5,2026
67017259,67_67399_5136980,2097194,1S,9,B,10,10,2026
67017259,67_67399_5136980,2097194,2S,9,A,10,10,2026
67017259,67_67399_5136980,0918-02,1S,9,B,10,10,2026
67017259,67_67399_5136980,0918-02,2S,9,B,10,10,2026
67017259,67_67399_5136980,C917304-16,1S,9,C,5,5,2026
67017259,67_67399_5136980,C917304-16,2S,9,C,5,5,2026
67017259,67_67399_5136980,3533-18,1S,9,A,5,5,2026
67017259,67_67399_5136980,3533-18,2S,9,C,5,5,2026
67017259,67_67399_5136980,1256-32,1S,9,C,5,5,2026
67017259,67_67399_5136980,1256-32,2S,9,A,5,5,2026
67017177,67_67399_5136980,C9104007-13,1S,9,A,5,5,2026
67017177,67_67399_5136980,C9104007-13,2S,9,C,5,5,2026
67017177,67_67399_5136980,1767045,1S,9,A,5,5,2026
67017177,67_67399_5136980,1767045,2S,9,A,5,5,2026
67017177,67_67399_5136980,1256-16,1S,9,B,5,5,2026
67017177,67_67399_5136980,1256-16,2S,9,B,5,5,2026
67017177,67_67399_5136980,C917304-11,1S,9,C,5,5,2026
67017177,67_67399_5136980,C917304-11,2S,9,B,5,5,2026
67017177,67_67399_5136980,C913002-50,1S,9,A,5,5,2026
67017177,67_67399_5136980,C913002-50,2S,9,A,5,5,2026
67017177,67_67399_5136980,6215-63,1S,9,B,5,5,2026
67017177,67_67399_5136980,6215-63,2S,9,A,5,5,2026
67017121,67_67399_5136980,994282,1S,9,A,5,5,2026
67017121,67_67399_5136980,994282,2S,9,B,5,5,2026
67017121,67_67399_5136980,1494329,1S,9,C,5,5,2026
67017121,67_67399_5136980,1494329,2S,9,B,5,5,2026
67017121,67_67399_5136980,2890955,1S,9,C,5,5,2026
67017121,67_67399_5136980,2890955,2S,9,A,5,5,2026
67017121,67_67399_5136980,729451,1S,9,C,5,5,2026
67017121,67_67399_5136980,729451,2S,9,A,5,5,2026
67017121,67_67399_5136980,C910416-53,1S,9,A,5,5,2026
67017121,67_67399_5136980,C910416-53,2S,9,A,5,5,2026
67017121,67_67399_5136980,6687-13,1S,9,B,5,5,2026
67017121,67_67399_5136980,6687-13,2S,9,A,5,5,2026
67017302,67_67399_5136980,2045391,1S,9,A,5,5,2026
67017302,67_67399_5136980,2045391,2S,9,A,5,5,2026
67017302,67_67399_5136980,725374,1S,9,B,5,5,2026
67017302,67_67399_5136980,725374,2S,9,B,5,5,2026
67017302,67_67399_5136980,2482860,1S,9,B,5,5,2026
67017302,67_67399_5136980,2482860,2S,9,C,5,5,2026
67017302,67_67399_5136980,1409716,1S,9,C,10,10,2026
67017302,67_67399_5136980,1409716,2S,9,A,10,10,2026
67017302,67_67399_5136980,2075-60,1S,9,B,5,5,2026
67017302,67_67399_5136980,2075-60,2S,9,B,5,5,2026
67017430,67_67399_5136980,994251,1S,9,C,5,5,2026
67017430,67_67399_5136980,994251,2S,9,C,5,5,2026
67017430,67_67399_5136980,57650,1S,9,A,5,5,2026
67017430,67_67399_5136980,57650,2S,9,C,5,5,2026
67017430,67_67399_5136980,447027,1S,9,B,5,5,2026
67017430,67_67399_5136980,447027,2S,9,A,5,5,2026
67017430,67_67399_5136980,C934001-06,1S,9,D,5,5,2026
67017430,67_67399_5136980,C934001-06,2S,9,A,5,5,2026
67017430,67_67399_5136980,2057-18,1S,9,A,5,5,2026
67017430,67_67399_5136980,2057-18,2S,9,B,5,5,2026
67017425,67_67399_5136980,3037-50,1S,9,A,5,5,2026
67017425,67_67399_5136980,3037-50,2S,9,B,5,5,2026
67017425,67_67399_5136980,C8421003-43,1S,9,B,15,15,2026
67017425,67_67399_5136980,C8421003-43,2S,9,C,15,15,2026
67017425,67_67399_5136980,5980-58,1S,9,A,10,10,2026
67017425,67_67399_5136980,5980-58,2S,9,A,10,10,2026
67017425,67_67399_5136980,2193,1S,9,A,5,5,2026
67017425,67_67399_5136980,2193,2S,9,B,5,5,2026
67017425,67_67399_5136980,596563,1S,9,C,5,5,2026
67017425,67_67399_5136980,596563,2S,9,A,5,5,2026
67017425,67_67399_5136980,C820001-01,1S,9,B,5,5,2026
67017425,67_67399_5136980,C820001-01,2S,9,B,5,5,2026
67017415,67_67399_5136980,1414707,1S,9,A,10,10,2026
67017415,67_67399_5136980,1414707,2S,9,C,10,10,2026
67017415,67_67399_5136980,C910429-50,1S,9,B,5,5,2026
67017415,67_67399_5136980,C910429-50,2S,9,C,5,5,2026
67017415,67_67399_5136980,0915-68,1S,9,A,10,10,2026
67017415,67_67399_5136980,0915-68,2S,9,B,10,10,2026
67017415,67_67399_5136980,446175,1S,9,B,5,5,2026
67017415,67_67399_5136980,446175,2S,9,B,5,5,2026
67017415,67_67399_5136980,C917304-06,1S,9,A,5,5,2026
67017415,67_67399_5136980,C917304-06,2S,9,B,5,5,2026
67017120,67_67399_5136980,1593920,1S,9,B,5,5,2026
67017120,67_67399_5136980,1593920,2S,9,B,5,5,2026
67017120,67_67399_5136980,1256-09,1S,9,A,5,5,2026
67017120,67_67399_5136980,1256-09,2S,9,A,5,5,2026
67017120,67_67399_5136980,736727,1S,9,B,10,10,2026
67017120,67_67399_5136980,736727,2S,9,B,10,10,2026
67017120,67_67399_5136980,2075-54,1S,9,B,5,5,2026
67017120,67_67399_5136980,2075-54,2S,9,A,5,5,2026
67017120,67_67399_5136980,C925402-04,1S,9,A,5,5,2026
67017120,67_67399_5136980,C925402-04,2S,9,B,5,5,2026
67017120,67_67399_5136980,C7171001-01,1S,9,A,5,5,2026
67017120,67_67399_5136980,C7171001-01,2S,9,B,5,5,2026
67017365,67_67399_5136980,C934001-12,1S,9,B,5,5,2026
67017365,67_67399_5136980,C934001-12,2S,9,F,5,0,2026
67017365,67_67399_5136980,3121-16,1S,9,A,5,5,2026
67017365,67_67399_5136980,3121-16,2S,9,A,5,5,2026
67017365,67_67399_5136980,C917305-14,1S,9,A,5,5,2026
67017365,67_67399_5136980,C917305-14,2S,9,C,5,5,2026
67017365,67_67399_5136980,446752,1S,9,C,5,5,2026
67017365,67_67399_5136980,446752,2S,9,D,5,5,2026
67017365,67_67399_5136980,2075-31,1S,9,B,5,5,2026
67017365,67_67399_5136980,2075-31,2S,9,A,5,5,2026
67017210,67_67399_5136980,0061-51,1S,9,C,5,5,2026
67017210,67_67399_5136980,0061-51,2S,9,A,5,5,2026
67017210,67_67399_5136980,0218-05,1S,9,C,10,10,2026
67017210,67_67399_5136980,0218-05,2S,9,B,10,10,2026
67017210,67_67399_5136980,1579401,1S,9,C,5,5,2026
67017210,67_67399_5136980,1579401,2S,9,B,5,5,2026
67017210,67_67399_5136980,886170,1S,9,C,5,5,2026
67017210,67_67399_5136980,886170,2S,9,B,5,5,2026
67017210,67_67399_5136980,596686,1S,9,A,5,5,2026
67017210,67_67399_5136980,596686,2S,9,C,5,5,2026
67017210,67_67399_5136980,1286-06,1S,9,B,5,5,2026
67017210,67_67399_5136980,1286-06,2S,9,A,5,5,2026
67017329,67_67399_5136980,7641-51,1S,9,C,10,10,2026
67017329,67_67399_5136980,7641-51,2S,9,B,10,10,2026
67017329,67_67399_5136980,1494299,1S,9,C,5,5,2026
67017329,67_67399_5136980,1494299,2S,9,A,5,5,2026
67017329,67_67399_5136980,101630,1S,9,B,10,10,2026
67017329,67_67399_5136980,101630,2S,9,A,10,10,2026
67017329,67_67399_5136980,2348601,1S,9,C,10,10,2026
67017329,67_67399_5136980,2348601,2S,9,A,10,10,2026
67017329,67_67399_5136980,C913002-52,1S,9,A,5,5,2026
67017329,67_67399_5136980,C913002-52,2S,9,A,5,5,2026
67017329,67_67399_5136980,1414891,1S,9,B,10,10,2026
67017329,67_67399_5136980,1414891,2S,9,B,10,10,2026
67017142,67_67399_5136980,2350031,1S,9,B,10,10,2026
67017142,67_67399_5136980,2350031,2S,9,B,10,10,2026
67017142,67_67399_5136980,729451,1S,9,B,5,5,2026
67017142,67_67399_5136980,729451,2S,9,B,5,5,2026
67017142,67_67399_5136980,C917304-05,1S,9,B,5,5,2026
67017142,67_67399_5136980,C917304-05,2S,9,A,5,5,2026
67017142,67_67399_5136980,1284-05,1S,9,A,5,5,2026
67017142,67_67399_5136980,1284-05,2S,9,C,5,5,2026
67017142,67_67399_5136980,7651-75,1S,9,B,10,10,2026
67017142,67_67399_5136980,7651-75,2S,9,A,10,10,2026
67017142,67_67399_5136980,C9104007-04,1S,9,A,5,5,2026
67017142,67_67399_5136980,C9104007-04,2S,9,B,5,5,2026
67017408,67_67399_5136980,1593586,1S,9,A,5,5,2026
67017408,67_67399_5136980,1593586,2S,9,C,5,5,2026
67017408,67_67399_5136980,3899-53,1S,9,D,5,5,2026
67017408,67_67399_5136980,3899-53,2S,9,B,5,5,2026
67017408,67_67399_5136980,C910429-01,1S,9,C,5,5,2026
67017408,67_67399_5136980,C910429-01,2S,9,B,5,5,2026
67017408,67_67399_5136980,726835,1S,9,D,5,5,2026
67017408,67_67399_5136980,726835,2S,9,B,5,5,2026
67017408,67_67399_5136980,C900002-52,1S,9,B,5,5,2026
67017408,67_67399_5136980,C900002-52,2S,9,A,5,5,2026
67017334,67_67399_5136980,3123-19,1S,9,B,5,5,2026
67017334,67_67399_5136980,3123-19,2S,9,C,5,5,2026
67017334,67_67399_5136980,1254-12,1S,9,A,5,5,2026
67017334,67_67399_5136980,1254-12,2S,9,C,5,5,2026
67017334,67_67399_5136980,2482556,1S,9,A,5,5,2026
67017334,67_67399_5136980,2482556,2S,9,C,5,5,2026
67017334,67_67399_5136980,2275463,1S,9,B,10,10,2026
67017334,67_67399_5136980,2275463,2S,9,B,10,10,2026
67017334,67_67399_5136980,C925401-08,1S,9,A,5,5,2026
67017334,67_67399_5136980,C925401-08,2S,9,B,5,5,2026
67017334,67_67399_5136980,9815-19,1S,9,B,5,5,2026
67017334,67_67399_5136980,9815-19,2S,9,A,5,5,2026
67017295,67_67399_5136980,C910201-12,1S,9,C,5,5,2026
67017295,67_67399_5136980,C910201-12,2S,9,A,5,5,2026
67017295,67_67399_5136980,5980-53,1S,9,A,10,10,2026
67017295,67_67399_5136980,5980-53,2S,9,B,10,10,2026
67017295,67_67399_5136980,C925401-02,1S,9,B,5,5,2026
67017295,67_67399_5136980,C925401-02,2S,9,A,5,5,2026
67017295,67_67399_5136980,1593980,1S,9,B,5,5,2026
67017295,67_67399_5136980,1593980,2S,9,B,5,5,2026
67017295,67_67399_5136980,0915-13,1S,9,A,10,10,2026
67017295,67_67399_5136980,0915-13,2S,9,B,10,10,2026
67017295,67_67399_5136980,1691499,1S,9,C,5,5,2026
67017295,67_67399_5136980,1691499,2S,9,B,5,5,2026
67017148,67_67399_5136980,446997,1S,9,A,5,5,2026
67017148,67_67399_5136980,446997,2S,9,B,5,5,2026
67017148,67_67399_5136980,2075-64,1S,9,A,5,5,2026
67017148,67_67399_5136980,2075-64,2S,9,C,5,5,2026
67017148,67_67399_5136980,8697-13,1S,9,B,5,5,2026
67017148,67_67399_5136980,8697-13,2S,9,A,5,5,2026
67017148,67_67399_5136980,5992-32,1S,9,A,5,5,2026
67017148,67_67399_5136980,5992-32,2S,9,C,5,5,2026
67017148,67_67399_5136980,3068-53,1S,9,A,5,5,2026
67017148,67_67399_5136980,3068-53,2S,9,C,5,5,2026
67017148,67_67399_5136980,886139,1S,9,C,5,5,2026
67017148,67_67399_5136980,886139,2S,9,B,5,5,2026
67017313,67_67399_5136980,3121-19,1S,9,A,5,5,2026
67017313,67_67399_5136980,3121-19,2S,9,A,5,5,2026
67017313,67_67399_5136980,2890712,1S,9,C,5,5,2026
67017313,67_67399_5136980,2890712,2S,9,B,5,5,2026
67017313,67_67399_5136980,5819-29,1S,9,A,10,10,2026
67017313,67_67399_5136980,5819-29,2S,9,B,10,10,2026
67017313,67_67399_5136980,1414891,1S,9,B,10,10,2026
67017313,67_67399_5136980,1414891,2S,9,A,10,10,2026
67017313,67_67399_5136980,C910202-09,1S,9,A,5,5,2026
67017313,67_67399_5136980,C910202-09,2S,9,B,5,5,2026
67017260,67_67399_5136980,C910502-04,1S,9,B,5,5,2026
67017260,67_67399_5136980,C910502-04,2S,9,C,5,5,2026
67017260,67_67399_5136980,1446759,1S,9,A,10,10,2026
67017260,67_67399_5136980,1446759,2S,9,A,10,10,2026
67017260,67_67399_5136980,C910201-02,1S,9,A,5,5,2026
67017260,67_67399_5136980,C910201-02,2S,9,A,5,5,2026
67017260,67_67399_5136980,C9104009-50,1S,9,F,5,0,2026
67017260,67_67399_5136980,C9104009-50,2S,9,B,5,5,2026
67017260,67_67399_5136980,622375,1S,9,A,5,5,2026
67017260,67_67399_5136980,622375,2S,9,B,5,5,2026
67017422,67_67399_5136980,1022375,1S,9,C,10,10,2026
67017422,67_67399_5136980,1022375,2S,9,A,10,10,2026
67017422,67_67399_5136980,9815-35,1S,9,C,5,5,2026
67017422,67_67399_5136980,9815-35,2S,9,A,5,5,2026
67017422,67_67399_5136980,774682,1S,9,C,5,5,2026
67017422,67_67399_5136980,774682,2S,9,B,5,5,2026
67017422,67_67399_5136980,1593980,1S,9,C,5,5,2026
67017422,67_67399_5136980,1593980,2S,9,B,5,5,2026
67017422,67_67399_5136980,5432-59,1S,9,B,5,5,2026
67017422,67_67399_5136980,5432-59,2S,9,B,5,5,2026
67017162,67_67399_5136980,205389,1S,9,B,5,5,2026
67017162,67_67399_5136980,205389,2S,9,C,5,5,2026
67017162,67_67399_5136980,7641-57,1S,9,B,10,10,2026
67017162,67_67399_5136980,7641-57,2S,9,C,10,10,2026
67017162,67_67399_5136980,2151646,1S,9,B,5,5,2026
67017162,67_67399_5136980,2151646,2S,9,B,5,5,2026
67017162,67_67399_5136980,1431721,1S,9,C,10,10,2026
67017162,67_67399_5136980,1431721,2S,9,B,10,10,2026
67017162,67_67399_5136980,C910418-03,1S,9,C,5,5,2026
67017162,67_67399_5136980,C910418-03,2S,9,B,5,5,2026
